dgms_id,ms_name,procsm_id,biosample_id
nmdc:dgms-12-96wcfh61,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_77LM_BESC-866-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run257,nmdc:procsm-11-rnzhkh13,nmdc:bsm-11-jp678560
nmdc:dgms-12-0cn1e577,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_77RZM_BESC-866-Corv-RZM_3_Rg70to1050-CE205060-rhizo-S1_Run619,nmdc:procsm-11-qpe1m454,nmdc:bsm-11-kz54ep97
nmdc:dgms-12-w0hqvr32,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_78RM_BESC-904-Clat-RM_2_Rg70to1050-CE102040-root-S1_Run914,nmdc:procsm-11-x7m4wb88,nmdc:bsm-11-k0vz1j87
nmdc:dgms-12-ekn2px03,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_78RZM_BESC-904-Clat-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run467,nmdc:procsm-11-jgw8xe24,nmdc:bsm-11-nvgcpg87
nmdc:dgms-12-wfb01397,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_79LM_BESC-904-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run260,nmdc:procsm-11-a1rf7q11,nmdc:bsm-11-dppkv536
nmdc:dgms-12-mrccwb37,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_79RZM_BESC-904-Clat-RZM_3_Rg70to1050-CE205060-rhizo-S1_Run616,nmdc:procsm-11-480evn02,nmdc:bsm-11-xgrda154
nmdc:dgms-12-6jp7tt06,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_7RM_BESC-133-Clat-RM_1_Rg70to1050-CE102040-root-S1_Run719,nmdc:procsm-11-s1es7z51,nmdc:bsm-11-7pyrek52
nmdc:dgms-12-ga2zvn11,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_7RZM_BESC-133-Clat-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run354,nmdc:procsm-11-ej2wr498,nmdc:bsm-11-ehqk1b45
nmdc:dgms-12-5ey7fy93,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_80LM_BESC-904-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run77,nmdc:procsm-11-r36gkx83,nmdc:bsm-11-19v98823
nmdc:dgms-12-y13bvv41,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_80RZM_BESC-904-Corv-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run366,nmdc:procsm-11-aby10w73,nmdc:bsm-11-cd09p052
nmdc:dgms-12-sc4mcs49,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_81LM_BESC-904-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run135,nmdc:procsm-11-ejttw861,nmdc:bsm-11-qe13q836
nmdc:dgms-12-f36b0907,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_81RM_BESC-904-Corv-RM_2_Rg70to1050-CE102040-root-S1_Run847,nmdc:procsm-11-eg22q380,nmdc:bsm-11-q3qsx507
nmdc:dgms-12-4qrzks97,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_82LM_BESC-904-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run290,nmdc:procsm-11-n0z0em09,nmdc:bsm-11-qms4zn61
nmdc:dgms-12-xhj0p669,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_82RM_BESC-904-Corv-RM_3_Rg70to1050-CE205060-root-S1_Run956,nmdc:procsm-11-znqvq095,nmdc:bsm-11-zvh2hc82
nmdc:dgms-12-mdkt1n34,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_82RZM_BESC-904-Corv-RZM_3_Rg70to1050-CE205060-rhizo-S1_Run610,nmdc:procsm-11-q0nrrp59,nmdc:bsm-11-6zd5nb38
nmdc:dgms-12-w1zj2172,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_83LM_BESC-905-Clat-LM_1_Rg70to1050-CE102040-leaf-S1_Run38,nmdc:procsm-11-08939d21,nmdc:bsm-11-28kgw077
nmdc:dgms-12-qd29yq68,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_83RM_BESC-905-Clat-RM_1_Rg70to1050-CE102040-root-S1_Run798,nmdc:procsm-11-prsjm968,nmdc:bsm-11-rzz0z710
nmdc:dgms-12-396cs202,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_83RZM_BESC-905-Clat-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run430,nmdc:procsm-11-3whrgc17,nmdc:bsm-11-8eypa967
nmdc:dgms-12-7vpa9w20,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_84LM_BESC-360-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run74,nmdc:procsm-11-0tpn6d02,nmdc:bsm-11-mbcv4b48
nmdc:dgms-12-4pv7sb42,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_84RM_BESC-360-Corv-RM_1_Rg70to1050-CE102040-root-S1_Run722,nmdc:procsm-11-j1t2bd76,nmdc:bsm-11-r3b0ak56
nmdc:dgms-12-f5trx844,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_84RZM_BESC-360-Corv-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run403,nmdc:procsm-11-pj58xe31,nmdc:bsm-11-k7v09098
nmdc:dgms-12-777x6d26,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_85LM_GW-11047-Clat-LM_1_Rg70to1050-CE102040-leaf-S1_Run17,nmdc:procsm-11-h85dn860,nmdc:bsm-11-qg6kxr61
nmdc:dgms-12-0a07nf21,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_85RM_GW-11047-Clat-RM_1_Rg70to1050-CE102040-root-S1_Run795,nmdc:procsm-11-8hwgt629,nmdc:bsm-11-bgar5122
nmdc:dgms-12-scdw9087,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_85RZM_GW-11047-Clat-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run348,nmdc:procsm-11-afe7p502,nmdc:bsm-11-wdfz5578
nmdc:dgms-12-sb3a4m88,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_86LM_GW-11047-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run160,nmdc:procsm-11-hnyma249,nmdc:bsm-11-8cgpqn03
nmdc:dgms-12-nh3y8e36,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_86RM_GW-11047-Clat-RM_2_Rg70to1050-CE102040-root-S1_Run835,nmdc:procsm-11-xj0hy522,nmdc:bsm-11-5g2kjf44
nmdc:dgms-12-bsmnka97,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_86RZM_GW-11047-Clat-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run534,nmdc:procsm-11-8vak1j76,nmdc:bsm-11-kff3y587
nmdc:dgms-12-xmvpds72,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_87RM_GW-4579-Clat-RM_1_Rg70to1050-CE102040-root-S1_Run777,nmdc:procsm-11-p6svcv36,nmdc:bsm-11-h2k7nv93
nmdc:dgms-12-61mfp146,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_87RZM_GW-4579-Clat-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run385,nmdc:procsm-11-6737rz34,nmdc:bsm-11-wj8zqj74
nmdc:dgms-12-ne4b0n89,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_88RM_GW-4579-Clat-RM_2_Rg70to1050-CE102040-root-S1_Run838,nmdc:procsm-11-bphxcy81,nmdc:bsm-11-rk62cv25
nmdc:dgms-12-20rn3432,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_88RZM_GW-4579-Clat-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run500,nmdc:procsm-11-4pdf0a05,nmdc:bsm-11-6y2dt532
nmdc:dgms-12-6qy4s329,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_89LM_GW-4579-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run266,nmdc:procsm-11-ek3bs185,nmdc:bsm-11-7cfwd964
nmdc:dgms-12-7wk99n23,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_89RM_GW-4579-Clat-RM_3_Rg70to1050-CE205060-root-S1_Run962,nmdc:procsm-11-d2b9n849,nmdc:bsm-11-pgmhxj86
nmdc:dgms-12-3pvef962,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_8LM_BESC-133-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run214,nmdc:procsm-11-6azevt85,nmdc:bsm-11-n8t7zs15
nmdc:dgms-12-2wydv311,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_8RM_BESC-133-Clat-RM_2_Rg70to1050-CE102040-root-S1_Run874,nmdc:procsm-11-b6qy8c96,nmdc:bsm-11-m9k8tx16
nmdc:dgms-12-z2bq3j72,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_8RZM_BESC-133-Clat-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run528,nmdc:procsm-11-6vg0vq82,nmdc:bsm-11-1fa0hs25
nmdc:dgms-12-x9rfv264,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_90LM_GW-4579-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run29,nmdc:procsm-11-axn7bc96,nmdc:bsm-11-can3rz84
nmdc:dgms-12-8a7a6d49,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_90RM_GW-4579-Corv-RM_1_Rg70to1050-CE102040-root-S1_Run734,nmdc:procsm-11-6j1kyp48,nmdc:bsm-11-h3e54f51
nmdc:dgms-12-3gexqv96,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_90RZM_GW-4579-Corv-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run436,nmdc:procsm-11-q8df7f72,nmdc:bsm-11-kgjz0433
nmdc:dgms-12-9agyyp14,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_91LM_GW-4579-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run144,nmdc:procsm-11-7jwz4r21,nmdc:bsm-11-j6h8pw46
nmdc:dgms-12-cb5xsw44,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_91RM_GW-4579-Corv-RM_2_Rg70to1050-CE102040-root-S1_Run929,nmdc:procsm-11-wttxb492,nmdc:bsm-11-y80cxc26
nmdc:dgms-12-1yn28y98,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_91RZM_GW-4579-Corv-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run573,nmdc:procsm-11-4mjag197,nmdc:bsm-11-6pr72x09
nmdc:dgms-12-hd59kx68,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_92LM_GW-4579-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run309,nmdc:procsm-11-g15h4w37,nmdc:bsm-11-674m9194
nmdc:dgms-12-9kphrt33,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_92RM_GW-4579-Corv-RM_3_Rg70to1050-CE205060-root-S1_Run978,nmdc:procsm-11-dsfb0b79,nmdc:bsm-11-qam3hk28
nmdc:dgms-12-5gypda13,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_92RZM_GW-4579-Corv-RZM_3_Rg70to1050-CE205060-rhizo-S1_Run594,nmdc:procsm-11-d78fty25,nmdc:bsm-11-011z7z70
nmdc:dgms-12-7nqwpa49,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_93LM_GW-7986-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run65,nmdc:procsm-11-ka5j8e68,nmdc:bsm-11-gd31q856
nmdc:dgms-12-b0k97903,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_93RM_GW-7986-Corv-RM_1_Rg70to1050-CE102040-root-S1_Run725,nmdc:procsm-11-haqzr823,nmdc:bsm-11-6k8cmy53
nmdc:dgms-12-jw51t806,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_93RZM_GW-7986-Corv-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run427,nmdc:procsm-11-r4m5ny80,nmdc:bsm-11-kgm2s608
nmdc:dgms-12-03bj2e10,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_94LM_GW-7986-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run202,nmdc:procsm-11-6wbdh560,nmdc:bsm-11-vpe6j733
nmdc:dgms-12-52h6dv67,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_94RM_GW-7986-Corv-RM_2_Rg70to1050-CE102040-root-S1_Run807,nmdc:procsm-11-xk1py718,nmdc:bsm-11-fy3j8w19
nmdc:dgms-12-g7gnz859,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_94RZM_GW-7986-Corv-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run521,nmdc:procsm-11-x602p056,nmdc:bsm-11-thpb7b07
nmdc:dgms-12-0mwwqf87,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_95LM_GW-7986-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run248,nmdc:procsm-11-8kkkye68,nmdc:bsm-11-cxprmv88
nmdc:dgms-12-qpjt3677,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_95RM_GW-7986-Corv-RM_3_Rg70to1050-CE205060-root-S1_Run959,nmdc:procsm-11-54cndw44,nmdc:bsm-11-e0rz6p82
nmdc:dgms-12-6qjgec18,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_95RZM_GW-7986-Corv-RZM_3_Rg70to1050-CE205060-rhizo-S1_Run607,nmdc:procsm-11-64nbm792,nmdc:bsm-11-jqwsb466
nmdc:dgms-12-k5v4h658,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_96RM_GW-9591-Clat-RM_1_Rg70to1050-CE102040-root-S1_Run789,nmdc:procsm-11-vzh45r02,nmdc:bsm-11-jxazjs92
nmdc:dgms-12-nh628y30,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_96RZM_GW-9591-Clat-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run433,nmdc:procsm-11-dxq25p26,nmdc:bsm-11-ahpvvb55
nmdc:dgms-12-rr216g05,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_97RM_GW-9591-Clat-RM_2_Rg70to1050-CE102040-root-S1_Run844,nmdc:procsm-11-x2vyts83,nmdc:bsm-11-3xthwx28
nmdc:dgms-12-a4nd1958,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_97RZM_GW-9591-Clat-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run567,nmdc:procsm-11-vtarem84,nmdc:bsm-11-57ejpn32
nmdc:dgms-12-mcthev40,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_98LM_GW-9591-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run275,nmdc:procsm-11-07bnyn41,nmdc:bsm-11-9c0hk014
nmdc:dgms-12-frkgg631,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_98RM_GW-9591-Clat-RM_3_Rg70to1050-CE205060-root-S1_Run1002,nmdc:procsm-11-xsp14076,nmdc:bsm-11-j1bay453
nmdc:dgms-12-5qa0qv02,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_98RZM_GW-9591-Clat-RZM_3_Rg70to1050-CE205060-rhizo-S1_Run646,nmdc:procsm-11-gzv59p33,nmdc:bsm-11-xhbae603
nmdc:dgms-12-gwe6cb35,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_99LM_GW-9591-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run50,nmdc:procsm-11-9t8dfc26,nmdc:bsm-11-q94v7385
nmdc:dgms-12-hvb3qc03,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_99RM_GW-9591-Corv-RM_1_Rg70to1050-CE102040-root-S1_Run768,nmdc:procsm-11-mbtjqr11,nmdc:bsm-11-cv5vxb38
nmdc:dgms-12-58m2r182,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_99RZM_GW-9591-Corv-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run360,nmdc:procsm-11-v41tpt48,nmdc:bsm-11-yms2f086
nmdc:dgms-12-nvn7w542,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_9LM_BESC-133-Clat-LM_3_Rg70to1050-CE205060-leaf-S1_Run284,nmdc:procsm-11-tv23xe56,nmdc:bsm-11-6xa4vj59
nmdc:dgms-12-6c4fa430,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_9RM_BESC-133-Clat-RM_3_Rg70to1050-CE205060-root-S1_Run941,nmdc:procsm-11-bsxf8604,nmdc:bsm-11-fgjpsy56
nmdc:dgms-12-vaj81824,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_NEG_MSMS_9RZM_BESC-133-Clat-RZM_3_Rg70to1050-CE205060-rhizo-S1_Run582,nmdc:procsm-11-m61f6b35,nmdc:bsm-11-zpf4n944
nmdc:dgms-12-pnkv4y07,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_100LM_GW-9591-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run168,nmdc:procsm-11-nj8xyt48,nmdc:bsm-11-s6r1q327
nmdc:dgms-12-bv6a8524,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_100RM_GW-9591-Corv-RM_2_Rg70to1050-CE102040-root-S1_Run822,nmdc:procsm-11-p8pw0p67,nmdc:bsm-11-5ak8ja54
nmdc:dgms-12-x4xk1532,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_100RZM_GW-9591-Corv-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run508,nmdc:procsm-11-q1tza296,nmdc:bsm-11-4f4btc22
nmdc:dgms-12-bbdkbp57,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_101LM_GW-9591-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run298,nmdc:procsm-11-fmph3690,nmdc:bsm-11-tpatza67
nmdc:dgms-12-q3at8k50,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_101RM_GW-9591-Corv-RM_3_Rg70to1050-CE205060-root-S1_Run995,nmdc:procsm-11-098rcv97,nmdc:bsm-11-3636w778
nmdc:dgms-12-kjkf1522,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_101RZM_GW-9591-Corv-RZM_3_Rg70to1050-CE205060-rhizo-S1_Run663,nmdc:procsm-11-jnbawt13,nmdc:bsm-11-0xqxvc88
nmdc:dgms-12-qar8xq16,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_102LM_SKWA-24-3-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run146,nmdc:procsm-11-2pc0t873,nmdc:bsm-11-sv771k17
nmdc:dgms-12-86jshw94,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_102RM_SKWA-24-3-Clat-RM_2_Rg70to1050-CE102040-root-S1_Run901,nmdc:procsm-11-16y9jp13,nmdc:bsm-11-x0sc5x81
nmdc:dgms-12-gb1v6726,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_102RZM_SKWA-24-3-Clat-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run454,nmdc:procsm-11-fk6fqb58,nmdc:bsm-11-aan31e03
nmdc:dgms-12-7s6c5r40,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_103LM_SKWA-24-3-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run86,nmdc:procsm-11-ykh0zt31,nmdc:bsm-11-f8tzvk82
nmdc:dgms-12-vd893y77,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_103RM_SKWA-24-3-Corv-RM_1_Rg70to1050-CE102040-root-S1_Run752,nmdc:procsm-11-n0a94z90,nmdc:bsm-11-899bm454
nmdc:dgms-12-yne6xx14,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_103RZM_SKWA-24-3-Corv-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run368,nmdc:procsm-11-symhh767,nmdc:bsm-11-zqaeph53
nmdc:dgms-12-v150qp81,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_104LM_SKWA-24-3-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run119,nmdc:procsm-11-8a49sy17,nmdc:bsm-11-fzvzb345
nmdc:dgms-12-hc7n2w79,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_104RM_SKWA-24-3-Corv-RM_2_Rg70to1050-CE102040-root-S1_Run931,nmdc:procsm-11-tk588q86,nmdc:bsm-11-n6vwc542
nmdc:dgms-12-ms8cjb84,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_104RZM_SKWA-24-3-Corv-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run460,nmdc:procsm-11-ef6xyd88,nmdc:bsm-11-4pc4k424
nmdc:dgms-12-j1mk8y48,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run216,nmdc:procsm-11-1g2c9g75,nmdc:bsm-11-7z1qvf63
nmdc:dgms-12-7vvch058,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_105RM_SKWA-24-3-Corv-RM_3_Rg70to1050-CE205060-root-S1_Run937,nmdc:procsm-11-w9yk0m41,nmdc:bsm-11-q3sa0t28
nmdc:dgms-12-57z7a455,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_105RZM_SKWA-24-3-Corv-RZM_3_Rg70to1050-CE205060-rhizo-S1_Run584,nmdc:procsm-11-efnxzt84,nmdc:bsm-11-7yjtg159
nmdc:dgms-12-8ngfnr91,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_106LM_SKWD-24-1-Clat-LM_2_Rg70to1050-CE102040-leaf-S1_Run180,nmdc:procsm-11-9twyp141,nmdc:bsm-11-5j742c82
nmdc:dgms-12-prc5zy62,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_106RM_SKWD-24-1-Clat-RM_2_Rg70to1050-CE102040-root-S1_Run934,nmdc:procsm-11-yy0nd326,nmdc:bsm-11-krcjqt76
nmdc:dgms-12-amhbpr48,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_106RZM_SKWD-24-1-Clat-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run542,nmdc:procsm-11-b30v4978,nmdc:bsm-11-af8ap759
nmdc:dgms-12-xs0s3722,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg70to1050-CE102040-leaf-S1_Run89,nmdc:procsm-11-pjgvfb64,nmdc:bsm-11-8bewbp90
nmdc:dgms-12-st9cqb58,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_107RM_SKWD-24-1-Corv-RM_1_Rg70to1050-CE102040-root-S1_Run764,nmdc:procsm-11-5hrp0r04,nmdc:bsm-11-43rwvm93
nmdc:dgms-12-zjsc9d15,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_107RZM_SKWD-24-1-Corv-RZM_1_Rg70to1050-CE102040-rhizo-S1_Run390,nmdc:procsm-11-24asyz54,nmdc:bsm-11-hx8qxc63
nmdc:dgms-12-99q9c853,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_108LM_SKWD-24-1-Corv-LM_2_Rg70to1050-CE102040-leaf-S1_Run192,nmdc:procsm-11-eygsz173,nmdc:bsm-11-m4e83773
nmdc:dgms-12-s20b2566,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_108RM_SKWD-24-1-Corv-RM_2_Rg70to1050-CE102040-root-S1_Run895,nmdc:procsm-11-b1zxqj98,nmdc:bsm-11-pvr0ez88
nmdc:dgms-12-sjz55c78,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_108RZM_SKWD-24-1-Corv-RZM_2_Rg70to1050-CE102040-rhizo-S1_Run530,nmdc:procsm-11-a3qqqp02,nmdc:bsm-11-wm40z541
nmdc:dgms-12-fhgn2k05,20220119_JGI_MD_507130_BioS_final1_QE-139_HILICZ_USHXG01825_POS_MSMS_109LM_SKWD-24-1-Corv-LM_3_Rg70to1050-CE205060-leaf-S1_Run280,nmdc:procsm-11-phj9cv48,nmdc:bsm-11-sdjt4464
