mg_feature,n_metabolites,n_relationships,mean_importance,max_importance,mean_abs_corr,max_abs_corr
Mycobacterium chimaera,1,1,0.0197649020701646,0.0197649020701646,0.4538285863341735,0.4538285863341735
Bosea sp. AS-1,1,1,0.0067833117209374,0.0067833117209374,0.4511849436944994,0.4511849436944994
Bordetella sp. H567,1,1,0.0079042625247544,0.0079042625247544,0.4510396750408953,0.4510396750408953
Thauera aromatica,1,1,0.0159650985151529,0.0159650985151529,0.4509485759004532,0.4509485759004532
Idiomarina sp. OT37-5b,1,1,0.0094970166683197,0.0094970166683197,0.4501303036475582,0.4501303036475582
Mycobacterium canettii,1,1,0.0253313854336738,0.0253313854336738,0.4472169480948151,0.4472169480948151
Rhodococcus erythropolis,1,1,0.0052759691661782,0.0052759691661782,0.4411606481376806,0.4411606481376806
Polynucleobacter difficilis,1,1,0.005428081084365,0.005428081084365,0.4404892488021867,0.4404892488021867
Ahniella affigens,1,1,0.0089705223217606,0.0089705223217606,0.4377653766962927,0.4377653766962927
Agrobacterium fabrum,1,1,0.0491775646805763,0.0491775646805763,0.4337144585978474,0.4337144585978474
Acinetobacter calcoaceticus,1,1,0.0155841377129681,0.0155841377129681,0.4323854716456909,0.4323854716456909
Pseudomonas sp. URMO17WK12:I11,1,1,0.0063886607944601,0.0063886607944601,0.4321571907790991,0.4321571907790991
Clavibacter michiganensis,1,1,0.0117680383846163,0.0117680383846163,0.4314323592632303,0.4314323592632303
Pseudonocardia sp. HH130629-09,1,1,0.0117091225794473,0.0117091225794473,0.4282625345986575,0.4282625345986575
Pseudonocardia dioxanivorans,1,1,0.0131373947624615,0.0131373947624615,0.4273277413078079,0.4273277413078079
Sphingomonas sp. Cra20,1,1,0.0102994032204151,0.0102994032204151,0.4270243536953818,0.4270243536953818
Pseudonocardia sp. HH130630-07,1,1,0.0088165829307278,0.0088165829307278,0.4261839967402971,0.4261839967402971
Nocardia cyriacigeorgica,1,1,0.0103380551612908,0.0103380551612908,0.4249661229606958,0.4249661229606958
Rhodococcus sp. 008,1,1,0.0083178029397582,0.0083178029397582,0.4242851666320218,0.4242851666320218
Streptomyces sp. RTd22,1,1,0.0327139310538768,0.0327139310538768,0.4212673190065433,0.4212673190065433
Azoarcus sp. SY39,1,1,0.01062364410609,0.01062364410609,0.4204797870355559,0.4204797870355559
Rhodococcus sp. MTM3W5.2,1,1,0.0066426641847027,0.0066426641847027,0.4179548979440571,0.4179548979440571
Saccharopolyspora erythraea,1,1,0.0064580281462298,0.0064580281462298,0.4135762278976624,0.4135762278976624
Oxalobacter formigenes,1,1,0.0133425287097138,0.0133425287097138,0.4127537851152015,0.4127537851152015
Azoarcus sp. CIB,1,1,0.0144037557765841,0.0144037557765841,0.4112322468153538,0.4112322468153538
Paraburkholderia sprentiae,1,1,0.0054468701471919,0.0054468701471919,0.4061322178678583,0.4061322178678583
Brucella suis,1,1,0.0171640403568744,0.0171640403568744,0.4059937873976853,0.4059937873976853
Bdellovibrio bacteriovorus,1,1,0.0095086263628773,0.0095086263628773,0.4047716602132193,0.4047716602132193
Streptomyces olivaceus,1,1,0.0354012288153171,0.0354012288153171,0.4038011643339772,0.4038011643339772
Burkholderia cenocepacia,1,1,0.0054776239611078,0.0054776239611078,0.4030177929315009,0.4030177929315009
Flavobacterium commune,1,1,0.0123491520062088,0.0123491520062088,0.4021687125117043,0.4021687125117043
Streptomyces lincolnensis,1,1,0.0184123795479536,0.0184123795479536,0.4014602744130252,0.4014602744130252
Bacillus simplex,1,1,0.0054650027304887,0.0054650027304887,0.4014334618161926,0.4014334618161926
Pseudomonas protegens,1,1,0.0064480218684879,0.0064480218684879,0.4009356601538967,0.4009356601538967
Hoyosella subflava,1,1,0.0053007707267691,0.0053007707267691,0.3950647871851137,0.3950647871851137
Rubrobacter radiotolerans,1,1,0.0100627560385257,0.0100627560385257,0.3930286434291243,0.3930286434291243
Pseudoalteromonas rubra,1,1,0.0089161731302738,0.0089161731302738,0.3903421572133377,0.3903421572133377
Paraburkholderia caffeinilytica,1,1,0.008623051457107,0.008623051457107,0.389801315651568,0.389801315651568
Arthrobacter alpinus,1,1,0.0196942389011383,0.0196942389011383,0.3879201141322109,0.3879201141322109
Salinibacter ruber,1,1,0.0056702488927882,0.0056702488927882,0.3858621555009834,0.3858621555009834
Paracoccus denitrificans,1,1,0.0122102135792374,0.0122102135792374,0.383770057646181,0.383770057646181
Pseudomonas chlororaphis,1,1,0.006046535810287,0.006046535810287,0.3804642172147842,0.3804642172147842
Aeromonas media,1,1,0.0095539204776287,0.0095539204776287,0.3747377600476509,0.3747377600476509
Chloracidobacterium thermophilum,1,1,0.0087554352357983,0.0087554352357983,0.3707824227267484,0.3707824227267484
Dickeya chrysanthemi,1,1,0.0119676683098077,0.0119676683098077,0.3699586294883682,0.3699586294883682
Niabella ginsenosidivorans,1,1,0.0170121099799871,0.0170121099799871,0.365325787944104,0.365325787944104
Pseudarthrobacter phenanthrenivorans,1,1,0.008723095447734,0.008723095447734,0.363463975811757,0.363463975811757
Marinobacter sp. LQ44,1,1,0.0109873423352837,0.0109873423352837,0.3622081072760493,0.3622081072760493
Sphingomonas koreensis,1,1,0.0094084972515702,0.0094084972515702,0.3615346832694425,0.3615346832694425
Frankia casuarinae,1,1,0.0067824900752265,0.0067824900752265,0.3607859343650333,0.3607859343650333
Bradyrhizobium oligotrophicum,1,1,0.0116154868155717,0.0116154868155717,0.3597600028740386,0.3597600028740386
Cupriavidus taiwanensis,1,1,0.0059742847002041,0.0059742847002041,0.3596051481810271,0.3596051481810271
Aromatoleum aromaticum,1,1,0.0149150136858224,0.0149150136858224,0.3570015839226389,0.3570015839226389
Sphingomonas sp. LM7,1,1,0.0083422336407699,0.0083422336407699,0.3564073638033865,0.3564073638033865
Streptomyces malaysiensis,1,1,0.0057683335617184,0.0057683335617184,0.355015737836365,0.355015737836365
Cellvibrio japonicus,1,1,0.0061611263675717,0.0061611263675717,0.3535959443865833,0.3535959443865833
Novosphingobium resinovorum,1,1,0.0122614131754691,0.0122614131754691,0.3513352260934054,0.3513352260934054
Mucilaginibacter sp. BJC16-A31,1,1,0.0096409693360328,0.0096409693360328,0.3493393322551322,0.3493393322551322
Sphingopyxis sp. LPB0140,1,1,0.0083814086392521,0.0083814086392521,0.3490152908648464,0.3490152908648464
Caulobacter vibrioides,1,1,0.0111594460904598,0.0111594460904598,0.3487039539653904,0.3487039539653904
Paraburkholderia caledonica,1,1,0.0225253012031316,0.0225253012031316,0.3482320874246473,0.3482320874246473
Prevotella denticola,1,1,0.0070307319163059,0.0070307319163059,0.3472135339375183,0.3472135339375183
Streptomyces xinghaiensis,1,1,0.0051604468158279,0.0051604468158279,0.3431218974816471,0.3431218974816471
Rhizobium sp. NXC24,1,1,0.0055997827045943,0.0055997827045943,0.3411698024971329,0.3411698024971329
Luteibacter rhizovicinus,1,1,0.0101376861148696,0.0101376861148696,0.3403041631706286,0.3403041631706286
Gemmata sp. SH-PL17,1,1,0.010895962788307,0.010895962788307,0.3378731160576586,0.3378731160576586
Conexibacter woesei,1,1,0.0281574092805385,0.0281574092805385,0.3368823737480049,0.3368823737480049
Hippea maritima,1,1,0.0101386196911335,0.0101386196911335,0.3364370959174844,0.3364370959174844
Pseudomonas frederiksbergensis,1,1,0.0093673234805464,0.0093673234805464,0.3346795658322143,0.3346795658322143
Streptomyces albulus,1,1,0.0152834942459092,0.0152834942459092,0.3343631947829465,0.3343631947829465
Streptomyces sp. CdTB01,1,1,0.0069624430196324,0.0069624430196324,0.333012202355385,0.333012202355385
Streptomyces clavuligerus,1,1,0.0051522357068826,0.0051522357068826,0.3318743270695297,0.3318743270695297
Streptomyces puniciscabiei,1,1,0.0064188396711432,0.0064188396711432,0.3307657599174115,0.3307657599174115
Streptomyces olivoreticuli,1,1,0.0081871165797713,0.0081871165797713,0.3307009178631743,0.3307009178631743
Streptomyces virus phiBT1,1,1,0.0123974195792462,0.0123974195792462,0.3305984774342363,0.3305984774342363
Enterobacter asburiae,1,1,0.02648183144629,0.02648183144629,0.3304697728152948,0.3304697728152948
Mesorhizobium sp. WSM1497,1,1,0.0187189662876785,0.0187189662876785,0.329092176716226,0.329092176716226
Maribacter sp. T28,1,1,0.0101838227885189,0.0101838227885189,0.3283573814068057,0.3283573814068057
Streptomyces collinus,1,1,0.0079081168460074,0.0079081168460074,0.3275443744700698,0.3275443744700698
Nitrosomonas communis,1,1,0.0104834344238042,0.0104834344238042,0.3237232907018655,0.3237232907018655
Streptomyces sp. P3,1,1,0.0073106031479706,0.0073106031479706,0.3229592645769371,0.3229592645769371
Streptomyces coelicolor,1,1,0.008745504136699,0.008745504136699,0.3214656311384412,0.3214656311384412
Streptomyces sp. Go-475,1,1,0.0079672962317563,0.0079672962317563,0.321324413840953,0.321324413840953
Sphingomonas indica,1,1,0.0080713145944004,0.0080713145944004,0.3205204289630086,0.3205204289630086
Burkholderia sp. CCGE1003,1,1,0.0225724130868911,0.0225724130868911,0.3193072626650674,0.3193072626650674
Streptomyces alboflavus,1,1,0.0120129128918051,0.0120129128918051,0.3193065616864128,0.3193065616864128
Streptomyces ambofaciens,1,1,0.0098969450739338,0.0098969450739338,0.3192812989253833,0.3192812989253833
Salinibacterium sp. CGMCC 1.16371,1,1,0.0170689355581998,0.0170689355581998,0.3175059314570821,0.3175059314570821
Streptomyces qaidamensis,1,1,0.0062475319992004,0.0062475319992004,0.3150903097401415,0.3150903097401415
Streptomyces lydicus,1,1,0.0051131877002256,0.0051131877002256,0.3146859661492127,0.3146859661492127
Streptomyces pactum,1,1,0.0070729546480546,0.0070729546480546,0.3142114334031161,0.3142114334031161
Acinetobacter sp. WCHAc010034,1,1,0.0195680295229513,0.0195680295229513,0.3141775413651008,0.3141775413651008
Streptomyces sp. NEAU-S7GS2,1,1,0.0133060283246399,0.0133060283246399,0.3132169541918457,0.3132169541918457
Laribacter hongkongensis,1,1,0.008051679469645,0.008051679469645,0.3130037987217904,0.3130037987217904
Ochrobactrum sp. A44,1,1,0.0102145774289965,0.0102145774289965,0.312980617114507,0.312980617114507
Streptomyces hygroscopicus,1,1,0.0070871111784969,0.0070871111784969,0.3105271458589676,0.3105271458589676
Clostridium estertheticum,1,1,0.0171172898547366,0.0171172898547366,0.3070230313401696,0.3070230313401696
Wolbachia endosymbiont of Brugia malayi,1,1,0.0371717690786316,0.0371717690786316,0.3058525180179468,0.3058525180179468
Micromonospora viridifaciens,1,1,0.0154163697734475,0.0154163697734475,0.3056648024496484,0.3056648024496484
Arthrobacter sp. FB24,1,1,0.0094003565609455,0.0094003565609455,0.3048196341412243,0.3048196341412243
Xanthomonas axonopodis,1,1,0.012382224202156,0.012382224202156,0.3041847476760439,0.3041847476760439
Streptomyces fungicidicus,1,1,0.0086321940274326,0.0086321940274326,0.3028664453696244,0.3028664453696244
Cupriavidus oxalaticus,1,1,0.0141883561304224,0.0141883561304224,0.3028244433542782,0.3028244433542782
Mycobacterium sp. YC-RL4,1,1,0.0118474336341023,0.0118474336341023,0.3018277162901949,0.3018277162901949
Streptomyces violaceusniger,1,1,0.0075731608104838,0.0075731608104838,0.3017220128667522,0.3017220128667522
