feature_id	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104
HILICZ_negative|IK:CDAISMWEOUEBRE-UHFFFAOYSA-N	5994031.282897471	21750847.684888866	6406342.924318786	770740.000150741	753229.6405756177	704686.1504120828	2129795.2712230724	2765393.704892638	2838836.2882802193	840063.6632274092	29677792.27505115	361074.47891762835	0.0	18955338.285617813	2514021.3856325466	7197877.346384055	0.0	0.0	10258302.604474777	140432.67925715438	19086762.33989087	692631.4538143859	270264.1069265611	345869.96173644054	343602.76487463724	0.0	21875808.946722534	997355.3707759075	295887.1236494331	0.0	658066.5568687316	236474.91041779539	2477565.4490171038	459181.47564873105	44310602.51253557	323337.13698986155	5556162.838355182	506867.1418628094	835238.2766498339	35578169.1570434	559535.757990182	37027512.507295154	374965.2461539658	257044.33930113874	13451638.318705106	931267.7436142877	410762.8149754414	21573949.828600414	0.0	23855080.4226513	1229227.5131609237	8206883.964341636	539587.740377605	13864563.870704759	947880.1256081163	397050.28105871327	9479016.55456424	2875035.153986095	1611673.8569309404	2868070.254751622	4240141.535186405	10529520.714699803	0.0	12103185.348218327	0.0	0.0	376993.6781545876	915179.3441807919	2440948.2263894035	1062056.7934615833	2365716.3436610685	2909875.6586071826	21486894.700448032	4318358.072245362	218335.69357983768	14065265.05579298	411360.677406445	374800.1170502911	3062152.15943229	461002.30099195265	1435071.7678212512	322409.32451453846	4335126.318431617	6048751.285042272	9590427.237364063	0.0	443195.36462450045	421578.05720371014	226217.6278790087	874779.2820508776	445784.06863313925	1244257.054895579	439956.978632897	1412223.923968612	578569.3956630232	306186.9478298729	0.0	0.0	782754.1749885397	283534.587736875	42498458.9317846	273874.8397061827	0.0	30747493.2713715	0.0
HILICZ_negative|IK:PFTAWBLQPZVEMU-UHFFFAOYSA-N	8050149.456074756	2745283.156539208	6217365.116630898	2326239.952078164	0.0	356483.4353625697	1371281.5995306217	7607210.170963275	3208084.830209012	0.0	11504071.821865687	0.0	0.0	24486322.37158659	15570603.5280319	4903450.681759986	580759.4316972016	88771.25081246975	9761386.723997733	1796717.7877351292	25549064.64330694	0.0	796836.1382023722	223287.02658330702	858519.2854928444	0.0	16572601.916707218	2942936.8370579793	987901.4657805202	632954.1807893141	2686136.3476960314	997569.8236225748	326958.44334670994	423985.7810797059	27667292.356397193	553294.3502393396	994552.4579932805	0.0	2609776.9241136573	6960460.260179892	0.0	4454606.782542037	1643841.6214749732	1325068.0237131359	4178652.6680849907	0.0	961885.9660225027	40457046.09756375	0.0	9846659.318458756	12698397.301894644	7809083.890723057	855374.4079985938	6043325.28912136	1790066.6967928475	1577639.1860438676	26651699.18388749	0.0	0.0	14246376.762638446	13122896.25997326	55695083.86051404	0.0	17449194.70307236	0.0	114368.97468153246	0.0	393362.78685160825	3595406.8063111315	4916165.596184378	649174.8190953383	5969043.1161608435	38949790.98206807	21301971.081818372	0.0	5509193.281588752	2827126.268389291	0.0	1584168.7747847736	136569.94127681706	1480366.15093249	0.0	6444799.758827491	5284116.400395051	10597659.22915452	0.0	761737.5123933201	2867740.6452144696	0.0	268667.7751105815	463594.5989868637	1271475.0426234812	1001037.5499147186	3124214.990817888	1145334.8135562888	207283.4617686661	0.0	0.0	1976716.4328449084	0.0	5299988.439220765	506851.94815351145	0.0	21962234.64572672	0.0
HILICZ_negative|IK:JVQYSWDUAOAHFM-UHFFFAOYSA-N	4604812.917752702	0.0	1810870.629846921	93155.92078255123	0.0	0.0	0.0	0.0	0.0	692480.4396031725	44704095.53200278	0.0	0.0	0.0	1319067.4702639738	8253274.485503898	0.0	139806.11358779678	9386049.558122016	138400.95904792854	15440056.78570038	0.0	0.0	0.0	0.0	0.0	31685574.951333355	0.0	0.0	119108.55255753547	145182.00670224027	0.0	1598440.8222908536	0.0	15808673.927556917	0.0	6786572.416414045	0.0	92517.90793091794	15620839.975862514	0.0	13815667.107240323	0.0	84613.76155469938	12330703.114779444	0.0	81811.12405111644	11655777.019202847	103749.31582793611	10698674.526283015	101216.2085492667	5420962.248450518	0.0	5718749.18397293	310261.5507017969	136027.7174400761	4332963.625254297	648188.2838946732	106812.0430741905	3066907.2962845354	1695944.0625048093	0.0	0.0	28819439.27782806	0.0	157267.08699420097	0.0	856947.3449829465	0.0	2274078.6257889066	886932.665668204	1081964.6281420805	8385787.0198577605	13132077.767302731	0.0	0.0	0.0	0.0	0.0	0.0	2995612.1995705683	0.0	3712980.654542907	0.0	2714356.6911021397	410650.94911913556	0.0	0.0	0.0	104725.79747109463	83757.55166517555	0.0	101801.78471145403	2782137.18651609	0.0	158316.68823310733	0.0	79698.58500165495	782742.5508275403	77829.2908856459	52525159.366892844	0.0	0.0	6573761.825387982	0.0
HILICZ_negative|IK:LCTONWCANYUPML-UHFFFAOYSA-N	2980235.2868130207	51460335.81054763	4041739.176870946	0.0	0.0	0.0	0.0	0.0	3192578.1627895837	0.0	50905924.621480696	0.0	0.0	5663852.210390387	0.0	0.0	0.0	0.0	5699578.14635158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17600031.120809074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17142468.939428307	0.0	4272976.342754482	0.0	0.0	24141284.79955415	0.0	12689545.487938153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9656809.013279684	0.0	5270905.458646905	0.0	7080176.4046357805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4558786.197416428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9715563.52187164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28222365.76274868	0.0	0.0	16727122.237971805	0.0
HILICZ_positive|IK:LOIYMIARKYCTBW-OWOJBTEDSA-N	959398.1725917113	79115947.90394747	930700.7946840975	169445.83685975967	4562154.315599851	250734.21941945548	327053.13926950673	370844.86354606505	1193318.56316832	276887.0654787008	14940152.537717294	567380.837731031	0.0	0.0	281369.7128910398	2409526.248320895	330381.70835302107	237841.34449502447	6294988.1183396	158772.77820216244	14303308.68946977	0.0	306899.3342508194	0.0	263965.0256100156	0.0	6287181.2684028875	229561.49935566407	197908.96902299256	0.0	946707.035049379	199943.53308598555	198594.21537875533	0.0	929396.7035444113	0.0	2563837.653680919	0.0	184867.8952963841	5667904.168569988	782330.1451656887	0.0	570846.5598769697	249478.07538139872	11912293.852822706	426491.91844340676	0.0	6680755.4999354975	0.0	1659220.3410260635	0.0	6837567.844428615	304616.0908486936	5040128.436645453	293324.26597118145	170425.30733004547	7779197.587684446	1159430.1162382788	0.0	914494.6916160473	629007.6544953735	995034.2956472327	179988.27698449785	2431880.276004353	0.0	351594.19691805344	0.0	454538.7370150706	0.0	1198260.8553674074	821123.3445696168	0.0	2962979.45721757	1152420.0471684553	229246.36142739144	0.0	178263.75814662906	271918.54512577335	486938.34564155305	0.0	2049359.6896076463	580609.4468591592	0.0	0.0	24900118.426273357	122010.24986825866	789928.3088508073	163121.3343399686	112200.02224105281	5401834.364554806	0.0	222770.85097286146	0.0	0.0	786600.1871408363	245609.8375493527	137748.1889541769	0.0	247983.66118728108	287822.3316666319	5331538.893928811	118972.95423180048	0.0	3860745.480708672	0.0
C18_negative|IK:OKUXNMMTKMWVBG-BFMVXSJESA-N	18854332.2232655	26467735.619222984	16262205.987384632	5851503.77815519	24381564.3274576	5338336.04243693	0.0	7348512.186462959	20024886.92138638	6896992.051161702	18981543.2735245	1051464.8122286673	15544961.839597601	26293172.693482097	14726883.322110241	17349098.00439538	2678920.7025602437	520041.7795431407	28528648.759884816	2854765.287538353	0.0	12162863.56407644	6535349.567382438	945279.2092235025	625776.4358103785	851616.904652068	0.0	5977548.888890514	2480268.918746984	1851383.6603838613	688410.9363478422	995430.278553437	7386844.707754356	6749923.602116683	0.0	3704908.179140264	12500685.159083517	5144944.241547371	3990487.2154092826	31289504.768922314	4381197.892225707	0.0	982864.6494915306	6868960.469152011	29597823.12015036	3337522.187538975	437749.3370376006	0.0	336116.1950522958	32537153.57931138	0.0	0.0	2543815.634462796	0.0	4763119.106691165	8631953.852137577	0.0	0.0	15252779.388997732	16787877.299947806	0.0	0.0	6278595.317814855	10505109.912302379	3663335.5492568817	168253.83836947178	7343881.797782356	5854911.308693733	11472918.827345792	18578866.254648127	5875322.441988547	8791035.06307252	0.0	18081116.089175984	8735680.275106268	4932914.643562988	1508355.8768824455	5839248.148237993	8951167.463919777	3443884.4791810527	11501304.574354818	9638637.524669448	20244709.899535682	17044991.602406513	0.0	6558161.608787694	3313371.3564807875	3562056.4266527942	7621707.493738724	2000737.0627924763	4396003.674995286	9748445.697654082	10544797.514598878	0.0	3258185.027574848	10696842.959484667	4224965.220392928	478464.7008352213	9605676.724645322	1641753.78585108	0.0	411687.0396571382	1694894.5136074757	27362770.705741722	617432.8930403411
C18_positive|IK:OKVJCVWFVRATSG-UHFFFAOYSA-N	21261159.57265299	0.0	0.0	3409220.3378433585	0.0	1488366.1984447513	3730519.312241432	1433358.67469856	10564538.605383405	2285904.485945761	8882243.02191866	387255.34181055403	0.0	3691545.4432932134	11993529.571893232	6370823.735095357	2066508.9447366896	300546.8960020994	0.0	1564398.0777929418	0.0	9142200.409960197	3264591.3290074216	417822.7953576296	379892.5824412255	473571.9933369156	15633446.036602711	3180089.1039429554	958968.5043108152	849471.8417241129	1401511.112007293	637862.0100163227	0.0	4302606.828906174	0.0	3367048.576211256	7588551.153995752	1899958.8618662357	2504723.532186685	0.0	4215675.608190754	34446820.06817598	467799.41408356983	3150970.3042489863	41550231.58791451	1618454.5953699064	0.0	0.0	0.0	0.0	27294234.301139157	24955008.230483767	1487466.2225409	0.0	3169488.5108349305	3831916.9140192247	24939900.803265948	5034575.464163248	12080891.429043487	6415372.565948008	6679456.80805181	0.0	2722793.9008879117	4937038.560647843	1411354.5572349732	0.0	5348882.0369477095	4227100.884311195	2579800.2551881014	13601461.115341015	1614209.9768072083	3417733.189992608	0.0	6914809.386580705	3406978.599837477	4107620.097293201	579594.8518267574	3273846.619000239	4537654.733653017	934660.1198273287	3921920.647329214	6028615.175166381	19533239.909765117	15700108.761774687	0.0	0.0	1110534.6175966256	3093228.880113185	2903322.9399239407	950782.3488000798	3203114.324748187	7278389.811632549	5170787.402556206	4897699.68006611	2056085.3117164532	4961362.741884402	2669817.8319916683	739301.1574651903	10526604.831784055	844568.4595961866	40287448.98648997	339265.6549875883	345224.9960910976	18140269.70146973	0.0
C18_positive|IK:CZMRCDWAGMRECN-UGDNZRGBSA-N	10688168.415383618	11238271.308387877	8363750.057062686	6153766.087043748	24549732.026751	9374673.65048851	8596464.038245007	12894674.922502458	7912055.009813876	8833639.30180819	4758144.54520918	4260742.619233111	25669319.496705342	21165871.623843998	10404496.256839259	11277176.657351026	5846824.188874039	4935854.621595779	15752876.130281094	6548346.5000898065	22192466.395540223	9357444.030591566	7339652.900895585	5505810.755090738	6069962.286153037	5896035.861634256	14292277.741820535	12982977.723395582	7268569.417513783	4846333.677339289	6858565.658648554	3884071.130923893	3092545.1841709404	6083128.249717902	9228093.431092007	5417050.189348281	8002513.595816078	5899717.030736155	5719816.168138307	10628009.41590911	7491512.181789816	13661522.3596755	7200465.024612799	5547644.846636764	18591543.907127906	4517471.567007247	3364601.4457072527	18178701.708956677	4695362.940949959	23594034.119401608	19293702.697516732	19250125.787007995	4948745.313491825	19661012.131885678	11696086.725647232	5700417.788810296	12852802.333085751	9325141.216363873	6246178.682578756	9816705.709844017	12168734.471101146	13754465.147442581	6516475.507887708	6727829.350786942	8028262.520713332	2803409.9862482524	4192354.796793694	4739979.04608583	10568889.861259865	10772434.922541214	7081594.560364929	12818937.479915928	62106478.87313223	4233119.200427678	6530964.101922789	7500141.648110743	5151568.839730315	3656378.2297349796	7091586.734464947	5454676.213481181	5835126.09473575	9238211.401685627	15422925.377208987	11296439.099158922	34933239.18888094	6024430.3762772335	3626097.592272235	8531472.06486053	7910015.980052032	4360503.946641596	3856190.1180399926	5907969.117732732	4777267.2368088495	11225487.562370537	3891449.4118278334	7296854.965834358	5012544.271250116	5981299.490593512	7410178.216123757	4101728.027054242	15517560.684740042	4632923.321669096	5510889.449053678	12409134.466848908	3932615.5031248443
C18_negative|IK:YGSDEFSMJLZEOE-UHFFFAOYSA-N	0.0	37137726.10477826	0.0	0.0	1059353.2831961955	0.0	0.0	0.0	3424074.014167309	393207.08935321827	63702878.91560473	0.0	3659968.3311338057	0.0	0.0	5670177.637111698	0.0	0.0	0.0	0.0	6029385.595536681	0.0	188733.43143080157	0.0	0.0	0.0	1113889.5608229032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4872901.1108174315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14333198.763324304	0.0	0.0	5774166.415425424	0.0	9494795.691594277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	482160.33899477153	0.0	11802291.10185183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	428690.06625059317	0.0	0.0	2127232.0065576113	215619.72530895457	0.0	0.0	4425690.4943681555	605566.9600288861	922817.4646494986	233273.08759437507	373716.01913709956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13589341.181314811	0.0
C18_negative|IK:FJKROLUGYXJWQN-UHFFFAOYSA-N	2009691.6367808478	0.0	4858518.0905301515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2740952.291734812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23906277.617864467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13815680.234978775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2423936.1031222944	0.0	12119422.19504212	0.0	0.0	0.0	0.0	0.0	0.0	2432704.8728623977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1382538.980609776	0.0	0.0	0.0	7409835.075415861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2884864.4322682624	0.0	0.0	0.0	0.0	0.0	0.0	71122052.79359977	0.0	0.0	0.0	0.0
C18_positive|IK:WQZGKKKJIJFFOK-PHYPRBDBSA-N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9046958.342738599	20346331.756071866	0.0	13792542.0238776	0.0	21208180.57658964	0.0	11049293.941179292	8552273.216210244	0.0	0.0	16957683.079390984	3214823.420931678	0.0	4510907.700089682	0.0	749427.5867114883	2797603.853163172	0.0	0.0	7702528.126429942	0.0	2306920.05171069	0.0	901921.5283624347	9981797.736246454	3542472.2632470136	0.0	0.0	16963739.665388387	0.0	3508669.360026596	0.0	0.0	19263166.830158394	0.0	0.0	14461651.793572856	5181660.881738303	690990.1299717402	13810295.88111913	0.0	0.0	9414882.415353158	12159919.451943228	0.0	0.0	3100592.3942233007	0.0	12118572.290903809	5214417.290352065	6725330.891340953	9412661.061980907	0.0	0.0	0.0	21032744.04016092	3975787.4354761946	0.0	2495839.33659956	0.0	7605162.2635408705	0.0	10596598.878142899	14944830.43313	33043099.44420039	0.0	0.0	0.0	2802094.302146313	0.0	8793618.793223804	0.0	0.0	0.0	8665464.234549774	0.0	24088245.246057235	0.0	0.0	0.0	0.0	3410982.481611874	0.0	3613803.0189008405	0.0	9359174.043313367	0.0	0.0	0.0	0.0	8945250.97349095	0.0	39617017.62069383	0.0	0.0	0.0	0.0
HILICZ_negative|IK:KCOOTJRKKIDHTM-UHFFFAOYSA-N	2564221.2324239747	26226396.975104377	961050.4637688071	0.0	0.0	0.0	0.0	218559.62950380883	2544094.8094310267	0.0	28626833.219929226	0.0	0.0	5007619.987660041	592902.02434881	1524037.9798652688	0.0	0.0	2376627.0681771734	0.0	4431212.481310361	0.0	169528.29339220753	0.0	0.0	0.0	15774589.150935562	0.0	0.0	0.0	0.0	0.0	1409231.2600239124	0.0	7130076.318669805	0.0	1051454.8809592465	0.0	0.0	60660483.550660245	0.0	9648415.500310007	0.0	118351.86288311245	6490066.968956952	226246.82475095626	0.0	9611724.555117534	0.0	6002228.415199811	252748.2223192269	3441092.3826402077	0.0	4431078.19705726	0.0	0.0	2585448.052792357	0.0	321100.2488014401	1380191.2238951505	599663.0625916454	0.0	0.0	2450128.991677932	0.0	0.0	0.0	441052.87360544223	301757.6076776961	1127698.3969799543	605966.1126091252	721671.2434875662	10164214.242442507	778437.4313179106	0.0	0.0	0.0	328508.5590020884	529869.299906829	0.0	1725870.511300477	0.0	475931.0552965465	4420729.658214368	2731826.0939310067	0.0	90146.4403081015	0.0	0.0	0.0	205123.72491937317	239079.2405619788	0.0	2051082.955134707	0.0	751666.5871215708	0.0	0.0	361628.877381117	0.0	20533523.30106431	0.0	0.0	7258391.877155672	0.0
HILICZ_positive|IK:XEAQIWGXBXCYFX-UHFFFAOYSA-N	0.0	32324381.20293885	0.0	438412.1756218558	159264.21276718934	284353.8924783544	2866890.045965432	0.0	6375092.329276906	777814.3742437108	11666436.367974995	0.0	0.0	4801121.628909229	3712170.3639523955	0.0	468800.5113469768	219395.54032599926	16047465.262364717	626303.9599423432	22400086.518666737	2763820.616388729	802629.8206734929	0.0	0.0	0.0	0.0	325272.331394007	152692.48587931303	730822.5036150009	185034.38532514867	580234.4508722047	939938.7305168143	1216089.3820767105	0.0	1102324.8430750323	0.0	278458.3071596125	1522864.23678373	0.0	611664.7698164467	0.0	0.0	976763.3346948166	25778385.399815835	269824.2434606304	0.0	0.0	0.0	17800495.30745745	13194213.730365729	4823264.829235199	203012.59228705845	19172244.562546227	2348243.7141624773	6271807.366508971	0.0	784105.4154025996	5847762.2319573	5978848.911357048	0.0	0.0	877249.117654022	1347841.9966765412	0.0	0.0	474529.7092424599	408309.63094379817	0.0	0.0	265950.829735996	790105.0803197898	25890661.182412654	5459739.095611938	728990.6103433355	267822.31186159304	142960.93081631555	1240425.8460472033	1232980.5553150633	229872.6660055175	1735380.8189055023	2738863.9620004874	6478258.641069767	0.0	30862464.703854006	4499792.683060642	0.0	208603.84328173398	890664.4177185411	225695.43557844788	204709.27296719197	1471430.0931447425	2343027.5555222607	0.0	0.0	2716110.0224978453	0.0	0.0	0.0	0.0	36393205.89010645	0.0	130333.39771699352	0.0	0.0
HILICZ_negative|IK:KDYFGRWQOYBRFD-UHFFFAOYSA-N	1223569.5264822815	56681659.04416887	2895204.8777886233	1028539.4979344918	1076242.7213592536	1374000.1067580725	1279044.035975642	1574048.926033199	2917420.368112549	1205423.77213431	18790933.271196306	962069.8930883699	0.0	6990079.934455896	0.0	7192216.12771411	1052138.2703795435	1716847.1940851226	5183227.934368909	931964.5291204691	7648382.046009729	1093351.3860758233	953950.4020686528	1202870.49390632	1191991.7743135693	963894.1745783521	3968901.7283516205	1492872.5992599875	1022225.1072163179	1805246.356865649	1169338.3042407676	1051046.5020697045	908432.6347853994	1346108.6948856558	5526181.208139777	1240009.9178231074	3059306.3580810004	1030924.3266757572	1040027.391557172	42496026.81375735	1035717.9762971419	1484955.2732476136	1379895.9537470127	1695131.3294391625	4636959.891162605	932648.1659257418	917783.1667138643	0.0	700459.2484475522	15251745.818293927	2775675.109756304	3657487.2314033834	1237637.1828412125	8969309.24313232	2447221.3560624784	982645.6930289262	3191639.5847226395	1324763.0047197724	974635.7634162604	1139795.548532792	1967331.7087193115	4655998.467802378	984050.8708279767	3373884.468280158	1205988.4144265326	974016.5918343667	1004335.0736761682	1084070.5311447983	1450378.8738221368	1162368.5981172912	1404674.6632531814	2247178.9516520044	7432052.5417544795	3890534.6988142002	951906.9004082442	2514399.737752518	1385233.6634718787	0.0	1402181.0096234954	915455.8137774486	1328126.5667886722	0.0	1366948.5170365428	4895281.809492149	2483938.697552959	688529.8228608294	1530680.4143981931	986067.6290600603	757939.3710875653	1029450.2466744126	1015672.1563597627	1141415.6045622148	898308.9009374671	1359582.6868981738	1264559.5787551918	1038308.006432548	938241.3866692951	715739.3368579443	1743475.1920485494	883071.3812323192	21458488.405228477	1035530.3866791046	1005312.4480466543	7165261.974750224	736891.588558881
HILICZ_positive|IK:NTYJJOPFIAHURM-UHFFFAOYSA-N	0.0	64958729.812306136	0.0	208412.94528079795	0.0	0.0	10079995.193764957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3373308.4881285136	6712401.368245318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10702818.943008427	0.0	7187796.220178117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5363040.100727635	0.0	0.0	0.0	0.0	0.0	1742695.7721670908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	627089.4849539546	0.0	3495484.072151339	0.0	0.0	0.0	23030850.707373884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4660184.817257863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5351294.783602423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C18_positive|IK:ZEYHEAKUIGZSGI-UHFFFAOYSA-N	963472.7025329152	433437.47352203826	153702.2559450828	951434.1291260944	252876.96263670168	3231666.464839085	3469662.3326271246	1532619.1804913573	2464091.564133261	707725.1854894841	0.0	408869.27475225937	406867.05838225014	1042869.3950577026	15696139.764166262	3777552.912583975	1437660.0977772626	124541.97654908159	1542858.8585628865	114383.2782425099	200351.04339462516	2956990.1876843404	91073.0411815941	2451478.322139005	1111858.2239847938	599536.2043598592	2088363.2192379106	840710.7118646913	3089188.3906545513	39463.644741907774	71079.96450367558	0.0	54448.332094177575	1655675.3110053798	1823417.0632797051	353071.396956749	988487.5753750689	564510.8883153499	587010.229324088	604770.3579211233	1323269.538556911	3358615.214400866	2681812.4381846897	534248.1040126166	683430.503593638	0.0	818127.9850711595	2297420.6267506843	23862.01527688978	8250431.045946916	1904298.4496602218	189660.97763420644	181352.78461857134	717989.3676519996	0.0	86707.11337617021	2760953.1060669282	153353.31264258907	1804502.064057873	360811.25552336144	755575.0098310714	3453155.768650415	673722.6832163021	8452250.239736171	1253048.1602663393	0.0	513598.6939671402	152105.67668262872	3949351.169264619	1593643.395713775	3178028.0006917887	3681621.8636237527	503048.93710732384	242273.66516265282	1187260.1146433626	678182.231764324	3002653.3180287504	45845.57481095936	901766.2941804624	2220102.3939406737	0.0	5083492.101139898	156195.08704505832	64185289.03959057	158224.81192870426	0.0	704112.803475604	3718321.8493209467	1765788.5852127373	83916.90474345538	1549318.6509635532	13718852.497240225	465307.3615397328	356053.76867236214	549985.4499490557	0.0	1044927.3930403447	307794.35007971484	0.0	633615.0065465984	0.0	1182187.5040184064	417824.3410245146	1762164.1512370557	168477.1421481482
HILICZ_negative|IK:BJEPYKJPYRNKOW-UWTATZPHSA-N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63384760.46093753	0.0	0.0	2208117.52721143	0.0	0.0	0.0	0.0	0.0	2541253.2708570976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1529113.2119798649	0.0	0.0	0.0	0.0	0.0	2061339.6540441506	0.0	2395629.010223395	0.0	0.0	0.0	0.0	0.0	1235251.0771803826	0.0	0.0	0.0	0.0	1878262.4476113343	19774687.632637743	0.0	0.0	3560993.9455025136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2525184.6268658633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1434692.1293377872	2146760.911977051	0.0	1593097.4535651212	0.0	0.0	0.0	2811811.1518249437	0.0	0.0	1519920.353099349	0.0	0.0	1843165.583602428	0.0	4388101.220779079	1382811.6550312017
HILICZ_negative|IK:BJRNKVDFDLYUGJ-UHFFFAOYSA-N	2236822.7241368596	0.0	12298517.621575762	10221888.541128082	1425905.0615157166	1113266.7718205974	0.0	41232501.254064284	0.0	380462.2556772269	0.0	361791.9569315929	0.0	7787842.33173657	11199536.538399866	0.0	2736093.0252122064	5376075.594223741	9593879.639601571	10730729.134259045	0.0	7367106.74105708	11572039.741855497	0.0	17128712.33587761	926061.7987622854	0.0	7220792.975971295	950397.9742895766	1973951.2664808678	0.0	570040.5621348809	2881129.0364450295	0.0	8661690.580188245	24226470.665489536	0.0	126087.72595380056	3523174.054789244	0.0	2936927.91201929	0.0	1168757.7593737124	1267931.0111947383	0.0	2347961.29748982	0.0	0.0	3735228.7983943243	0.0	0.0	10309739.44397684	181960.60616826624	0.0	2200387.1483717747	0.0	23782734.169125784	0.0	0.0	11992560.782890148	0.0	3224537.530659029	6675562.317032932	0.0	8421768.346554099	0.0	2614629.024495322	0.0	5433165.436641136	7199964.402996872	732919.902082916	16836906.017511014	0.0	0.0	5619835.50773855	2463739.579973905	2223209.6846884973	0.0	0.0	644882.7400244261	3318347.804727763	2385016.47856162	13676941.650758222	5008161.3688092865	0.0	1808991.2412174074	248869.47634111898	7978365.651790649	839459.7058717669	1757372.6443335498	1013051.147499812	0.0	6615386.178805295	0.0	909831.1014815116	0.0	0.0	6435111.11898495	6071760.973685133	0.0	0.0	254049.22781467196	0.0	0.0	72111.89406136361
HILICZ_negative|IK:GHOKWGTUZJEAQD-UHFFFAOYSA-N	1640980.7217818515	0.0	1926450.7287658823	0.0	0.0	0.0	0.0	731025.992296768	2036587.9524326331	0.0	31508153.450213205	0.0	0.0	4904763.769181665	3867681.5992182363	0.0	0.0	0.0	5423921.725322405	0.0	0.0	0.0	0.0	0.0	334555.3746080529	0.0	8160434.8962239865	837688.0547819348	0.0	0.0	0.0	0.0	251261.92442316518	0.0	11354684.625278063	0.0	0.0	0.0	0.0	28072590.026368856	0.0	3233447.891972275	0.0	0.0	3841232.22155512	0.0	0.0	8564643.386574935	0.0	4437008.057286461	0.0	2663527.8110889643	0.0	8012852.242969502	0.0	0.0	14953483.523082078	709790.4552320668	0.0	635795.344606321	2201639.9175735386	2971600.361125025	0.0	7957360.3725285875	0.0	0.0	0.0	0.0	0.0	0.0	428440.4757042506	1697484.3822817618	0.0	5626654.446767067	0.0	40489839.68398115	0.0	0.0	636524.412713923	0.0	0.0	0.0	0.0	0.0	5336685.390752139	0.0	0.0	318383.2276539358	185901.9799686712	0.0	0.0	0.0	0.0	731934.9853231743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13062444.276662657	0.0
