,count,mean,std,min,25%,50%,75%,max
Sodalis glossinidius,105.0,0.001685714285714286,0.000625027471923707,0.001,0.001,0.002,0.002,0.003
Sodalis praecaptivus,105.0,0.0026761904761904765,0.0007138093649734571,0.001,0.002,0.003,0.003,0.004
Solibacillus silvestris,105.0,0.0005142857142857143,0.0012566307648314537,0.0,0.0,0.0,0.001,0.012
Solibacillus sp. R5-41,105.0,0.00013333333333333334,0.000393863180721688,0.0,0.0,0.0,0.0,0.002
Solimonas sp. K1W22B-7,105.0,0.028485714285714277,0.01043580586040407,0.008,0.021,0.0279999999999999,0.0349999999999999,0.058
Solitalea canadensis,105.0,0.0017047619047619053,0.0008195192014905576,0.0,0.001,0.002,0.002,0.005
Sorangium cellulosum,105.0,0.2251809523809524,0.12230925345146,0.048,0.123,0.22,0.298,0.5559999999999999
Sphaerobacter thermophilus,105.0,0.02139047619047618,0.011266436913798465,0.004,0.012,0.022,0.0279999999999999,0.048
Sphaerochaeta coccoides,105.0,0.0004,0.0004922475924854206,0.0,0.0,0.0,0.001,0.001
Sphaerochaeta globosa,105.0,0.0006095238095238096,0.0004901969403138298,0.0,0.0,0.001,0.001,0.001
Sphaerospermopsis kisseleviana,105.0,0.0006380952380952382,0.0005023753102820166,0.0,0.0,0.001,0.001,0.002
Sphingobacteriaceae bacterium GW460-11-11-14-LB5,105.0,0.022514285714285705,0.06340636862664174,0.001,0.003,0.006,0.0139999999999999,0.527
Sphingobacterium mizutaii,105.0,0.0009714285714285718,0.00046939287417862506,0.0,0.001,0.001,0.001,0.002
Sphingobacterium sp. 21,105.0,0.001180952380952381,0.0005331501516918891,0.0,0.001,0.001,0.001,0.003
Sphingobacterium sp. B29,105.0,0.0008857142857142858,0.0010030174255933717,0.0,0.0,0.001,0.001,0.009
Sphingobacterium sp. G1-14,105.0,0.0007142857142857144,0.0006462061726588646,0.0,0.0,0.001,0.001,0.005
Sphingobacterium sp. ML3W,105.0,0.0010476190476190479,0.0015955524265242882,0.0,0.001,0.001,0.001,0.015
Sphingobium baderi,105.0,0.01972380952380952,0.03736938669915606,0.004,0.009,0.011,0.016,0.3
Sphingobium chlorophenolicum,105.0,0.01870476190476189,0.030103962111299152,0.004,0.009,0.012,0.016,0.2239999999999999
Sphingobium cloacae,105.0,0.022523809523809512,0.029783221669931772,0.005,0.012,0.0139999999999999,0.022,0.215
Sphingobium herbicidovorans,105.0,0.011580952380952364,0.014647644174183086,0.003,0.006,0.008,0.01,0.11
Sphingobium hydrophobicum,105.0,0.028123809523809513,0.0696732339123822,0.004,0.009,0.012,0.02,0.519
Sphingobium indicum,105.0,0.005152380952380947,0.007629372582809547,0.001,0.003,0.003,0.005,0.059
Sphingobium japonicum,105.0,0.17624761904761904,0.1626963772557987,0.047,0.105,0.133,0.181,1.206
Sphingobium sp. EP60837,105.0,0.015457142857142843,0.020399391285897843,0.004,0.008,0.01,0.015,0.167
Sphingobium sp. MI1205,105.0,0.012971428571428556,0.016368624503356057,0.003,0.0069999999999999,0.009,0.012,0.12
Sphingobium sp. RAC03,105.0,0.03439999999999999,0.07906054155373102,0.005,0.011,0.0139999999999999,0.027,0.5559999999999999
Sphingobium sp. SCG-1,105.0,0.014799999999999989,0.011933630564984761,0.004,0.009,0.011,0.015,0.075
Sphingobium sp. SYK-6,105.0,0.024866666666666662,0.016034258196044985,0.008,0.016,0.02,0.026,0.1139999999999999
Sphingobium sp. TKS,105.0,0.0257047619047619,0.03644329731807921,0.006,0.0139999999999999,0.017,0.024,0.272
Sphingobium sp. YBL2,105.0,0.02286666666666666,0.032018944712666905,0.006,0.012,0.015,0.02,0.238
Sphingobium sp. YG1,105.0,0.11175238095238095,0.36459990666673514,0.0069999999999999,0.013,0.02,0.052,2.639
Sphingobium yanoikuyae,105.0,0.11238095238095237,0.28486820100072957,0.019,0.034,0.046,0.083,2.024
Sphingomonas hengshuiensis,105.0,0.04144761904761903,0.027446795018299625,0.009,0.025,0.033,0.046,0.16
Sphingomonas indica,105.0,0.03478095238095237,0.028572102098288435,0.01,0.02,0.023,0.038,0.157
Sphingomonas koreensis,105.0,0.03839047619047619,0.024470349105560084,0.01,0.023,0.031,0.044,0.121
Sphingomonas melonis,105.0,0.02447619047619046,0.014568865141177993,0.0069999999999999,0.015,0.02,0.0279999999999999,0.0809999999999999
Sphingomonas panacis,105.0,0.04901904761904762,0.026873271304824628,0.012,0.032,0.042,0.054,0.157
Sphingomonas sanxanigenens,105.0,0.04703809523809524,0.02789262509694157,0.013,0.031,0.038,0.052,0.169
Sphingomonas sp. Cra20,105.0,0.04535238095238095,0.03293699724543492,0.01,0.024,0.033,0.0559999999999999,0.174
Sphingomonas sp. FARSPH,105.0,0.03261904761904761,0.01764303139419518,0.008,0.021,0.027,0.039,0.094
Sphingomonas sp. JJ-A5,105.0,0.01521904761904761,0.007141402782341415,0.004,0.011,0.0139999999999999,0.016,0.041
Sphingomonas sp. KC8,105.0,0.01969523809523809,0.011189043240808784,0.005,0.013,0.016,0.021,0.066
Sphingomonas sp. LK11,105.0,0.07937142857142855,0.062255252658040695,0.018,0.042,0.0569999999999999,0.088,0.378
Sphingomonas sp. LM7,105.0,0.03987619047619047,0.02907209051455445,0.009,0.022,0.03,0.045,0.159
Sphingomonas sp. MM-1,105.0,0.03420952380952381,0.019359302692313087,0.01,0.023,0.027,0.036,0.108
Sphingomonas sp. NIC1,105.0,0.021085714285714277,0.011639715075248493,0.005,0.013,0.018,0.024,0.062
Sphingomonas sp. YZ-8,105.0,0.009828571428571412,0.004403794567575404,0.003,0.0069999999999999,0.009,0.011,0.027
Sphingomonas taxi,105.0,0.043104761904761896,0.02444771650872208,0.011,0.026,0.036,0.053,0.133
Sphingomonas wittichii,105.0,0.05769523809523809,0.029740584744627683,0.017,0.039,0.049,0.063,0.175
Sphingopyxis alaskensis,105.0,0.014276190476190467,0.009017605897199993,0.004,0.009,0.012,0.016,0.059
Sphingopyxis fribergensis,105.0,0.027933333333333327,0.03834591209449809,0.006,0.0139999999999999,0.017,0.024,0.266
Sphingopyxis granuli,105.0,0.013628571428571414,0.006953495444817586,0.004,0.009,0.012,0.015,0.043
Sphingopyxis macrogoltabida,105.0,0.04049523809523809,0.027292617982469115,0.011,0.026,0.032,0.044,0.183
Sphingopyxis sp. 113P3,105.0,0.01459047619047618,0.007431346339991733,0.004,0.01,0.013,0.016,0.048
Sphingopyxis sp. EG6,105.0,0.015676190476190465,0.013035819910255,0.004,0.009,0.012,0.016,0.094
Sphingopyxis sp. FD7,105.0,0.015123809523809517,0.00982901438647456,0.004,0.01,0.012,0.016,0.065
Sphingopyxis sp. LPB0140,105.0,0.0016380952380952384,0.0007981205028041424,0.0,0.001,0.002,0.002,0.005
Sphingopyxis sp. MG,105.0,0.006742857142857127,0.002811475698702658,0.002,0.005,0.006,0.008,0.022
Sphingopyxis sp. QXT-31,105.0,0.023209523809523798,0.01795437338949828,0.0069999999999999,0.0139999999999999,0.017,0.024,0.132
Sphingopyxis sp. WS5A3p,105.0,0.018838095238095223,0.01226010086663537,0.006,0.012,0.015,0.02,0.082
Sphingopyxis terrae,105.0,0.04779047619047618,0.02871099201126744,0.0139999999999999,0.031,0.038,0.053,0.176
Sphingorhabdus flavimaris,105.0,0.00669523809523808,0.0031747919663033084,0.002,0.005,0.006,0.0069999999999999,0.019
Sphingorhabdus sp. Alg231-15,105.0,0.0024095238095238085,0.0011823643042587757,0.001,0.002,0.002,0.003,0.0069999999999999
Sphingorhabdus sp. M41,105.0,0.0063619047619047535,0.0028424116572558613,0.002,0.005,0.006,0.0069999999999999,0.018
Sphingorhabdus sp. YGSMI21,105.0,0.008523809523809501,0.004192702538787438,0.003,0.006,0.0069999999999999,0.01,0.027
Spiribacter curvatus,105.0,0.004952380952380943,0.0022074217138350755,0.001,0.003,0.005,0.006,0.011
Spiribacter salinus,105.0,0.0033047619047619015,0.0016356826940020636,0.001,0.002,0.003,0.004,0.008
Spirochaeta africana,105.0,0.001342857142857143,0.0007699721701835351,0.0,0.001,0.001,0.002,0.003
Spirochaeta thermophila,105.0,0.002942857142857141,0.0015431521899406631,0.001,0.002,0.003,0.004,0.0069999999999999
Spirosoma aerolatum,105.0,0.0019523809523809526,0.000824865401385541,0.001,0.001,0.002,0.002,0.005
Spirosoma montaniterrae,105.0,0.002561904761904762,0.0012397565636028459,0.001,0.001,0.003,0.003,0.006
Spirosoma pollinicola,105.0,0.009238095238095236,0.009102539596520694,0.001,0.003,0.004,0.0139999999999999,0.04
Spirosoma radiotolerans,105.0,0.00219047619047619,0.0009912621916530115,0.001,0.001,0.002,0.003,0.005
Spirosoma rigui,105.0,0.002742857142857142,0.0011604754614826154,0.001,0.002,0.003,0.003,0.0069999999999999
Spongiibacter sp. IMCC21906,105.0,0.0008761904761904765,0.0004317949588020765,0.0,0.001,0.001,0.001,0.002
Sporosarcina psychrophila,105.0,0.0010476190476190477,0.0013472261558544337,0.0,0.0,0.001,0.001,0.011
Sporosarcina ureae,105.0,0.0007714285714285716,0.0005049208402760327,0.0,0.0,0.001,0.001,0.002
Stackebrandtia nassauensis,105.0,0.030761904761904744,0.018200551454834363,0.005,0.0139999999999999,0.03,0.045,0.071
Staphylococcus aureus,105.0,0.0007809523809523811,0.0005185214256561336,0.0,0.0,0.001,0.001,0.002
Staphylococcus epidermidis,105.0,7.61904761904762e-05,0.0003004880035759169,0.0,0.0,0.0,0.0,0.002
Stappia sp. ES.058,105.0,0.0163142857142857,0.007171409964513318,0.004,0.011,0.016,0.021,0.037
Starkeya novella,105.0,0.05837142857142856,0.02386712300298384,0.017,0.041,0.0569999999999999,0.071,0.129
Stenotrophomonas acidaminiphila,105.0,0.03888571428571428,0.025119833676918408,0.013,0.027,0.033,0.04,0.168
Stenotrophomonas maltophilia,105.0,0.10447619047619046,0.07987936761118838,0.042,0.071,0.0849999999999999,0.104,0.657
Stenotrophomonas nitritireducens,105.0,0.0003523809523809504,0.0016407136837185727,0.0,0.0,0.0,0.0,0.013
Stenotrophomonas rhizophila,105.0,0.13775238095238093,0.3613929456591,0.012,0.02,0.027,0.05,2.51
Stenotrophomonas sp. ESTM1D_MKCIP4_1,105.0,0.008209523809523793,0.00677338575446243,0.004,0.005,0.006,0.008,0.054
Stenotrophomonas sp. G4,105.0,0.008533333333333327,0.023142978112106402,0.002,0.003,0.004,0.006,0.202
Stenotrophomonas sp. LM091,105.0,0.019380952380952367,0.03033796205073672,0.005,0.009,0.011,0.017,0.27
Stenotrophomonas sp. MYb57,105.0,0.013638095238095229,0.04597012487423088,0.003,0.004,0.005,0.008,0.392
Stenotrophomonas sp. Pemsol,105.0,0.0066285714285714194,0.004121372864193952,0.002,0.005,0.006,0.0069999999999999,0.031
Stenotrophomonas sp. SAU14A_NAIMI4_5,105.0,0.008523809523809513,0.00800251791877363,0.004,0.005,0.006,0.008,0.065
Stenotrophomonas sp. SAU14A_NAIMI4_8,105.0,0.001523809523809524,0.0011015307364617489,0.001,0.001,0.001,0.002,0.008
Stenotrophomonas sp. WZN-1,105.0,0.0027142857142857134,0.0018847275140448766,0.001,0.002,0.002,0.003,0.0139999999999999
Stenotrophomonas sp. YAU14A_MKIMI4_1,105.0,0.0012190476190476196,0.0008201893822225593,0.0,0.001,0.001,0.001,0.006
Stenotrophomonas sp. YAU14D1_LEIMI4_1,105.0,0.0024761904761904756,0.001990821429302475,0.001,0.002,0.002,0.002,0.016
Stenotrophomonas sp. ZAC14A_NAIMI4_1,105.0,0.00876190476190474,0.00643237575670591,0.004,0.006,0.0069999999999999,0.009,0.051
Stenotrophomonas sp. ZAC14D2_NAIMI4_6,105.0,0.002504761904761905,0.0023001831428915596,0.001,0.002,0.002,0.002,0.018
Stenotrophomonas sp. ZAC14D2_NAIMI4_7,105.0,0.004076190476190474,0.003182570435788433,0.001,0.003,0.003,0.004,0.026
Steroidobacter denitrificans,105.0,0.014866666666666651,0.005531494906210801,0.005,0.011,0.015,0.018,0.033
Stigmatella aurantiaca,105.0,0.04255238095238095,0.04640125598274853,0.0069999999999999,0.022,0.032,0.045,0.396
Streptacidiphilus sp. DSM 106435,105.0,0.0722190476190476,0.06939643375790297,0.005,0.02,0.04,0.096,0.284
Streptococcus agalactiae,105.0,0.00021904761904761904,0.0004381111639086502,0.0,0.0,0.0,0.0,0.002
Streptococcus gordonii,105.0,0.00046666666666666666,0.0005894369325346837,0.0,0.0,0.0,0.001,0.002
Streptococcus pneumoniae,105.0,0.00011428571428571428,0.00031968390982000034,0.0,0.0,0.0,0.0,0.001
Streptococcus suis,105.0,0.0004380952380952381,0.0004985326454052924,0.0,0.0,0.0,0.001,0.001
Streptococcus thermophilus,105.0,0.0002380952380952381,0.0005284922225577492,0.0,0.0,0.0,0.0,0.002
Streptomyces actuosus,105.0,0.08646666666666665,0.06300596227382993,0.009,0.045,0.068,0.106,0.3229999999999999
Streptomyces albidoflavus,105.0,0.006876190476190467,0.004313875729494741,0.001,0.003,0.006,0.01,0.018
Streptomyces albireticuli,105.0,0.07250476190476188,0.045068990663358746,0.009,0.034,0.065,0.107,0.1949999999999999
Streptomyces alboflavus,105.0,0.09428571428571425,0.06665103067552587,0.013,0.055,0.077,0.11,0.365
Streptomyces albulus,105.0,0.053552380952380935,0.03274434212794542,0.0069999999999999,0.027,0.048,0.08,0.141
Streptomyces albus,105.0,0.06396190476190476,0.04116615577088029,0.008,0.032,0.053,0.089,0.191
Streptomyces alfalfae,105.0,0.0021999999999999975,0.001508947672029434,0.0,0.001,0.002,0.003,0.0069999999999999
Streptomyces ambofaciens,105.0,0.06084761904761904,0.0418811920685676,0.0069999999999999,0.034,0.051,0.071,0.205
Streptomyces antibioticus,105.0,0.10056190476190476,0.07523308956548154,0.009,0.05,0.078,0.123,0.4
Streptomyces anulatus,105.0,0.0347142857142857,0.0237384442679746,0.004,0.019,0.03,0.043,0.124
Streptomyces atratus,105.0,0.1661238095238095,0.22070898413443818,0.013,0.066,0.099,0.169,1.393
Streptomyces autolyticus,105.0,0.011761904761904744,0.007686806641056898,0.001,0.005,0.011,0.017,0.034
Streptomyces avermitilis,105.0,0.389447619047619,0.3523016894693104,0.027,0.1619999999999999,0.2729999999999999,0.492,1.871
Streptomyces bacillaris,105.0,0.013228571428571412,0.008664979407469362,0.002,0.0069999999999999,0.011,0.018,0.039
Streptomyces bingchenggensis,105.0,1.639085714285714,0.982824648988486,0.2269999999999999,0.885,1.424,2.216,4.606
Streptomyces cattleya,105.0,0.0903904761904762,0.06706791839363792,0.009,0.034,0.0699999999999999,0.146,0.299
Streptomyces cavourensis,105.0,0.007847619047619039,0.004738916121575271,0.001,0.004,0.0069999999999999,0.01,0.022
Streptomyces chartreusis,105.0,0.08397142857142857,0.06161644029222813,0.009,0.045,0.066,0.098,0.319
Streptomyces clavuligerus,105.0,0.04797142857142856,0.029926338136927383,0.006,0.024,0.043,0.071,0.128
Streptomyces coelicolor,105.0,0.014771428571428559,0.010202994604580502,0.002,0.008,0.013,0.017,0.049
Streptomyces collinus,105.0,0.09030476190476192,0.06677648189893308,0.009,0.047,0.074,0.1139999999999999,0.331
Streptomyces cyaneogriseus,105.0,0.025199999999999986,0.01714328754038465,0.003,0.013,0.021,0.03,0.083
Streptomyces davaonensis,105.0,0.13192380952380953,0.10258398953260159,0.012,0.068,0.098,0.153,0.5519999999999999
Streptomyces dengpaensis,105.0,0.5181809523809524,0.5007446144138435,0.033,0.211,0.373,0.635,2.698
Streptomyces formicae,105.0,0.10314285714285715,0.07551266177212988,0.0139999999999999,0.061,0.0849999999999999,0.119,0.447
Streptomyces fulvissimus,105.0,0.0498952380952381,0.03531123263471766,0.005,0.024,0.043,0.064,0.178
Streptomyces fungicidicus,105.0,0.08194285714285714,0.05740842684247211,0.009,0.042,0.067,0.106,0.285
Streptomyces gilvosporeus,105.0,0.0498952380952381,0.032166012823357217,0.006,0.024,0.041,0.071,0.152
Streptomyces glaucescens,105.0,0.06608571428571428,0.04672775371268095,0.0069999999999999,0.0349999999999999,0.053,0.079,0.234
Streptomyces globisporus,105.0,0.04008571428571427,0.027242541070099238,0.005,0.021,0.034,0.051,0.1389999999999999
Streptomyces globosus,105.0,0.06388571428571428,0.03636706939339128,0.008,0.033,0.059,0.092,0.157
Streptomyces griseochromogenes,105.0,0.12769523809523808,0.09628914027448025,0.011,0.064,0.098,0.155,0.504
Streptomyces griseorubiginosus,105.0,0.15198095238095238,0.11145799320409572,0.0139999999999999,0.086,0.129,0.175,0.707
Streptomyces griseus,105.0,0.028599999999999993,0.019174101122247003,0.004,0.015,0.025,0.036,0.097
Streptomyces hundungensis,105.0,0.0778857142857143,0.05593700342035093,0.009,0.037,0.062,0.104,0.241
Streptomyces hygroscopicus,105.0,0.13755238095238095,0.09543503438227383,0.015,0.072,0.118,0.168,0.479
Streptomyces katrae,105.0,0.04694285714285714,0.02869026522500827,0.006,0.024,0.042,0.067,0.123
Streptomyces koyangensis,105.0,0.0153142857142857,0.00907798932087333,0.002,0.008,0.0139999999999999,0.022,0.039
Streptomyces lavendulae,105.0,0.04979047619047617,0.02964945687597487,0.0069999999999999,0.027,0.046,0.068,0.135
Streptomyces leeuwenhoekii,105.0,0.027619047619047613,0.018392818912439376,0.004,0.015,0.024,0.0349999999999999,0.09
Streptomyces lincolnensis,105.0,0.16540952380952378,0.1277942829495074,0.0139999999999999,0.083,0.133,0.201,0.728
Streptomyces lividans,105.0,0.017838095238095233,0.012452311964453558,0.001,0.009,0.015,0.024,0.063
Streptomyces lunaelactis,105.0,0.10179999999999999,0.06777996073267582,0.013,0.0569999999999999,0.084,0.129,0.338
Streptomyces lydicus,105.0,0.09685714285714282,0.06037119610113185,0.012,0.051,0.082,0.135,0.304
Streptomyces malaysiensis,105.0,0.0094095238095238,0.005675004639264852,0.001,0.005,0.009,0.013,0.0279999999999999
Streptomyces nigra,105.0,0.08749523809523808,0.06350774086820558,0.009,0.047,0.067,0.106,0.329
Streptomyces niveus,105.0,0.14331428571428573,0.11328031215034287,0.016,0.061,0.111,0.194,0.644
Streptomyces nodosus,105.0,0.10304761904761903,0.07918386356502345,0.01,0.052,0.078,0.129,0.419
Streptomyces noursei,105.0,0.025142857142857127,0.0156367593112589,0.003,0.013,0.022,0.0349999999999999,0.079
Streptomyces olivaceus,105.0,0.09813333333333332,0.06473705196744672,0.013,0.052,0.083,0.126,0.335
Streptomyces olivoreticuli,105.0,0.05844761904761903,0.036895116664670304,0.0069999999999999,0.029,0.052,0.0849999999999999,0.166
Streptomyces pactum,105.0,0.05330476190476189,0.03765407420226002,0.006,0.03,0.042,0.062,0.189
Streptomyces parvulus,105.0,0.07247619047619047,0.04833757402136625,0.009,0.039,0.061,0.092,0.239
Streptomyces peucetius,105.0,0.05249523809523808,0.034118324596323205,0.0069999999999999,0.029,0.045,0.067,0.164
Streptomyces phage Nanodon,105.0,0.009495238095238091,0.015565694410813876,0.0,0.0,0.001,0.018,0.072
Streptomyces phage phiHau3,105.0,0.012828571428571429,0.02075333946383325,0.0,0.0,0.001,0.024,0.097
Streptomyces phage phiSASD1,105.0,0.0011523809523809525,0.002051176737223296,0.0,0.0,0.0,0.001,0.01
Streptomyces pluripotens,105.0,0.0595047619047619,0.0414736069477936,0.006,0.031,0.049,0.08,0.214
Streptomyces pratensis,105.0,0.006190476190476181,0.0047192226341911695,0.001,0.003,0.005,0.0069999999999999,0.025
Streptomyces pristinaespiralis,105.0,0.06044761904761905,0.038772755341561126,0.008,0.033,0.052,0.08,0.187
Streptomyces puniciscabiei,105.0,0.0908285714285714,0.06723558712336924,0.009,0.045,0.072,0.1149999999999999,0.35
Streptomyces qaidamensis,105.0,0.08062857142857142,0.06274555717383458,0.009,0.041,0.061,0.093,0.349
Streptomyces reticuli,105.0,0.06204761904761905,0.04375552293763369,0.0069999999999999,0.033,0.053,0.076,0.217
Streptomyces roseochromogenus,105.0,0.09024761904761902,0.0674845824204971,0.008,0.043,0.074,0.121,0.3429999999999999
Streptomyces rubrolavendulae,105.0,0.08786666666666668,0.0529057701278463,0.011,0.042,0.079,0.125,0.2249999999999999
Streptomyces sampsonii,105.0,0.005409523809523797,0.0031061206267602184,0.001,0.003,0.005,0.0069999999999999,0.015
Streptomyces scabiei,105.0,0.2802095238095238,0.2098650983937289,0.029,0.148,0.212,0.3429999999999999,1.106
Streptomyces sp. 11-1-2,105.0,0.016942857142857135,0.010990230426845696,0.002,0.01,0.015,0.021,0.054
Streptomyces sp. 2114.2,105.0,0.009076190476190469,0.006456504231118176,0.001,0.005,0.008,0.011,0.033
Streptomyces sp. 2323.1,105.0,0.040914285714285716,0.024983500049538192,0.005,0.021,0.036,0.059,0.111
Streptomyces sp. 3211,105.0,0.013885714285714276,0.008606029064774088,0.002,0.0069999999999999,0.013,0.019,0.041
Streptomyces sp. 3214.6,105.0,0.1548857142857143,0.11616726288861663,0.013,0.077,0.128,0.179,0.59
Streptomyces sp. 4F,105.0,0.03478095238095237,0.022653315665101002,0.005,0.019,0.03,0.044,0.111
Streptomyces sp. 769,105.0,0.02939999999999999,0.018205873946445038,0.004,0.0139999999999999,0.027,0.045,0.077
Streptomyces sp. ADI95-16,105.0,0.020504761904761897,0.012751413051051824,0.003,0.011,0.018,0.027,0.059
Streptomyces sp. CB09001,105.0,0.0334095238095238,0.022352376933533365,0.004,0.018,0.0279999999999999,0.042,0.1129999999999999
Streptomyces sp. CC0208,105.0,0.019971428571428564,0.01679254478748115,0.002,0.01,0.016,0.025,0.145
Streptomyces sp. CCM_MD2014,105.0,0.0426190476190476,0.029291433820113615,0.005,0.023,0.0349999999999999,0.053,0.144
Streptomyces sp. CFMR 7,105.0,0.008142857142857136,0.005000824107908788,0.001,0.004,0.0069999999999999,0.011,0.023
Streptomyces sp. CLI2509,105.0,0.005057142857142846,0.0027239273521480313,0.001,0.003,0.005,0.0069999999999999,0.012
Streptomyces sp. CMB-StM0423,105.0,0.03223809523809523,0.01907955198712234,0.004,0.015,0.029,0.049,0.079
Streptomyces sp. CNQ-509,105.0,0.031009523809523803,0.018193667134734654,0.004,0.015,0.027,0.048,0.071
Streptomyces sp. CdTB01,105.0,0.1835428571428571,0.1438770193717423,0.016,0.0849999999999999,0.142,0.234,0.787
Streptomyces sp. ETH9427,105.0,0.035152380952380935,0.02347411870729653,0.004,0.02,0.03,0.043,0.1129999999999999
Streptomyces sp. FR-008,105.0,0.004876190476190463,0.0030181987690547714,0.001,0.002,0.005,0.0069999999999999,0.0139999999999999
Streptomyces sp. GBA 94-10,105.0,0.0043523809523809435,0.0027032066157299103,0.001,0.002,0.004,0.006,0.012
Streptomyces sp. GSSD-12,105.0,0.06659999999999999,0.04200700491035349,0.009,0.0349999999999999,0.0569999999999999,0.09,0.197
Streptomyces sp. Go-475,105.0,0.07399047619047618,0.05298684438288128,0.008,0.039,0.059,0.089,0.281
Streptomyces sp. HNM0039,105.0,0.03836190476190476,0.02318160901095945,0.005,0.021,0.034,0.051,0.108
Streptomyces sp. ICC1,105.0,5.714285714285714e-05,0.00023322865260427285,0.0,0.0,0.0,0.0,0.001
Streptomyces sp. M56,105.0,0.013761904761904748,0.008515284684617026,0.002,0.0069999999999999,0.012,0.02,0.039
Streptomyces sp. MOE7,105.0,0.013638095238095229,0.008491085607773292,0.002,0.0069999999999999,0.011,0.02,0.04
Streptomyces sp. Mg1,105.0,0.047057142857142846,0.02911542961658373,0.006,0.023,0.042,0.066,0.1399999999999999
Streptomyces sp. NEAU-S7GS2,105.0,0.05302857142857142,0.03141057426765985,0.006,0.029,0.045,0.076,0.145
Streptomyces sp. P3,105.0,0.11515238095238092,0.08183940429425238,0.012,0.061,0.091,0.1369999999999999,0.404
Streptomyces sp. PAMC 26508,105.0,0.020028571428571416,0.01329940509286697,0.002,0.01,0.018,0.025,0.063
Streptomyces sp. PVA 94-07,105.0,0.0013333333333333335,0.000862316498502576,0.0,0.001,0.001,0.002,0.003
Streptomyces sp. RTd22,105.0,0.08976190476190475,0.05652322936523936,0.013,0.052,0.074,0.117,0.32
Streptomyces sp. S8,105.0,0.014628571428571418,0.009682713723690535,0.002,0.0069999999999999,0.013,0.019,0.045
Streptomyces sp. SAT1,105.0,0.07915238095238093,0.058305030287073484,0.008,0.04,0.063,0.106,0.289
Streptomyces sp. SCSIO 03032,105.0,0.04642857142857142,0.029107181622033112,0.006,0.02,0.038,0.075,0.104
Streptomyces sp. SM17,105.0,0.005999999999999988,0.0036347680065636112,0.001,0.003,0.005,0.008,0.018
Streptomyces sp. SM18,105.0,0.04924761904761904,0.03550210745434183,0.006,0.024,0.042,0.062,0.185
Streptomyces sp. Sge12,105.0,0.010628571428571413,0.006295995587638263,0.001,0.006,0.01,0.016,0.027
Streptomyces sp. SirexAA-E,105.0,0.04792380952380951,0.03649623142770919,0.005,0.023,0.04,0.0569999999999999,0.201
Streptomyces sp. TLI_053,105.0,0.1175047619047619,0.10763981282048622,0.009,0.03,0.079,0.16,0.4599999999999999
Streptomyces sp. TN58,105.0,0.031228571428571425,0.01817820818307604,0.004,0.016,0.03,0.044,0.078
Streptomyces sp. Tu6071,105.0,0.00530476190476189,0.003125957728698786,0.001,0.003,0.005,0.0069999999999999,0.015
Streptomyces sp. Tue 6075,105.0,0.018504761904761895,0.012245190429090464,0.002,0.01,0.016,0.023,0.062
Streptomyces sp. WAC00288,105.0,0.055590476190476176,0.03554566273392773,0.0069999999999999,0.0279999999999999,0.051,0.075,0.16
Streptomyces sp. Z022,105.0,0.06902857142857143,0.04920550648181428,0.0069999999999999,0.037,0.0569999999999999,0.087,0.242
Streptomyces sp. ZFG47,105.0,0.11243809523809521,0.08195389461453825,0.011,0.062,0.0849999999999999,0.135,0.404
Streptomyces sp. fd1-xmd,105.0,0.03603809523809523,0.021503096292933024,0.004,0.019,0.033,0.051,0.091
Streptomyces spongiicola,105.0,0.03627619047619047,0.02095851912253162,0.005,0.021,0.032,0.048,0.111
Streptomyces sviceus,105.0,0.0017047619047619053,0.0014670995032311054,0.0,0.001,0.001,0.002,0.013
Streptomyces venezuelae,105.0,0.11134285714285713,0.07353006038498663,0.0139999999999999,0.058,0.097,0.1389999999999999,0.36
Streptomyces vietnamensis,105.0,0.06808571428571429,0.057850289921106225,0.008,0.033,0.0559999999999999,0.082,0.404
Streptomyces violaceoruber,105.0,0.04845714285714285,0.032166641993575544,0.006,0.024,0.04,0.065,0.152
Streptomyces violaceusniger,105.0,0.04105714285714284,0.025313734707371114,0.006,0.023,0.036,0.055,0.124
Streptomyces virus Amela,105.0,0.01855238095238095,0.028652755590525707,0.0,0.0,0.001,0.03,0.1129999999999999
Streptomyces virus Caliburn,105.0,0.016257142857142855,0.026754233515259053,0.0,0.0,0.001,0.031,0.129
Streptomyces virus Izzy,105.0,0.006847619047619045,0.010956014288245934,0.0,0.0,0.0,0.012,0.049
Streptomyces virus Lannister,105.0,0.00891428571428571,0.013745009084219433,0.0,0.0,0.001,0.016,0.06
Streptomyces virus Lika,105.0,0.009476190476190473,0.015317847331999574,0.0,0.0,0.001,0.018,0.062
Streptomyces virus R4,105.0,0.12035238095238096,0.19957440201937715,0.0,0.0,0.0069999999999999,0.221,0.972
Streptomyces virus Sujidade,105.0,0.004771428571428568,0.007852311201728511,0.0,0.0,0.0,0.008,0.0349999999999999
Streptomyces virus TG1,105.0,0.0007809523809523809,0.0019114078197705108,0.0,0.0,0.0,0.001,0.011
Streptomyces virus Zemlya,105.0,0.007733333333333331,0.01263105655689934,0.0,0.0,0.0,0.013,0.058
Streptomyces virus phiBT1,105.0,0.0028095238095238078,0.008675889710632689,0.0,0.0,0.0,0.002,0.059
Streptomyces virus phiC31,105.0,0.0036666666666666666,0.011469580726917703,0.0,0.0,0.0,0.002,0.076
