,count,mean,std,min,25%,50%,75%,max
soil_pH,100.0,5.952099999999999,0.768059729106238,4.83,5.14,6.154999999999999,6.665,7.18
soil_NH4,100.0,8.19576,5.866872529308226,0.0,3.5153749999999997,7.276999999999999,12.1955,31.937
soil_total_C,100.0,3.9766500000000002,2.5425003337206653,0.575,1.83925,3.2215,6.1107499999999995,10.626
soil_total_N,100.0,0.35044999999999993,0.15869546307314525,0.05,0.253,0.332,0.455,0.752
metabolomics_run_count,105.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
chem__LBC (mg/kg CaCO3/pH dry weight),100.0,934.23,415.1262398963778,296.0,571.75,845.0,1326.0,1791.0
chem__LBCeq (mg/kg CaCO3/pH dry weight),100.0,2709.2670000000003,1203.8660956994959,858.4,1658.075,2450.5,3845.4,5193.9
chem__pH,100.0,5.952099999999999,0.768059729106238,4.83,5.14,6.154999999999999,6.665,7.18
chem__Ca (Mehlich 1 mg/kg dry weight),100.0,2246.4533,352.0336658259529,1287.48,2042.695,2280.855,2481.135,3105.88
chem__K (Mehlich 1 mg/kg dry weight),100.0,220.474649,93.69456204764337,60.3044,153.28750000000002,205.5365,268.31825000000003,499.004
chem__Mg (Mehlich 1 mg/kg dry weight),100.0,421.43114,79.10458046297083,195.602,372.77,435.5185,469.878,584.535
chem__Mn (Mehlich 1 mg/kg dry weight),100.0,31.851088,12.635112828021136,9.5918,22.862825,29.30955,39.051875,69.8454
chem__P (Mehlich 1 mg/kg dry weight),100.0,62.017262,40.17887665727051,7.862,24.701175,51.0567,104.592,127.807
chem__Zn (Mehlich 1 mg/kg dry weight),100.0,5.284444,2.825649042999866,1.1197,2.8605,4.83165,7.5706750000000005,13.4053
chem__NH4-N (mg/kg dry weight),100.0,8.19576,5.866872529308226,0.0,3.5153749999999997,7.276999999999999,12.1955,31.937
chem__C (%),100.0,3.9766500000000002,2.5425003337206653,0.575,1.83925,3.2215,6.1107499999999995,10.626
chem__N (%),100.0,0.35044999999999993,0.15869546307314525,0.05,0.253,0.332,0.455,0.752
denit__Technical Replicate,93.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
denit__Rate (microgN/kilogram dry weight soil/day),93.0,100.14872044012901,144.3156315941097,0.79429242,13.36388139,35.36854282,116.4714185,725.6165982
moist__Replicate 1 Mass Water / Mass Dry Soil %,100.0,20.08172452689,13.489097019025829,3.505154639,7.86232387825,14.793918829999999,31.8816224825,49.7005988
moist__Replicate 2 Mass Water / Mass Dry Soil %,100.0,19.791101432220003,13.2107459810294,3.080082136,8.157672062,15.60946271,31.1768878075,49.4011976
moist__Replicate 3 Mass Water / Mass Dry Soil %,100.0,19.88397824977,13.160195894159003,2.880658436,7.86637931025,16.046511629999998,31.845213425,49.25373134
nitrif__Technical Replicate,100.0,1.53,0.5016135580465919,1.0,1.0,2.0,2.0,2.0
nitrif__Rate (mg NO3-N/kilogram dry weight soil/day),100.0,3.44333140839,3.2968495920567444,-1.150544409,0.9710626365,2.1856351405,5.3200175537500005,15.06487556
psize__Soil Sand Content %,103.0,23.50425168898058,8.748350662193614,8.073303616,16.2961678,23.13843078,29.095846424999998,50.7174666
psize__Soil Clay Content %,103.0,32.97888441645632,22.297719358140085,3.568754679,12.000205285,33.5832084,50.49069419,78.78338279
psize__Soil Silt Content %,103.0,43.516863893660194,16.206984268064332,7.418397626,32.408679205,45.9057072,57.256946615000004,68.62989768
Acaryochloris marina,105.0,0.0005142857142857143,0.000502192992979594,0.0,0.0,0.001,0.001,0.001
Acetobacter aceti,105.0,0.004961904761904746,0.0025605130552736974,0.001,0.003,0.005,0.0069999999999999,0.012
Acetobacter ascendens,105.0,0.0008095238095238097,0.0005563486402641874,0.0,0.0,0.001,0.001,0.002
Acetobacter ghanensis,105.0,0.001647619047619048,0.0007963975667021369,0.0,0.001,0.002,0.002,0.004
Acetobacter oryzifermentans,105.0,0.0005047619047619048,0.0005023753102820169,0.0,0.0,0.001,0.001,0.001
Acetobacter pasteurianus,105.0,0.0035523809523809492,0.001980583404633746,0.001,0.002,0.003,0.005,0.01
Acetobacter persici,105.0,0.0021333333333333334,0.001038366567357178,0.0,0.001,0.002,0.003,0.005
Acetobacter pomorum,105.0,0.0007142857142857144,0.0006311510503450412,0.0,0.0,0.001,0.001,0.002
Acetobacter senegalensis,105.0,0.000885714285714286,0.0005246662989698542,0.0,0.001,0.001,0.001,0.002
Acetobacter tropicalis,105.0,0.0009714285714285715,0.0007132960176470976,0.0,0.0,0.001,0.001,0.003
Acetobacterium sp. KB-1,105.0,6.666666666666667e-05,0.0002506402059138014,0.0,0.0,0.0,0.0,0.001
Acetohalobium arabaticum,105.0,7.61904761904762e-05,0.00026657507584594445,0.0,0.0,0.0,0.0,0.001
Acetomicrobium mobile,105.0,0.00037142857142857143,0.0004855041562276122,0.0,0.0,0.0,0.001,0.001
Achromobacter denitrificans,105.0,0.02805714285714285,0.00847147767900819,0.01,0.022,0.027,0.032,0.062
Achromobacter insolitus,105.0,0.017971428571428555,0.005094222109517698,0.008,0.0139999999999999,0.017,0.02,0.037
Achromobacter ruhlandii,105.0,0.000742857142857143,0.0004809560076750066,0.0,0.0,0.001,0.001,0.002
Achromobacter sp. AONIH1,105.0,0.021104761904761904,0.005948373742725837,0.009,0.017,0.02,0.024,0.043
Achromobacter sp. B7,105.0,0.016123809523809506,0.004919926590476502,0.006,0.013,0.015,0.018,0.044
Achromobacter sp. MFA1 R4,105.0,0.019142857142857128,0.006050156659492029,0.008,0.015,0.018,0.022,0.043
Achromobacter spanius,105.0,0.05970476190476189,0.017470812918387743,0.023,0.048,0.058,0.067,0.125
Achromobacter xylosoxidans,105.0,0.07359999999999998,0.019749683541768464,0.031,0.06,0.071,0.086,0.148
Acidaminococcus fermentans,105.0,0.000904761904761905,0.0006725927091345492,0.0,0.0,0.001,0.001,0.002
Acidaminococcus intestini,105.0,0.0006190476190476191,0.0005072731092084489,0.0,0.0,0.001,0.001,0.002
Acidiferrobacter sp. SPIII_3,105.0,0.007238095238095227,0.003730136648156389,0.002,0.004,0.0069999999999999,0.01,0.017
Acidihalobacter ferrooxidans,105.0,0.008266666666666657,0.003861214104264921,0.002,0.005,0.008,0.01,0.018
Acidihalobacter prosperus,105.0,0.015447619047619036,0.007184359283542159,0.004,0.009,0.016,0.02,0.033
Acidimicrobium ferrooxidans,105.0,0.015095238095238085,0.008766768338802345,0.002,0.0069999999999999,0.015,0.021,0.036
Acidiphilium cryptum,105.0,0.015057142857142838,0.007974512972141757,0.004,0.008,0.0139999999999999,0.021,0.038
Acidiphilium multivorum,105.0,0.019885714285714274,0.011718914925579384,0.004,0.009,0.019,0.027,0.048
Acidipropionibacterium acidipropionici,105.0,0.013733333333333325,0.007671458925868148,0.002,0.0069999999999999,0.0139999999999999,0.02,0.033
Acidipropionibacterium virtanenii,105.0,0.00938095238095237,0.005421433518170393,0.002,0.004,0.009,0.013,0.022
Acidisphaera sp. G45-3,105.0,0.027685714285714272,0.017314574944089903,0.005,0.012,0.026,0.039,0.076
Acidithiobacillus caldus,105.0,0.003742857142857137,0.001975954352811715,0.001,0.002,0.004,0.005,0.009
Acidithiobacillus ferrivorans,105.0,0.0031999999999999984,0.0016136437505986686,0.001,0.002,0.003,0.004,0.0069999999999999
Acidithiobacillus ferrooxidans,105.0,0.0027428571428571432,0.0013447088005370384,0.001,0.002,0.003,0.004,0.006
Acidobacteriaceae bacterium SBC82,105.0,0.02742857142857142,0.018477042482526768,0.003,0.01,0.022,0.043,0.0689999999999999
Acidobacterium capsulatum,105.0,0.029695238095238077,0.0197713486415628,0.004,0.011,0.024,0.048,0.074
Acidothermus cellulolyticus,105.0,0.013171428571428565,0.00840153047281948,0.002,0.005,0.012,0.02,0.031
Acidovorax avenae,105.0,0.03763809523809523,0.014984686933361087,0.0139999999999999,0.0279999999999999,0.0349999999999999,0.044,0.1139999999999999
Acidovorax carolinensis,105.0,0.0344095238095238,0.015026703946702068,0.013,0.026,0.032,0.041,0.108
Acidovorax cattleyae,105.0,0.011714285714285701,0.005062521197893483,0.004,0.008,0.011,0.0139999999999999,0.037
Acidovorax citrulli,105.0,0.012438095238095227,0.005406413231459844,0.004,0.009,0.011,0.0139999999999999,0.041
Acidovorax ebreus,105.0,0.0026857142857142848,0.0011377633736878185,0.001,0.002,0.002,0.003,0.008
Acidovorax sp. 1608163,105.0,0.015819047619047604,0.006033210894675715,0.006,0.012,0.0139999999999999,0.018,0.043
Acidovorax sp. JS42,105.0,0.0037428571428571402,0.001480829883159144,0.001,0.003,0.004,0.004,0.011
Acidovorax sp. KKS102,105.0,0.02596190476190476,0.01107832586762566,0.01,0.019,0.024,0.03,0.082
Acidovorax sp. RAC01,105.0,0.01902857142857142,0.008610656571563319,0.006,0.0139999999999999,0.017,0.022,0.061
Acidovorax sp. T1,105.0,0.022104761904761894,0.009563476003006086,0.009,0.016,0.02,0.025,0.0689999999999999
Acinetobacter baumannii,105.0,0.015999999999999997,0.08373952288082194,0.0,0.001,0.001,0.002,0.8200000000000001
Acinetobacter bereziniae,105.0,0.0007333333333333324,0.0038161263753733925,0.0,0.0,0.0,0.0,0.0279999999999999
Acinetobacter calcoaceticus,105.0,0.06954285714285714,0.2823589514652005,0.0,0.0,0.0,0.001,2.235
Acinetobacter defluvii,105.0,0.00010476190476190476,0.0005357203906856047,0.0,0.0,0.0,0.0,0.004
Acinetobacter equi,105.0,5.714285714285714e-05,0.0003347953286530622,0.0,0.0,0.0,0.0,0.003
Acinetobacter haemolyticus,105.0,0.00019999999999999998,0.0008704552301481735,0.0,0.0,0.0,0.0,0.008
Acinetobacter indicus,105.0,0.0003047619047619048,0.0006373594795930363,0.0,0.0,0.0,0.001,0.005
Acinetobacter junii,105.0,0.0001904761904761905,0.00087810151523743,0.0,0.0,0.0,0.0,0.008
Acinetobacter lactucae,105.0,0.004285714285714284,0.01985510701873134,0.0,0.0,0.0,0.0,0.181
Acinetobacter lwoffii,105.0,0.0005047619047619038,0.003419749792702472,0.0,0.0,0.0,0.0,0.0349999999999999
Acinetobacter nosocomialis,105.0,0.002619047619047618,0.012450966098120913,0.0,0.0,0.0,0.0,0.1149999999999999
Acinetobacter oleivorans,105.0,0.007752380952380952,0.035457933080130566,0.0,0.0,0.0,0.0,0.318
Acinetobacter pittii,105.0,0.0158,0.07082527254285176,0.0,0.0,0.0,0.001,0.631
Acinetobacter radioresistens,105.0,0.0002857142857142857,0.0009777750027710641,0.0,0.0,0.0,0.0,0.009
Acinetobacter schindleri,105.0,7.61904761904762e-05,0.00035882388264241654,0.0,0.0,0.0,0.0,0.003
Acinetobacter soli,105.0,9.523809523809524e-05,0.0004498677054212185,0.0,0.0,0.0,0.0,0.004
Acinetobacter sp. ACNIH1,105.0,7.61904761904762e-05,0.0003004880035759169,0.0,0.0,0.0,0.0,0.002
Acinetobacter sp. ACNIH2,105.0,0.0005142857142857143,0.004491689517906905,0.0,0.0,0.0,0.0,0.046
Acinetobacter sp. ADP1,105.0,0.004647619047619046,0.009581613956287635,0.001,0.001,0.002,0.004,0.074
Acinetobacter sp. LoGeW2-3,105.0,5.714285714285714e-05,0.00027134180220963686,0.0,0.0,0.0,0.0,0.002
Acinetobacter sp. TGL-Y2,105.0,0.00011428571428571428,0.0005934625533239667,0.0,0.0,0.0,0.0,0.005
Acinetobacter sp. TTH0-4,105.0,0.00014285714285714284,0.001004112423108965,0.0,0.0,0.0,0.0,0.01
Acinetobacter sp. WCHA45,105.0,0.00010476190476190477,0.0006189912625798389,0.0,0.0,0.0,0.0,0.006
Acinetobacter sp. WCHAc010034,105.0,0.001752380952380953,0.0010811403557653698,0.001,0.001,0.002,0.002,0.011
Acinetobacter venetianus,105.0,7.61904761904762e-05,0.0004317949588020759,0.0,0.0,0.0,0.0,0.004
Acinetobacter wuhouensis,105.0,0.0002952380952380952,0.001580675424789923,0.0,0.0,0.0,0.0,0.011
Actinoalloteichus hoggarensis,105.0,0.0178095238095238,0.009684538865650393,0.004,0.009,0.018,0.025,0.039
Actinoalloteichus hymeniacidonis,105.0,0.015847619047619034,0.008681081278341555,0.003,0.008,0.016,0.022,0.034
Actinoalloteichus sp. ADI127-7,105.0,0.009857142857142844,0.00602467453865379,0.001,0.004,0.009,0.015,0.023
Actinoalloteichus sp. AHMU CJ021,105.0,0.022742857142857138,0.013144923392283844,0.004,0.01,0.023,0.033,0.052
Actinoalloteichus sp. GBA129-24,105.0,0.013523809523809511,0.007392947832608973,0.002,0.0069999999999999,0.013,0.02,0.029
Actinobacillus succinogenes,105.0,0.00010476190476190476,0.0003077152006135618,0.0,0.0,0.0,0.0,0.001
Actinobacteria bacterium IMCC26077,105.0,0.0005809523809523809,0.0004957696499257953,0.0,0.0,0.001,0.001,0.001
Actinobacteria bacterium IMCC26256,105.0,0.009428571428571422,0.005693885287774039,0.001,0.005,0.009,0.012,0.025
Actinomadura amylolytica,105.0,0.10219047619047618,0.08906837209933113,0.009,0.025,0.059,0.179,0.3229999999999999
Actinomyces gaoshouyii,105.0,0.0041047619047618975,0.0022400369567856515,0.001,0.002,0.004,0.006,0.01
Actinomyces hongkongensis,105.0,0.005980952380952369,0.0033339193624048954,0.001,0.003,0.006,0.008,0.0139999999999999
Actinomyces meyeri,105.0,0.003238095238095238,0.0016671244792468324,0.001,0.002,0.003,0.005,0.0069999999999999
Actinomyces oris,105.0,0.011257142857142851,0.006286475977825751,0.002,0.005,0.012,0.016,0.027
Actinomyces pacaensis,105.0,0.0010476190476190477,0.0005945417171905214,0.0,0.001,0.001,0.001,0.002
Actinomyces radicidentis,105.0,0.009999999999999988,0.005284229075567871,0.002,0.005,0.01,0.0139999999999999,0.025
Actinomyces radingae,105.0,0.0022095238095238097,0.0013060159477118402,0.0,0.001,0.002,0.003,0.005
Actinomyces sp. 2129,105.0,0.0047333333333333255,0.0028631164659223803,0.001,0.002,0.005,0.0069999999999999,0.011
Actinomyces sp. Chiba101,105.0,0.005123809523809513,0.002758536534020127,0.001,0.003,0.005,0.0069999999999999,0.012
Actinomyces sp. VUL4_3,105.0,0.0005714285714285714,0.0004972451580988471,0.0,0.0,0.001,0.001,0.001
Actinomyces sp. Z16,105.0,0.007819047619047607,0.004351792186915083,0.002,0.004,0.008,0.011,0.019
Actinomyces sp. oral taxon 414,105.0,0.007923809523809517,0.004313875729494742,0.002,0.004,0.008,0.011,0.018
Actinomyces sp. oral taxon 897,105.0,0.005933333333333325,0.0034703875494805614,0.001,0.003,0.006,0.009,0.0139999999999999
Actinoplanes derwentensis,105.0,0.06391428571428572,0.03079058119149247,0.012,0.038,0.063,0.09,0.157
Actinoplanes friuliensis,105.0,0.08726666666666667,0.036247086531903255,0.02,0.06,0.087,0.1119999999999999,0.22
Actinoplanes missouriensis,105.0,0.09585714285714285,0.046894404408576985,0.018,0.059,0.094,0.133,0.242
Actinoplanes sp. N902-109,105.0,0.07516190476190475,0.03446545757084571,0.015,0.047,0.076,0.1,0.188
Actinoplanes sp. SE50/110,105.0,0.0014857142857142838,0.0048260397160258895,0.0,0.0,0.0,0.0,0.0279999999999999
Actinoplanes teichomyceticus,105.0,0.09295238095238094,0.04484361307588444,0.018,0.0559999999999999,0.094,0.128,0.238
Actinopolymorpha singaporensis,105.0,0.05752380952380952,0.03768367715350405,0.008,0.023,0.053,0.087,0.142
Actinopolyspora erythraea,105.0,0.017190476190476176,0.010561263799389403,0.003,0.0069999999999999,0.017,0.026,0.04
Actinosynnema mirum,105.0,0.004885714285714279,0.002893342111024641,0.001,0.002,0.005,0.0069999999999999,0.0139999999999999
Actinosynnema pretiosum,105.0,0.043942857142857145,0.02331136590206117,0.008,0.022,0.043,0.062,0.093
Actinotignum schaalii,105.0,0.0018666666666666666,0.0010925153287664868,0.0,0.001,0.002,0.003,0.004
Adlercreutzia equolifaciens,105.0,0.0044380952380952314,0.0023653094183824245,0.001,0.002,0.005,0.006,0.01
Advenella kashmirensis,105.0,0.0032095238095238097,0.0009677018582429642,0.001,0.003,0.003,0.004,0.006
Advenella mimigardefordensis,105.0,0.003114285714285715,0.0008913503769593045,0.002,0.003,0.003,0.004,0.006
Aequorivita sublithincola,105.0,0.0006380952380952382,0.0005211638145647889,0.0,0.0,0.001,0.001,0.002
Aeribacillus pallidus,105.0,0.00045714285714285713,0.0005005491489848432,0.0,0.0,0.0,0.001,0.001
Aerococcaceae bacterium ZY16052,105.0,0.0012190476190476192,0.0007963975667021364,0.0,0.001,0.001,0.002,0.003
Aerococcus urinae,105.0,4.761904761904762e-05,0.00021398024625545636,0.0,0.0,0.0,0.0,0.001
Aeromicrobium choanae,105.0,0.03330476190476189,0.018360243320787846,0.006,0.017,0.033,0.045,0.095
Aeromicrobium erythreum,105.0,0.03145714285714285,0.01753295170826622,0.006,0.016,0.03,0.042,0.092
Aeromicrobium marinum,105.0,0.02558095238095237,0.014572617203548998,0.005,0.013,0.025,0.0349999999999999,0.072
Aeromicrobium sp. 592,105.0,0.03815238095238094,0.021164548075451435,0.0069999999999999,0.019,0.037,0.051,0.1129999999999999
Aeromicrobium sp. A1-2,105.0,0.02329523809523808,0.012588856343183205,0.005,0.012,0.022,0.031,0.067
Aeromonas caviae,105.0,0.0030857142857142862,0.0011857672436207513,0.001,0.002,0.003,0.004,0.008
Aeromonas dhakensis,105.0,0.0016190476190476193,0.0006260522278064282,0.001,0.001,0.002,0.002,0.004
Aeromonas hydrophila,105.0,0.012361904761904746,0.004308140348233014,0.005,0.009,0.012,0.015,0.032
Aeromonas media,105.0,0.00616190476190475,0.0030575373748385733,0.002,0.004,0.006,0.008,0.024
Aeromonas rivipollensis,105.0,0.0022000000000000006,0.0010777469376149775,0.001,0.002,0.002,0.003,0.009
Aeromonas salmonicida,105.0,0.0057142857142857065,0.0028240528899570396,0.002,0.003,0.005,0.0069999999999999,0.016
Aeromonas schubertii,105.0,0.0035999999999999977,0.0014384821059821185,0.001,0.003,0.004,0.004,0.008
Aeromonas sp. ASNIH1,105.0,0.002190476190476191,0.0011443442705426584,0.0,0.001,0.002,0.003,0.006
Aeromonas sp. ASNIH2,105.0,0.001019047619047619,0.000536745040121693,0.0,0.001,0.001,0.001,0.003
Aeromonas sp. ASNIH3,105.0,0.002628571428571429,0.0011202433016738167,0.0,0.002,0.003,0.003,0.006
Aeromonas sp. ASNIH4,105.0,0.0010952380952380955,0.000580513855989964,0.0,0.001,0.001,0.001,0.003
Aeromonas sp. ASNIH5,105.0,0.0017714285714285707,0.0010214727570555097,0.0,0.001,0.002,0.002,0.0069999999999999
Aeromonas sp. ASNIH7,105.0,0.000980952380952381,0.0005880370275650558,0.0,0.001,0.001,0.001,0.003
Aeromonas sp. CA23,105.0,0.003142857142857143,0.0013617619485048057,0.001,0.002,0.003,0.004,0.011
Aeromonas sp. CU5,105.0,0.0013523809523809526,0.0005543699192109967,0.001,0.001,0.001,0.002,0.004
Aeromonas veronii,105.0,0.008847619047619036,0.0031341203905897773,0.004,0.006,0.009,0.01,0.023
Afipia sp. GAS231,105.0,0.43749523809523805,0.1535617593003347,0.095,0.351,0.461,0.542,0.8200000000000001
Agarilytica rhodophyticola,105.0,0.0005333333333333334,0.000772939776073076,0.0,0.0,0.0,0.001,0.005
Agarivorans gilvus,105.0,5.714285714285714e-05,0.00023322865260427255,0.0,0.0,0.0,0.0,0.001
Aggregatibacter actinomycetemcomitans,105.0,0.00039999999999999996,0.0004922475924854207,0.0,0.0,0.0,0.001,0.001
Aggregatibacter aphrophilus,105.0,0.0002476190476190476,0.0004336994790119514,0.0,0.0,0.0,0.0,0.001
Aggregatibacter segnis,105.0,0.00011428571428571428,0.00031968390982000034,0.0,0.0,0.0,0.0,0.001
Agrobacterium fabrum,105.0,0.10503809523809522,0.06882585658601376,0.027,0.068,0.093,0.116,0.5
Agrobacterium rhizogenes,105.0,0.012219047619047602,0.011981541053108573,0.004,0.008,0.01,0.012,0.097
Agrobacterium sp. H13-3,105.0,0.002247619047619048,0.003137186859583182,0.001,0.001,0.001,0.002,0.02
Agrobacterium sp. RAC06,105.0,0.014599999999999991,0.004583834471437474,0.006,0.012,0.0139999999999999,0.016,0.034
Agrobacterium tumefaciens,105.0,0.1314095238095238,0.16460598031231657,0.025,0.064,0.082,0.132,1.435
Agrobacterium vitis,105.0,0.013885714285714279,0.004468510089233595,0.006,0.01,0.013,0.016,0.031
Agrococcus carbonis,105.0,0.01981904761904761,0.00966235851959407,0.004,0.011,0.019,0.027,0.05
Agrococcus jejuensis,105.0,0.02065714285714285,0.009996950084351277,0.005,0.012,0.02,0.0279999999999999,0.049
Agromyces aureus,105.0,0.03662857142857142,0.018977343345146086,0.006,0.025,0.034,0.044,0.11
Agromyces flavus,105.0,0.03115238095238094,0.015322671081905043,0.006,0.021,0.0279999999999999,0.038,0.086
Agromyces sp. 30A,105.0,0.02769523809523809,0.015855188309729925,0.004,0.018,0.023,0.034,0.089
Ahniella affigens,105.0,0.009799999999999986,0.004442798840647811,0.002,0.0069999999999999,0.01,0.012,0.025
Akkermansia glycaniphila,105.0,0.003847619047619044,0.0023849727960912285,0.0,0.002,0.004,0.006,0.011
Akkermansia muciniphila,105.0,0.0036666666666666636,0.0022645540682891857,0.001,0.002,0.004,0.005,0.013
Alcaligenes aquatilis,105.0,0.001971428571428572,0.0005625686771261949,0.001,0.002,0.002,0.002,0.003
Alcaligenes faecalis,105.0,0.007123809523809502,0.001974331620570704,0.004,0.006,0.0069999999999999,0.008,0.0139999999999999
Alcanivorax borkumensis,105.0,0.001723809523809524,0.0010962807586706537,0.0,0.001,0.002,0.002,0.005
Alcanivorax dieselolei,105.0,0.004352380952380949,0.0011927743385530235,0.002,0.004,0.004,0.005,0.008
Alcanivorax pacificus,105.0,0.0062761904761904595,0.001997571786017468,0.003,0.005,0.006,0.0069999999999999,0.012
Alcanivorax sp. N3-2A,105.0,0.01565714285714285,0.010959566045792509,0.003,0.0069999999999999,0.011,0.022,0.049
Alcanivorax sp. NBRC 101098,105.0,0.0022000000000000006,0.001003838785708297,0.0,0.002,0.002,0.003,0.005
Alcanivorax xenomutans,105.0,0.003485714285714285,0.0012489556076538926,0.001,0.002,0.004,0.004,0.0069999999999999
Algibacter alginicilyticus,105.0,0.0002095238095238095,0.0004089206735005178,0.0,0.0,0.0,0.0,0.001
Algoriphagus machipongonensis,105.0,0.0006571428571428572,0.0005340082725621724,0.0,0.0,0.001,0.001,0.002
Algoriphagus sp. M8-2,105.0,0.0005714285714285715,0.0005162204146326612,0.0,0.0,0.001,0.001,0.002
Alicycliphilus denitrificans,105.0,0.029276190476190463,0.01397421749432699,0.01,0.021,0.027,0.034,0.102
Alicyclobacillus acidocaldarius,105.0,0.009819047619047613,0.0051772077274801175,0.002,0.005,0.011,0.013,0.022
Alistipes finegoldii,105.0,0.0026761904761904752,0.00131189262939551,0.001,0.001,0.003,0.004,0.0069999999999999
Alistipes shahii,105.0,0.003799999999999995,0.0019826167634641838,0.001,0.002,0.004,0.005,0.01
Alistipes sp. Marseille-P5997,105.0,0.002590476190476191,0.0013494674027416413,0.001,0.001,0.003,0.003,0.006
Alkalilimnicola ehrlichii,105.0,0.00876190476190475,0.004001258959386812,0.002,0.005,0.009,0.011,0.019
Alkalitalea saponilacus,105.0,0.000419047619047619,0.0005147992958603527,0.0,0.0,0.0,0.001,0.002
Alloactinosynnema sp. L-07,105.0,0.039295238095238084,0.02275915868456705,0.0069999999999999,0.018,0.039,0.058,0.092
Allochromatium vinosum,105.0,0.012799999999999983,0.005669418637947613,0.003,0.008,0.013,0.016,0.029
Allokutzneria albata,105.0,0.04258095238095237,0.024501876283091903,0.0069999999999999,0.019,0.042,0.062,0.094
Altererythrobacter atlanticus,105.0,0.010571428571428561,0.005098750116180704,0.004,0.008,0.01,0.012,0.0349999999999999
Altererythrobacter dongtanensis,105.0,0.01434285714285713,0.007976924136615488,0.005,0.01,0.012,0.017,0.051
Altererythrobacter epoxidivorans,105.0,0.010742857142857129,0.00538164360693719,0.004,0.008,0.009,0.012,0.036
Altererythrobacter ishigakiensis,105.0,0.0038761904761904727,0.001843362511278051,0.001,0.002,0.004,0.005,0.01
Altererythrobacter mangrovi,105.0,0.012390476190476177,0.006259600684756242,0.004,0.009,0.011,0.0139999999999999,0.04
Altererythrobacter marensis,105.0,0.009647619047619032,0.004779726722919169,0.003,0.0069999999999999,0.008,0.011,0.029
Altererythrobacter namhicola,105.0,0.008399999999999982,0.0040563340781851484,0.003,0.006,0.0069999999999999,0.01,0.025
Altererythrobacter sp. B11,105.0,0.021704761904761897,0.015271217150576874,0.008,0.0139999999999999,0.017,0.023,0.102
Altererythrobacter sp. NS1,105.0,0.015361904761904747,0.007989324378775975,0.006,0.01,0.0139999999999999,0.018,0.052
Altererythrobacter sp. ZODW24,105.0,0.004542857142857135,0.002089481769706074,0.001,0.003,0.004,0.005,0.013
Alteromonas australica,105.0,0.0008285714285714287,0.00046939287417862446,0.0,0.001,0.001,0.001,0.002
Alteromonas macleodii,105.0,0.0009333333333333336,0.00039871588753692715,0.0,0.001,0.001,0.001,0.003
Alteromonas mediterranea,105.0,0.0006666666666666668,0.00047366546671567084,0.0,0.0,0.001,0.001,0.001
Alteromonas sp. RKMC-009,105.0,0.000742857142857143,0.0004391550328268398,0.0,0.0,0.001,0.001,0.001
Aminobacter aminovorans,105.0,0.03427619047619047,0.01297519470588699,0.0139999999999999,0.025,0.031,0.038,0.088
Aminobacter sp. MSH1,105.0,0.03198095238095238,0.012530716837789623,0.011,0.024,0.029,0.036,0.084
Aminobacterium colombiense,105.0,0.00013333333333333334,0.00034156502553198636,0.0,0.0,0.0,0.0,0.001
Aminomonas paucivorans,105.0,0.0027523809523809528,0.0014059006993940853,0.0,0.001,0.003,0.004,0.006
Ammonifex degensii,105.0,0.001923809523809524,0.0010349213840008672,0.0,0.001,0.002,0.003,0.004
Amycolatopsis albispora,105.0,0.05214285714285713,0.029713189434552905,0.009,0.024,0.049,0.078,0.1149999999999999
Amycolatopsis japonica,105.0,0.017085714285714277,0.008830796511808379,0.003,0.009,0.018,0.024,0.037
Amycolatopsis keratiniphila,105.0,0.034399999999999986,0.018401818472013116,0.006,0.017,0.0349999999999999,0.05,0.074
Amycolatopsis mediterranei,105.0,0.1444380952380952,0.09434948573190773,0.024,0.063,0.1119999999999999,0.2259999999999999,0.488
Amycolatopsis methanolica,105.0,0.06259999999999999,0.039270413603823724,0.01,0.026,0.0559999999999999,0.099,0.146
Amycolatopsis orientalis,105.0,0.027428571428571413,0.014226774015956636,0.005,0.0139999999999999,0.027,0.041,0.0559999999999999
Amycolatopsis sp. AA4,105.0,0.04522857142857142,0.025901164639265353,0.008,0.022,0.042,0.067,0.095
Amycolatopsis sp. BJA-103,105.0,0.02825714285714285,0.01605940209361469,0.005,0.013,0.027,0.043,0.062
Anabaena cylindrica,105.0,0.0007809523809523811,0.0006647867266585518,0.0,0.0,0.001,0.001,0.004
Anabaena sp. 90,105.0,0.0013523809523809526,0.0009803938806276597,0.0,0.001,0.001,0.002,0.006
Anabaena sp. WA102,105.0,0.0007238095238095239,0.0005963871692765163,0.0,0.0,0.001,0.001,0.003
Anabaenopsis circularis,105.0,0.0003333333333333334,0.00047366546671567117,0.0,0.0,0.0,0.001,0.001
Anaerolinea thermophila,105.0,0.002295238095238096,0.0011760740551301108,0.0,0.001,0.002,0.003,0.005
Anaerolineaceae bacterium oral taxon 439,105.0,0.0019047619047619048,0.0009759000729485336,0.0,0.001,0.002,0.003,0.004
Anaeromyxobacter dehalogenans,105.0,0.05316190476190475,0.029523173365472846,0.009,0.0279999999999999,0.055,0.071,0.133
Anaeromyxobacter sp. Fw109-5,105.0,0.0479047619047619,0.02747219706761021,0.008,0.023,0.048,0.066,0.118
