experiment,mean_r2,median_r2,std_r2,max_r2,n_r2_gt_0,n_r2_gt_02,n_r2_gt_04,n_r2_gt_06,runtime_sec
T266_repeatedCV_5x10,0.328298182208367,0.312912541562394,0.11520873309977285,0.6878560954630335,47,41,9,1,49303.28
