soil_column
soil_pH
soil_NH4
soil_NO3
soil_total_C
soil_total_N
Thioalkalivibrio sulfidiphilus
Thiomicrospira aerophila
Tropheryma whipplei
Verminephrobacter eiseniae
Vibrio scophthalmi
Waddlia chondrophila
Wolbachia endosymbiont of Drosophila melanogaster
Wolbachia endosymbiont of Drosophila simulans
Xanthobacter autotrophicus
Xanthomonas phaseoli
Xenorhabdus nematophila
Yersinia entomophaga
Zhongshania aliphaticivorans
[Clostridium] sphenoides
[Mycobacterium] stephanolepidis
[Pseudomonas] mesoacidophila
alpha proteobacterium HIMB59
halophilic archaeon DL31
