mg_feature,n_metabolites,mean_importance,max_importance,mean_abs_corr
Dyella jiangningensis,1,0.01396726610269903,0.01396726610269903,0.21128545558080483
Mycolicibacterium vaccae,1,0.013852447271347046,0.013852447271347046,0.1730307678931546
Cronobacter dublinensis,1,0.013848602771759033,0.013848602771759033,0.11624061288267269
Dyella japonica,1,0.013842351448425686,0.013842351448425686,0.22362058060052356
Bacteroides thetaiotaomicron,1,0.013599292375147343,0.013599292375147343,0.20620456038107254
Oxalobacter formigenes,1,0.013342528709713856,0.013342528709713856,0.4127537851152015
Enterobacter sp. FY-07,1,0.013325124979019165,0.013325124979019165,0.11477878159702963
Advenella mimigardefordensis,1,0.013320377096533775,0.013320377096533775,0.10093254088956716
Streptomyces sp. NEAU-S7GS2,1,0.013306028324639979,0.013306028324639979,0.31321695419184575
Acinetobacter nosocomialis,1,0.013234390179142156,0.013234390179142156,0.1838779488124
Sphingobacteriaceae bacterium GW460-11-11-14-LB5,1,0.013175348882674425,0.013175348882674425,0.16026790471874985
Pseudonocardia dioxanivorans,1,0.013137394762461568,0.013137394762461568,0.4273277413078079
Rhizobium sp. Kim5,1,0.013075852766633034,0.013075852766633034,0.08202173362771459
Thermobaculum terrenum,1,0.012963305227458477,0.012963305227458477,0.2623905846345876
Sphingomonas sp. KC8,1,0.01294043567031622,0.01294043567031622,0.1600916994787805
Thauera chlorobenzoica,1,0.012914910667712288,0.012914910667712288,0.4832281578201151
Sphingopyxis fribergensis,1,0.012891124002635479,0.012891124002635479,0.0038124957130243804
Pseudomonas sp. JY-Q,1,0.01280275486754061,0.01280275486754061,0.5286629222534756
Enterobacteriaceae bacterium strain FGI 57,1,0.012794991955161095,0.012794991955161095,0.21916297706232257
Sphingobacterium sp. G1-14,1,0.01269135706225094,0.01269135706225094,0.19704571966442286
Acinetobacter sp. WCHA45,1,0.01268673696211335,0.01268673696211335,0.05764157928244422
Stenotrophomonas sp. MYb57,1,0.01266741530438899,0.01266741530438899,0.12927154975990743
Acinetobacter indicus,1,0.012667001028270975,0.012667001028270975,0.17846392506661163
Acinetobacter schindleri,1,0.012624839214952617,0.012624839214952617,0.10053763828333295
Acidihalobacter ferrooxidans,1,0.01260110642760992,0.01260110642760992,0.4896280908107075
Brevundimonas naejangsanensis,1,0.012580791488289833,0.012580791488289833,0.18425549492648585
Pseudomonas phage phiPsa374,1,0.012565589509904385,0.012565589509904385,0.1089394029701765
Pseudomonas arsenicoxydans,1,0.012561286365759806,0.012561286365759806,0.06949531559667023
Mycobacterium avium,1,0.012494100444026652,0.012494100444026652,0.4905880299016822
Acinetobacter sp. ACNIH2,1,0.012444695959879471,0.012444695959879471,0.10439933408810391
Flavobacterium commune,1,0.012349152006208897,0.012349152006208897,0.40216871251170433
Streptomyces bingchenggensis,1,0.01227745442928474,0.01227745442928474,0.2904776881729784
Novosphingobium resinovorum,1,0.012261413175469164,0.012261413175469164,0.3513352260934054
Serratia proteamaculans,1,0.012252753266470342,0.012252753266470342,0.27481777196385904
Paracoccus denitrificans,1,0.012210213579237461,0.012210213579237461,0.38377005764618105
Nitrobacter hamburgensis,1,0.012152610067015991,0.012152610067015991,0.4802956368784961
Paraburkholderia phymatum,1,0.012134650722146034,0.012134650722146034,0.24922687315044584
Nitratireductor sp. OM-1,1,0.012040335685014725,0.012040335685014725,0.15335936960537608
Streptomyces alboflavus,1,0.012012912891805172,0.012012912891805172,0.3193065616864128
Azotobacter chroococcum,1,0.011979654431343079,0.011979654431343079,0.04244141087836183
Dickeya chrysanthemi,1,0.011967668309807777,0.011967668309807777,0.3699586294883682
Acinetobacter lactucae,1,0.011964745365995533,0.011964745365995533,0.21986422779584525
Bradyrhizobium sp. BTAi1,1,0.011895985366280363,0.011895985366280363,0.4906971966540021
Sphingopyxis sp. EG6,1,0.01188329141587019,0.01188329141587019,0.04074123792983125
Caulobacter mirabilis,1,0.011880753561854362,0.011880753561854362,0.050768183713751504
Mucilaginibacter gotjawali,1,0.01179006298737047,0.01179006298737047,0.1769585088756727
Clavibacter michiganensis,1,0.011768038384616375,0.011768038384616375,0.43143235926323037
Flavobacterium sp. CJ74,1,0.011762497946619987,0.011762497946619987,0.17264767247378085
Streptomyces virus R4,1,0.011757894002644214,0.011757894002644214,0.5942676450973169
Pseudonocardia sp. HH130629-09,1,0.011709122579447308,0.011709122579447308,0.42826253459865754
Bartonella quintana,1,0.011694486252963543,0.011694486252963543,0.10602198597548909
Micromonospora echinospora,1,0.011626507647377172,0.011626507647377172,0.5396691543831007
Bradyrhizobium oligotrophicum,1,0.011615486815571785,0.011615486815571785,0.3597600028740386
Rhodococcus sp. S2-17,1,0.011603997088968754,0.011603997088968754,0.5169069325078747
Rahnella aquatilis,1,0.011599502313799134,0.011599502313799134,0.024927968810128064
Sulfuritalea hydrogenivorans,1,0.011354170716400276,0.011354170716400276,0.4934108846500153
[Eubacterium] minutum,1,0.011237596161663532,0.011237596161663532,0.1791644010570839
Treponema denticola,1,0.011210983606570421,0.011210983606570421,0.007581388518433838
Sphingobacterium sp. ML3W,1,0.011158789443367857,0.011158789443367857,0.2876708118580948
Weeksella virosa,1,0.011035749226714327,0.011035749226714327,0.5093417690428563
Dickeya sp. MK7,1,0.011007520370185375,0.011007520370185375,0.06427770921111114
Marinobacter sp. LQ44,1,0.010987342335283756,0.010987342335283756,0.36220810727604935
Flavobacterium johnsoniae,1,0.01096885185688734,0.01096885185688734,0.19079761603826287
Gottschalkia acidurici,1,0.010850472467791106,0.010850472467791106,0.03641800760308948
Methanopyrus sp. KOL6,1,0.010783357545733452,0.010783357545733452,0.08562289710975571
Pseudomonas putida,1,0.010769522748887539,0.010769522748887539,0.5572515590585178
Acinetobacter soli,1,0.010750772101044378,0.010750772101044378,0.06673139528102115
Halodesulfurarchaeum formicicum,1,0.010742482729256153,0.010742482729256153,0.5478528479361456
Listeria monocytogenes,1,0.01071365625178712,0.01071365625178712,0.16364931506392316
Caulobacter segnis,1,0.010677644448979515,0.010677644448979515,0.26293219143360685
Azoarcus sp. SY39,1,0.010623644106090069,0.010623644106090069,0.4204797870355559
Streptomyces virus phiC31,1,0.010606344493067622,0.010606344493067622,0.22646926421111477
Mycolicibacterium rutilum,1,0.0105642997379204,0.0105642997379204,0.06183375001464805
Microbacterium paraoxydans,1,0.010496878996491432,0.010496878996491432,0.49996019795217844
Nitrosomonas communis,1,0.010483434423804283,0.010483434423804283,0.32372329070186556
Neisseria subflava,1,0.010372911920881831,0.010372911920881831,0.5607099792998577
Stenotrophomonas sp. G4,1,0.010342237539589405,0.010342237539589405,0.25175349391822416
Sphingomonas sp. Cra20,1,0.010299403220415115,0.010299403220415115,0.42702435369538183
Blastococcus saxobsidens,1,0.01025411207228899,0.01025411207228899,0.09651867672667057
Ochrobactrum sp. A44,1,0.010214577428996563,0.010214577428996563,0.31298061711450703
Aquimarina sp. AD10,1,0.010168306670845497,0.010168306670845497,0.11268940254079866
Stenotrophomonas sp. ESTM1D_MKCIP4_1,1,0.010159269906580448,0.010159269906580448,0.2927831351486456
Chryseobacterium indoltheticum,1,0.010145372877311435,0.010145372877311435,0.10814168980417643
Hippea maritima,1,0.0101386196911335,0.0101386196911335,0.3364370959174844
Luteibacter rhizovicinus,1,0.010137686114869676,0.010137686114869676,0.3403041631706286
Acinetobacter sp. ACNIH1,1,0.010114555755482235,0.010114555755482235,0.18522639624732037
Rubrobacter radiotolerans,1,0.010062756038525716,0.010062756038525716,0.39302864342912436
Sphingorhabdus sp. YGSMI21,1,0.010029260069131851,0.010029260069131851,0.04900921269537801
Streptomyces ambofaciens,1,0.009896945073933811,0.009896945073933811,0.3192812989253833
Myroides odoratus,1,0.009849266149103642,0.009849266149103642,0.219919126457144
Pseudomonas prosekii,1,0.009786435402929783,0.009786435402929783,0.4827115030382045
Mucilaginibacter sp. BJC16-A31,1,0.009640969336032867,0.009640969336032867,0.3493393322551322
Aeromonas media,1,0.009553920477628708,0.009553920477628708,0.37473776004765097
Pontibacter korlensis,1,0.009524323977530003,0.009524323977530003,0.13514100557163214
Bdellovibrio bacteriovorus,1,0.009508626362877332,0.009508626362877332,0.40477166021321936
Burkholderia sp. OLGA172,1,0.009507481008768082,0.009507481008768082,0.22636286810275477
Idiomarina sp. OT37-5b,1,0.009497016668319702,0.009497016668319702,0.4501303036475582
Arthrobacter sp. FB24,1,0.00940035656094551,0.00940035656094551,0.3048196341412243
Pedobacter cryoconitis,1,0.009361864998936653,0.009361864998936653,0.13623733615177167
Pseudomonas lurida,1,0.00932137165549369,0.00932137165549369,0.46173271729004717
Pantoea rwandensis,1,0.009313298389315605,0.009313298389315605,0.03822107579440202
Streptomyces hundungensis,1,0.009293885741066361,0.009293885741066361,0.28761998977711806
Streptomyces niveus,1,0.009227473081076853,0.009227473081076853,0.24981380817803542
Methylosinus trichosporium,1,0.009151126222403841,0.009151126222403841,0.5009076402725594
Micromonospora purpureochromogenes,1,0.009054135134659459,0.009054135134659459,0.5490059977051859
Glaciecola nitratireducens,1,0.008992270042610037,0.008992270042610037,0.15365877285494786
Ahniella affigens,1,0.008970522321760654,0.008970522321760654,0.43776537669629273
Arthrobacter sp. Rue61a,1,0.008931070566177368,0.008931070566177368,0.5193286590648681
Methanocorpusculum labreanum,1,0.008899270556867123,0.008899270556867123,0.015858885044424127
Cupriavidus sp. USMAHM13,1,0.008833541701935808,0.008833541701935808,0.4589149188919164
Sphingobacterium sp. B29,1,0.008829637222876163,0.008829637222876163,0.2277585790567973
Ornithobacterium rhinotracheale,1,0.008819913491606712,0.008819913491606712,0.04447160010882659
Pseudonocardia sp. HH130630-07,1,0.008816582930727896,0.008816582930727896,0.4261839967402971
Saccharomonospora marina,1,0.008779499812352909,0.008779499812352909,0.4670090865059318
Acidothermus cellulolyticus,1,0.008761370295142927,0.008761370295142927,0.47956347501502444
Chloracidobacterium thermophilum,1,0.008755435235798359,0.008755435235798359,0.37078242272674844
Streptomyces coelicolor,1,0.008745504136699032,0.008745504136699032,0.32146563113844123
Pseudarthrobacter phenanthrenivorans,1,0.008723095447734041,0.008723095447734041,0.363463975811757
Phenylobacterium sp. HYN0004,1,0.008692982085471472,0.008692982085471472,0.1660832962719591
Bifidobacterium breve,1,0.008638025914672293,0.008638025914672293,0.5227891737678371
Streptomyces fungicidicus,1,0.008632194027432673,0.008632194027432673,0.3028664453696244
Paraburkholderia caffeinilytica,1,0.008623051457107067,0.008623051457107067,0.389801315651568
Halalkalicoccus jeotgali,1,0.00860709510743618,0.00860709510743618,0.4593525347626359
Lacunisphaera limnophila,1,0.008576313965022564,0.008576313965022564,0.540053193975145
Gordonia sp. MMS17-SY073,1,0.008546930525127512,0.008546930525127512,0.5286612898264371
Synechococcus sp. WH 8020,1,0.008538044057786465,0.008538044057786465,0.17934752338075202
Streptomyces albus,1,0.008493583289374721,0.008493583289374721,0.27800405640882747
Streptomyces virus Caliburn,1,0.008462133224165348,0.008462133224165348,0.6184656919751287
Sphingopyxis sp. LPB0140,1,0.008381408639252186,0.008381408639252186,0.34901529086484645
Pseudomonas mendocina,1,0.00837102249556255,0.00837102249556255,0.5120624043146962
Sphingomonas sp. LM7,1,0.008342233640769973,0.008342233640769973,0.3564073638033865
Bacillus sonorensis,1,0.008337490748040856,0.008337490748040856,0.1277453796773707
Coprothermobacter proteolyticus,1,0.008304940536618233,0.008304940536618233,0.026705071183338168
Azotobacter vinelandii,1,0.008250805549323559,0.008250805549323559,0.012835514145793531
Pseudomonas avellanae,1,0.00819405633956194,0.00819405633956194,0.10007995060325472
Buchnera aphidicola,1,0.008105834671068379,0.008105834671068379,0.29019732479561444
Pseudomonas mucidolens,1,0.008079869193860171,0.008079869193860171,0.5042818619124011
Methylobacterium sp. XJLW,1,0.008071636781096458,0.008071636781096458,0.6001206955067386
Sphingomonas indica,1,0.008071314594400436,0.008071314594400436,0.3205204289630086
Laribacter hongkongensis,1,0.008051679469645023,0.008051679469645023,0.3130037987217904
Clostridium taeniosporum,1,0.008045126684010029,0.008045126684010029,0.019701171758196172
Mycobacterium dioxanotrophicus,1,0.008044479795511457,0.008044479795511457,0.1375326225865175
Micromonospora krabiensis,1,0.00804244709923966,0.00804244709923966,0.5383166016737597
Streptomyces sp. Go-475,1,0.007967296231756342,0.007967296231756342,0.32132441384095306
Micromonospora chokoriensis,1,0.00796611091465412,0.00796611091465412,0.543980144392855
Streptomyces collinus,1,0.007908116846007495,0.007908116846007495,0.3275443744700698
Clostridium pasteurianum,1,0.007859284453996357,0.007859284453996357,0.22762226566952573
Moraxellaceae bacterium HYN0046,1,0.007795346435159445,0.007795346435159445,0.2546113573370516
Clostridioides difficile,1,0.007776146288961172,0.007776146288961172,0.23024191610874092
Phenylobacterium zucineum,1,0.007768302651145601,0.007768302651145601,0.046934841757639185
Streptomyces avermitilis,1,0.007750022690743208,0.007750022690743208,0.059091539492316734
Actinomyces sp. oral taxon 414,1,0.007671559538025719,0.007671559538025719,0.5297593090462345
Streptomyces violaceusniger,1,0.007573160810483849,0.007573160810483849,0.30172201286675226
Streptomyces sp. SirexAA-E,1,0.007411262520743517,0.007411262520743517,0.28414886447758486
Microterricola viridarii,1,0.007409592624753714,0.007409592624753714,0.46956975214480506
Streptococcus pneumoniae,1,0.007359381299465895,0.007359381299465895,0.049128729278481935
Streptomyces sp. P3,1,0.007310603147970647,0.007310603147970647,0.32295926457693713
Clostridium saccharobutylicum,1,0.007297619711607695,0.007297619711607695,0.052064100700665236
Actinomyces sp. oral taxon 897,1,0.007260558687128618,0.007260558687128618,0.6337734187623814
Halothermothrix orenii,1,0.007254221010953188,0.007254221010953188,0.07869621482110925
Chryseobacterium glaciei,1,0.007111300714313984,0.007111300714313984,0.05453105010025943
Serinicoccus sp. JLT9,1,0.007097548294007559,0.007097548294007559,0.5420703092638357
Streptomyces hygroscopicus,1,0.0070871111784969335,0.0070871111784969335,0.3105271458589676
Streptomyces pactum,1,0.007072954648054674,0.007072954648054674,0.3142114334031161
Acetobacterium sp. KB-1,1,0.007068350445479155,0.007068350445479155,0.1401196198018077
Fluviicola taffensis,1,0.007040543978707173,0.007040543978707173,0.4992805814239839
Prevotella denticola,1,0.00703073191630592,0.00703073191630592,0.34721353393751836
Pseudomonas sp. NC02,1,0.007029599893917467,0.007029599893917467,0.46207680638683823
Actinopolymorpha singaporensis,1,0.006995145648772713,0.006995145648772713,0.4698747962247935
Streptomyces sp. CdTB01,1,0.006962443019632476,0.006962443019632476,0.33301220235538503
Paenibacillus sp. IHBB 10380,1,0.006905885805100211,0.006905885805100211,0.09278706523055673
Streptomyces sp. PAMC 26508,1,0.006888493691554402,0.006888493691554402,0.2671019941387193
Streptomyces vietnamensis,1,0.0067941890736466035,0.0067941890736466035,0.4921350929363108
Bosea sp. AS-1,1,0.0067833117209374905,0.0067833117209374905,0.4511849436944994
Frankia casuarinae,1,0.006782490075226511,0.006782490075226511,0.36078593436503337
Bradyrhizobium sp. 3 85S1MB,1,0.006778181804701795,0.006778181804701795,0.2204876167096358
Bifidobacterium catenulatum,1,0.0067767341147165925,0.0067767341147165925,0.2145626502014868
Oligotropha carboxidovorans,1,0.006723072756245632,0.006723072756245632,0.20822358971966526
Streptomyces noursei,1,0.006713568458435835,0.006713568458435835,0.2912671180074363
Burkholderia gladioli,1,0.006706899093322367,0.006706899093322367,0.11113084315954753
Rhodococcus rhodochrous,1,0.006698373981187325,0.006698373981187325,0.5364422604039278
Tenacibaculum maritimum,1,0.006656865134094537,0.006656865134094537,0.0736292256401177
Methylomonas koyamae,1,0.006649099763832604,0.006649099763832604,0.4776489492185674
Streptomyces phage phiHau3,1,0.0065813473797125994,0.0065813473797125994,0.5939941392696364
Rothia mucilaginosa,1,0.006475884369571946,0.006475884369571946,0.5428014609968482
Saccharopolyspora erythraea,1,0.0064580281462298965,0.0064580281462298965,0.4135762278976624
Pseudomonas protegens,1,0.006448021868487907,0.006448021868487907,0.4009356601538967
Streptomyces puniciscabiei,1,0.0064188396711432295,0.0064188396711432295,0.33076575991741153
Pseudomonas sp. URMO17WK12:I11,1,0.006388660794460124,0.006388660794460124,0.4321571907790991
Yersinia massiliensis,1,0.006325066089630127,0.006325066089630127,0.1240516743199699
Streptomyces qaidamensis,1,0.006247531999200407,0.006247531999200407,0.3150903097401415
Pseudomonas sp. R4-39-08,1,0.006185299251228571,0.006185299251228571,0.46508930162671175
Cellvibrio japonicus,1,0.006161126367571793,0.006161126367571793,0.35359594438658337
Micromonospora rifamycinica,1,0.00612249716677015,0.00612249716677015,0.503220318977194
Kingella kingae,1,0.006091573741286993,0.006091573741286993,0.0171384824936689
Phycicoccus dokdonensis,1,0.006064971811695005,0.006064971811695005,0.4985736887999795
Acinetobacter oleivorans,1,0.006049469185048263,0.006049469185048263,0.0986535666118666
Pseudomonas chlororaphis,1,0.006046535810287065,0.006046535810287065,0.3804642172147842
Methylovorus sp. MP688,1,0.006036950275301933,0.006036950275301933,0.2886514627432968
Paenibacillus sp. JDR-2,1,0.0060166865792742365,0.0060166865792742365,0.20729191084322335
Cupriavidus taiwanensis,1,0.00597428470020415,0.00597428470020415,0.3596051481810271
Vibrio gazogenes,1,0.005936772479284483,0.005936772479284483,0.275247800075283
Frankia inefficax,1,0.005841770749877515,0.005841770749877515,0.4893608775440252
Mycobacterium liflandii,1,0.005787220623477851,0.005787220623477851,0.541074145545409
Streptomyces malaysiensis,1,0.005768333561718464,0.005768333561718464,0.355015737836365
Salinibacter ruber,1,0.005670248892788241,0.005670248892788241,0.38586215550098346
Burkholderia cenocepacia,1,0.005477623961107831,0.005477623961107831,0.4030177929315009
Bacillus simplex,1,0.005465002730488777,0.005465002730488777,0.4014334618161926
Pseudomonas fulva,1,0.005447661821557765,0.005447661821557765,0.4659164426252721
Paraburkholderia sprentiae,1,0.005446870147191925,0.005446870147191925,0.40613221786785836
Polynucleobacter difficilis,1,0.005428081084365035,0.005428081084365035,0.4404892488021867
Streptomyces sp. 769,1,0.005419220226531223,0.005419220226531223,0.5675343936310243
Pedobacter sp. G11,1,0.005362198359303282,0.005362198359303282,0.06195113400381282
Hoyosella subflava,1,0.005300770726769132,0.005300770726769132,0.39506478718511373
Rhodococcus erythropolis,1,0.005275969166178296,0.005275969166178296,0.44116064813768063
Paenibacillus crassostreae,1,0.005272954490274643,0.005272954490274643,0.13914830282879093
Xanthomonas citri,1,0.005235657736265014,0.005235657736265014,0.15911743061931818
Streptomyces phage Nanodon,1,0.005215222481638193,0.005215222481638193,0.5878881713054722
Pseudomonas sp. ATCC 13867,1,0.005179056754696742,0.005179056754696742,0.5047675641919385
Streptomyces xinghaiensis,1,0.005160446815827956,0.005160446815827956,0.3431218974816471
Streptomyces clavuligerus,1,0.005152235706882665,0.005152235706882665,0.3318743270695297
Collimonas fungivorans,1,0.005123121880159773,0.005123121880159773,0.18115248866479622
Lysobacter gummosus,1,0.0050973985679910105,0.0050973985679910105,0.20331440291676456
Devosia sp. A16,1,0.0050962069241648365,0.0050962069241648365,0.1255251478883577
Lactobacillus fermentum,1,0.005094091407954693,0.005094091407954693,0.49854778773370545
Paenibacillus sp. FSL H7-0357,1,0.0050415560195804345,0.0050415560195804345,0.21784342313058674
Streptomyces sp. ADI95-16,1,0.004994767645574299,0.004994767645574299,0.26603351639149314
Streptomyces sp. 3211,1,0.004958532805431703,0.004958532805431703,0.5322129126368503
Streptomyces sp. fd1-xmd,1,0.004917310180738304,0.004917310180738304,0.5135125340970547
Massilia sp. YMA4,1,0.004907246716457873,0.004907246716457873,0.4568578974712402
Mycobacterium sp. JLS,1,0.0048729882751805875,0.0048729882751805875,0.22186815394027604
Pseudomonas simiae,1,0.004866147628642795,0.004866147628642795,0.5094295304333604
Paenibacillus lentus,1,0.004837812664818501,0.004837812664818501,0.17533892045265767
Corynebacterium minutissimum,1,0.004836563316350397,0.004836563316350397,0.5266752250092948
Hymenobacter sp. PAMC 26554,1,0.004821500340528398,0.004821500340528398,0.340882326018785
Streptomyces sp. MOE7,1,0.004740996177304662,0.004740996177304662,0.32257265701527416
Pontibacter actiniarum,1,0.004711057372978758,0.004711057372978758,0.49699763470126146
Gloeomargarita lithophora,1,0.004665820773624406,0.004665820773624406,0.5315039842438525
Oleiphilus messinensis,1,0.004656654526464673,0.004656654526464673,0.053957444788964075
Paenibacillus sp. FSL R5-0912,1,0.004552868784450862,0.004552868784450862,0.2545708335060714
Delftia acidovorans,1,0.0045104007168749035,0.0045104007168749035,0.1095580833718365
Methylophilus sp. TWE2,1,0.00450909388743564,0.00450909388743564,0.47797380624541497
Bordetella parapertussis,1,0.004417355322320277,0.004417355322320277,0.0727021579705407
Pimelobacter simplex,1,0.004381443210104059,0.004381443210104059,0.4821486719996715
Corynebacterium mustelae,1,0.004370238239669342,0.004370238239669342,0.5667464599852918
Streptomyces albireticuli,1,0.004361954169810415,0.004361954169810415,0.5164036977068214
Tessaracoccus flavescens,1,0.004319913920721739,0.004319913920721739,0.6323306777089895
Denitrovibrio acetiphilus,1,0.004319248419193775,0.004319248419193775,0.49373631436564824
Burkholderia cepacia,1,0.004213972948491573,0.004213972948491573,0.3790208319202541
Saccharomonospora glauca,1,0.004179183569897277,0.004179183569897277,0.5070529410398115
Pseudoxanthomonas spadix,1,0.004083895124719601,0.004083895124719601,0.002988064118102194
Candidatus Planktophila lacus,1,0.004077667164950174,0.004077667164950174,0.5486184588490872
Prosthecochloris sp. HL-130-GSB,1,0.00398248898177312,0.00398248898177312,0.45953663235408226
Streptomyces koyangensis,1,0.0038280508247477097,0.0038280508247477097,0.5747350682433212
Pseudomonas resinovorans,1,0.003799711112140654,0.003799711112140654,0.5439621294223591
Spirosoma pollinicola,1,0.0037919300508798296,0.0037919300508798296,0.5605055418041697
Austwickia chelonae,1,0.003782830908717501,0.003782830908717501,0.517211409366963
Halanaeroarchaeum sulfurireducens,1,0.0037350551806654433,0.0037350551806654433,0.4670038108126816
Pseudarcicella sp. HME7025,1,0.003692105879549305,0.003692105879549305,0.5998004826775007
Rhodococcus sp. P1Y,1,0.0036461235630383393,0.0036461235630383393,0.513964777486553
Methanoculleus marisnigri,1,0.0035382641721761806,0.0035382641721761806,0.43051734500399425
Leptolyngbya boryana,1,0.0035344430887786892,0.0035344430887786892,0.5478239531391894
Streptomyces albidoflavus,1,0.00351972889193775,0.00351972889193775,0.5959844092252328
Thermosulfidibacter takaii,1,0.003474196697861307,0.003474196697861307,0.5747410555338562
Plantactinospora sp. BB1,1,0.0034712819981711973,0.0034712819981711973,0.5280441699222707
Georgenia sp. ZLJ0423,1,0.00333404070004669,0.00333404070004669,0.5045242306742361
Sphaerochaeta globosa,1,0.0032956486383646662,0.0032956486383646662,0.6227177277884701
Devriesea agamarum,1,0.003243502101515312,0.003243502101515312,0.5632909227149167
Halorubrum lacusprofundi,1,0.0031691297543775285,0.0031691297543775285,0.4160751460992156
Corynebacterium sp. 2183,1,0.0031403923347549725,0.0031403923347549725,0.49145008074810165
Gordonia phthalatica,1,0.0031147184333248337,0.0031147184333248337,0.623146942731746
Corynebacterium ammoniagenes,1,0.003109815019762606,0.003109815019762606,0.5860663753570168
Massilia sp. NR 4-1,1,0.0030159747246472917,0.0030159747246472917,0.2355621652761017
Streptococcus suis,1,0.0030111656604551395,0.0030111656604551395,0.5691211920815181
Micromonospora sp. WMMA2032,1,0.0030067247055754775,0.0030067247055754775,0.5154178210903125
Bacteroides ovatus,1,0.0029802097093651818,0.0029802097093651818,0.5315634778355013
Micromonospora coriariae,1,0.002947457549777916,0.002947457549777916,0.48544401347509514
Microbacterium sp. No. 7,1,0.002900319063647726,0.002900319063647726,0.26364042605590204
Micromonospora echinaurantiaca,1,0.00289912455156023,0.00289912455156023,0.4896565033515171
Actinobacteria bacterium IMCC26077,1,0.002870282942206305,0.002870282942206305,0.5144460697934043
Salinispora arenicola,1,0.002844461135454063,0.002844461135454063,0.4941776216241354
Halohasta litchfieldiae,1,0.0028129294427442285,0.0028129294427442285,0.48849952905338856
Arcanobacterium haemolyticum,1,0.002800168260825012,0.002800168260825012,0.6612614208716122
Corynebacterium lactis,1,0.002792698073375793,0.002792698073375793,0.5555038656917693
Carboxydocella thermautotrophica,1,0.002770415741904365,0.002770415741904365,0.6459207624247659
Clostridium sp. SY8519,1,0.0027340140469034385,0.0027340140469034385,0.6357151014254225
Acidaminococcus intestini,1,0.0027198136169431755,0.0027198136169431755,0.6527537592843354
Ruminococcus champanellensis,1,0.002695463117862407,0.002695463117862407,0.6407444914695318
Desulfobacula toluolica,1,0.0026843826308763567,0.0026843826308763567,0.6431057303584339
Methylovulum psychrotolerans,1,0.0026570431326385195,0.0026570431326385195,0.6343715141986248
Anaerolinea thermophila,1,0.0026243566278325993,0.0026243566278325993,0.5936147987549201
Planktothrix agardhii,1,0.0025813323464335697,0.0025813323464335697,0.6492336545910187
