mg_feature,n_metabolites,mean_importance,max_importance,mean_abs_corr
Pseudomonas sp. GR 6-02,1,0.01779935136437416,0.01779935136437416,0.0551515116723439
Micrococcus luteus,1,0.017759134992957115,0.017759134992957115,0.47166536103451945
Bradyrhizobium sp. WSM471,1,0.017755024135112762,0.017755024135112762,0.45718412685269527
Chryseobacterium arthrosphaerae,1,0.017434703186154366,0.017434703186154366,0.0014981860636600604
Mycobacteroides chelonae,1,0.01736564189195633,0.01736564189195633,0.17268533453367213
Paraburkholderia phytofirmans,1,0.01725361452074696,0.01725361452074696,0.21588868542375986
Kribbella flavida,1,0.01719086430966854,0.01719086430966854,0.03445366803266157
Brucella suis,1,0.017164040356874466,0.017164040356874466,0.4059937873976853
Mycobacterium pseudoshottsii,1,0.0171453342396605,0.0171453342396605,0.5211121431059453
Clostridium estertheticum,1,0.017117289854736616,0.017117289854736616,0.30702303134016967
Amycolatopsis japonica,1,0.017114708200097084,0.017114708200097084,0.5086367722835317
Salinibacterium sp. CGMCC 1.16371,1,0.017068935558199883,0.017068935558199883,0.3175059314570821
Niabella ginsenosidivorans,1,0.017012109979987144,0.017012109979987144,0.36532578794410403
Pantoea agglomerans,1,0.016988600558269912,0.016988600558269912,0.48046112305312394
Acinetobacter haemolyticus,1,0.01698132523769173,0.01698132523769173,0.01812917670108519
Serratia sp. 3ACOL1,1,0.016613800078630447,0.016613800078630447,0.23041234358805757
Rhizobium favelukesii,1,0.016589766206049225,0.016589766206049225,0.47484808390614563
Mobiluncus curtisii,1,0.01640075537883341,0.01640075537883341,0.49184709935618276
Helicobacter pylori,1,0.01638003997504711,0.01638003997504711,0.12513693193674857
Thauera sp. MZ1T,1,0.016311749042889838,0.016311749042889838,0.4875490148320659
Streptomyces davaonensis,1,0.016201065853238106,0.016201065853238106,0.27320701982494605
Bradyrhizobium sp. S23321,1,0.01605742610991001,0.01605742610991001,0.5480883955016385
Thauera aromatica,1,0.01596509851515293,0.01596509851515293,0.4509485759004532
Enterobacteriaceae bacterium w17,1,0.015901805832982063,0.015901805832982063,0.17448282482362437
Citrobacter freundii complex sp. CFNIH2,1,0.01588429465429727,0.01588429465429727,0.49063853574208255
Nostoc punctiforme,1,0.015672288835048676,0.015672288835048676,0.20751321090934297
Celeribacter manganoxidans,1,0.015611833892762661,0.015611833892762661,0.45613792936263076
Xanthomonas campestris,1,0.015603127889335155,0.015603127889335155,0.014175826055789355
Bradyrhizobium sp. CCGE-LA001,1,0.0154812540858984,0.0154812540858984,0.5742798109372901
Micromonospora viridifaciens,1,0.015416369773447514,0.015416369773447514,0.30566480244964844
Xylanimonas cellulosilytica,1,0.015413404442369938,0.015413404442369938,0.537786869156896
Pseudomonas sp. CC6-YY-74,1,0.015314213081749134,0.015314213081749134,0.5112724721811529
Pseudomonas sp. CMR12a,1,0.015300820581614971,0.015300820581614971,0.517976416598864
Streptomyces albulus,1,0.015283494245909213,0.015283494245909213,0.33436319478294657
Xanthomonas hortorum,1,0.015238981693983078,0.015238981693983078,0.2116688562942782
Hymenobacter sp. APR13,1,0.015119449235498905,0.015119449235498905,0.4590578032676827
Kocuria turfanensis,1,0.014935799887838443,0.014935799887838443,0.5411489211195502
Aromatoleum aromaticum,1,0.014915013685822487,0.014915013685822487,0.3570015839226389
Borreliella bavariensis,1,0.014836424613022038,0.014836424613022038,0.2024890606267672
Nitrospira moscoviensis,1,0.014749391004443169,0.014749391004443169,0.273459941197281
Chryseobacterium balustinum,1,0.014500367016917367,0.014500367016917367,0.006288558811656239
Acinetobacter junii,1,0.014459409232412394,0.014459409232412394,0.036416095522226334
Azoarcus sp. CIB,1,0.014403755776584148,0.014403755776584148,0.41123224681535386
Vibrio coralliilyticus,1,0.014387493021786213,0.014387493021786213,0.5375963296360756
Leifsonia sp. 21MFCrub1.1,1,0.014204824343323708,0.014204824343323708,0.6501023437594549
Trichormus variabilis,1,0.014024135656654835,0.014024135656654835,0.2953624190211062
