feature,zero_fraction
Thermoplasmatales archaeon BRNA1,0.9142857142857143
Shewanella halifaxensis,0.9142857142857143
Gardnerella vaginalis,0.9142857142857143
Methanolinea tarda,0.9142857142857143
Flavobacteriaceae bacterium UJ101,0.9142857142857143
Xenorhabdus hominickii,0.9142857142857143
Halomonas campaniensis,0.9142857142857143
Paraglaciecola psychrophila,0.9142857142857143
Idiomarinaceae bacterium HL-53,0.9142857142857143
Lactobacillus pentosus,0.9047619047619048
Lacinutrix sp. 5H-3-7-4,0.9047619047619048
Clostridium scatologenes,0.9047619047619048
Hydrogenovibrio crunogenus,0.9047619047619048
Vibrio mediterranei,0.9047619047619048
Nonlabens sp. MIC269,0.9047619047619048
Bifidobacterium catenulatum,0.9047619047619048
Bacteroidales bacterium CF,0.9047619047619048
Bathymodiolus septemdierum thioautotrophic gill symbiont,0.9047619047619048
Bacillus halodurans,0.9047619047619048
Phoenicibacter massiliensis,0.9047619047619048
Phytobacter sp. SCO41,0.9047619047619048
Chlorobium chlorochromatii,0.9047619047619048
Wolbachia endosymbiont of Brugia malayi,0.9047619047619048
Commensalibacter sp. AMU001,0.9047619047619048
Tropheryma whipplei,0.9047619047619048
[Eubacterium] minutum,0.9047619047619048
Clostridium drakei,0.9047619047619048
Erwinia pyrifoliae,0.9047619047619048
Neisseria cinerea,0.9047619047619048
Shewanella oneidensis,0.9047619047619048
Prevotella enoeca,0.9047619047619048
Tenacibaculum todarodis,0.9047619047619048
Legionella waltersii,0.9047619047619048
Vibrio scophthalmi,0.9047619047619048
Photobacterium damselae,0.9047619047619048
Acinetobacter junii,0.9047619047619048
Polaribacter sp. SA4-10,0.8952380952380953
Campylobacter concisus,0.8952380952380953
Desulfitobacterium metallireducens,0.8952380952380953
Mollivirus sibericum,0.8952380952380953
Bacillus sp. FJAT-45348,0.8952380952380953
Bartonella quintana,0.8952380952380953
Candidatus Methanomethylophilus alvus,0.8952380952380953
Jeotgalibacillus malaysiensis,0.8952380952380953
Gottschalkia acidurici,0.8952380952380953
Fictibacillus phosphorivorans,0.8952380952380953
Cellulophaga algicola,0.8952380952380953
Marinomonas mediterranea,0.8952380952380953
Shewanella denitrificans,0.8952380952380953
Candidatus Cloacimonas acidaminovorans,0.8952380952380953
Lutibacter profundi,0.8952380952380953
Enterobacter sp. HK169,0.8952380952380953
Enterobacter kobei,0.8952380952380953
Pseudoalteromonas atlantica,0.8952380952380953
Citrobacter freundii complex sp. CFNIH2,0.8952380952380953
Calditerrivibrio nitroreducens,0.8952380952380953
Polaribacter reichenbachii,0.8952380952380953
Synechococcus sp. WH 8020,0.8952380952380953
Anaerotignum propionicum,0.8952380952380953
Acinetobacter haemolyticus,0.8952380952380953
Legionella hackeliae,0.8952380952380953
Enterobacter cloacae complex sp. FDA-CDC-AR_0132,0.8952380952380953
Glaciecola nitratireducens,0.8952380952380953
Clostridium sp. JN500901,0.8952380952380953
Clostridium ljungdahlii,0.8952380952380953
Actinobacillus succinogenes,0.8952380952380953
Actinoplanes sp. SE50/110,0.8952380952380953
Clostridium chauvoei,0.8857142857142857
Trichodesmium erythraeum,0.8857142857142857
Clostridium septicum,0.8857142857142857
Neisseriaceae bacterium DSM 100970,0.8857142857142857
Oceanisphaera avium,0.8857142857142857
Bacillus cytotoxicus,0.8857142857142857
Streptococcus pneumoniae,0.8857142857142857
Cyanothece sp. PCC 7822,0.8857142857142857
Solibacillus sp. R5-41,0.8857142857142857
Lacinutrix sp. Bg11-31,0.8857142857142857
Oceanobacillus iheyensis,0.8857142857142857
Yersinia massiliensis,0.8857142857142857
Aggregatibacter segnis,0.8857142857142857
Lentibacillus amyloliquefaciens,0.8761904761904762
Polaribacter sp. ALD11,0.8761904761904762
Caldisericum exile,0.8761904761904762
Aquifex aeolicus,0.8761904761904762
Rickettsia rickettsii,0.8761904761904762
Clostridium sp. MF28,0.8761904761904762
Borrelia hermsii,0.8761904761904762
Capnocytophaga haemolytica,0.8761904761904762
Candidatus Nanopelagicus hibericus,0.8761904761904762
Candidatus Coxiella mudrowiae,0.8761904761904762
Piscirickettsia salmonis,0.8761904761904762
Metallosphaera sedula,0.8761904761904762
Salinicoccus halodurans,0.8761904761904762
Marinomonas primoryensis,0.8761904761904762
Croceibacter atlanticus,0.8761904761904762
Pacmanvirus A23,0.8761904761904762
Polaribacter sp. SA4-12,0.8761904761904762
Clostridium bornimense,0.8666666666666667
Methanosarcina sp. MTP4,0.8666666666666667
