metabolite,variance_log,presence_fraction,zero_fraction,priority_score
HILICZ_positive|IK:HUMNYLRZRPPJDN-UHFFFAOYSA-N,56.11558805520828,0.7428571428571429,0.2571428571428571,0.9438650306748466
C18_negative|IK:GUBGYTABKSRVRQ-QUYVBRFLSA-N,54.51292077133417,0.6476190476190476,0.35238095238095235,0.9187116564417177
HILICZ_negative|IK:KRKNYBCHXYNGOX-UHFFFAOYSA-N,79.53543843056667,0.580952380952381,0.419047619047619,0.9144171779141104
HILICZ_negative|IK:BJRNKVDFDLYUGJ-UHFFFAOYSA-N,53.941697934699924,0.6190476190476191,0.38095238095238093,0.9095092024539877
HILICZ_positive|IK:CZDNLUMNELLDDD-QZFWYPLZSA-N,44.68526525705517,0.8571428571428571,0.1428571428571429,0.90920245398773
HILICZ_positive|IK:UAUDZVJPLUQNMU-KTKRTIGZSA-N,51.740691104424904,0.6,0.4,0.9015337423312884
C18_positive|IK:ZUUPZDSDPDQRJK-VXPJCVMDSA-N,50.97862522479027,0.6190476190476191,0.38095238095238093,0.9003067484662577
HILICZ_positive|IK:NJMQSVWMCODQIP-FQXXIRCGSA-N,51.3031058800854,0.6095238095238096,0.3904761904761904,0.8993865030674847
HILICZ_negative|IK:SMUMBCREXHTKFN-VZOUQOBNSA-N,52.58492781539641,0.580952380952381,0.419047619047619,0.8978527607361964
C18_positive|IK:CDRPUGZCRXZLFL-UHFFFAOYSA-N,53.96650441104119,0.5523809523809524,0.4476190476190476,0.8947852760736196
HILICZ_negative|IK:AMKYESDOVDKZKV-UHFFFAOYSA-N,50.450793707240415,0.5904761904761905,0.4095238095238095,0.8929447852760737
HILICZ_positive|IK:OPTASPLRGRRNAP-UHFFFAOYSA-N,46.49451252200774,0.7047619047619048,0.2952380952380952,0.8929447852760737
C18_negative|IK:NJRLDXGREKHXGV-IVABAYMNSA-N,53.92914734022206,0.5523809523809524,0.4476190476190476,0.8929447852760736
HILICZ_positive|IK:OLXZPDWKRNYJJZ-UHFFFAOYSA-N,68.79217973152201,0.5047619047619047,0.49523809523809526,0.8907975460122699
C18_positive|IK:SIKJAQJRHWYJAI-UHFFFAOYSA-N,48.16778386628164,0.638095238095238,0.36190476190476195,0.8898773006134969
