y_raw_nonzero_values
231277.09775754064
251006.1482565459
507023.39821796026
64411.980907445366
531690.098856803
55370.07745317416
62751151.9128992
297910.032644313
610608.9984841123
438267.5780360922
2009691.6367808431
44425.592334025074
829422.0288185673
125216.886338708
81019.1074363552
112319.72750030644
8188184.843638654
194224.82187806303
966442.0909151614
50196.108325658366
148704.1010755545
244501.25530399385
160451.64735458652
539574.5055120559
68244.45186280832
54097.06403400004
9427524.71328482
145037.2459155016
43317.63021928843
77913.43825617433
76190.69581116922
18854332.22326548
161612.79022268206
1008085.1838352792
227042.7308075428
54905.2622890994
73404.15722305328
1144768.4291066322
861128.6886819601
154318.0572120566
412767.4807167575
77946.91416071169
44146.64791835402
200494.18371430784
616546.256922314
1293958.2154572357
84955.31152743101
233862.98816328123
584982.5345949903
391699.6919807028
24463109.02744124
335845.127699513
1895743.26594618
96447.53284896538
36912.47909900546
962090.5312003792
8288933.749483976
98110.24529609666
103168.27367800474
69640.63707861188
67407121.94265704
10688168.415383603
92246.38409240916
769176.1964614727
1313886.23863127
628702.43977952
533719.8085373044
63180.25064896559
179810.79484323412
1215536.4188437834
348553.5847704122
1953109.3013376056
1391674.7097670734
323650.98271302786
149199.4103190601
131724.88474404812
96753.73502537608
264592.9025002867
123683.58765554242
306136.71183923667
551633.5032137781
1518965.367927333
694893.52694536
549056.0958173871
223973.1657626517
192977.0557687832
326234.5939143691
542111.3290980235
227992.4426639378
95520.3036476355
83838.7485655304
213861.8915962297
98915.96700480208
1632062.7476469576
155474.42586639244
149939.4004642819
238809.08691896312
330752.08481649496
367456.248718366
104500.13694630376
157257.45541692013
4910265.286675744
709810.1079213619
1011809.493202384
187372.02995317616
56708.54216748476
76220.30675930949
521610.0304645682
21261159.572653
175898.60619281977
1249508.4499982516
203540.53354388475
139112.14386911027
86973.65442239493
3395244.0491630435
142955.06777047907
70055.57248541713
161689.51582950403
106499.39263569332
202292.9432044197
558052.3097731471
140254.06188088038
6656338.004631519
9309138.18582362
123908.301828973
96107.14430229086
48956.44140280783
133926.87319486612
125588.84654311836
80671.22765303403
49348.12833577697
2280544.1213046545
1507227.317096904
128229.73564443032
178120.963363342
217475.44839428365
1660479.2284822613
108093.6518074926
137565.95733914152
115517.62124117768
269819.6448816322
43125655.54218733
588367.0192528665
377285.24844964966
1184815.0171208456
61618.54197719693
914999.5053071082
4105813.25750041
325168.3750447268
99742.67030280456
852097.7721665502
84114.89722561464
403249.61326627526
67088.3704456641
92018.78915588744
213196.9800505037
36210.65636430308
8091548.497141393
117768.96203511162
1440134.7196240164
54417.27519099414
194531.9145868197
1238202.7657589205
216054.74753420567
258509.51243156567
963472.7025329171
63658.13126111031
37071530.57401173
1288398.9038696217
331985.2275542021
1755432.1832139362
2236822.724136859
48772.21857484616
5994031.282897472
461290.3506177776
437017.58923048805
335049.5471455939
1640108.5496191904
4734294.956859641
32273395.496824503
29525473.158055563
837387.3643657938
1640980.72178185
368106.490800452
43706605.45951015
10076444.29773748
696225.5794297382
1892000.2311646936
22612039.485194266
446406.8487927797
169670.89104452822
4604812.917752691
2564221.2324239686
1223569.526482284
647591.7009283239
72417899.73291016
2980235.2868130207
301157.26144506165
297312.84121625125
793148.0034772977
213874.5812971741
551017.4674491957
1859745.7241000123
236265.0407883674
884914.9124127887
8050149.45607476
1347577.0958250165
233147.53114199184
819379.0705971532
1951774.754384786
1265039.231107384
1247491.128572044
2970503.3807592243
996289.7943470282
445704.05548588187
276941.1125369832
610662.0445364565
2344587.598165408
1808970.0884647071
253834.2182889916
569174.5967285633
403205.75239920616
37900863.89735162
951154.6427489966
373481.8480424881
1033585.5827064308
569428515.8203562
32364837.305518508
1076505.4573611617
760444.6844341327
1982215.0784062075
4508148.452933736
165693377.6954065
325950.61558943987
2240350.137598821
598315.258181137
35722085.27043724
612821.2879824229
997036.363287276
959398.1725917096
878475.1734958731
762146.1876200438
2383267.6787907323
556150.8048544824
80848319.46729161
31678226.869117662
2701606.634328097
5055844.16531256
873964.9918992391
3820498.486449003
3574426.4926993214
12314662.06277585
5984781.64786154
1043208.8593967706
248822.58215999603
6340270.445015907
4119197.1679665856
259649.30380089767
1260544.0464532392
831200.2598716225
132540209.41217828
3214838.955097021
5097677.093804821
347408.6512034349
36161876.982156806
528537.6549887657
295224.2498447448
601568.3703482067
682185.7056158185
64051071.70413149
305195.4805494003
533857.6624703929
393832.692901426
1130424.585201878
496689.1295780614
2626596.292820707
81687.94487608457
253998.75462491065
3691689.632719457
731301.3405406475
763973.6326154564
3596468.9262744486
1119526.414928466
1319667.4215546716
12524563.96651905
430905.97743209824
120621.50401297864
104840.05615384516
613298.3549712896
19172308.63874623
