n_samples,x_n_columns,x_soil_n_columns,x_other_n_columns,y_n_columns,x_mean_zero_fraction,y_mean_zero_fraction,n_x_features_zero_fraction_ge_0_90,n_y_metabolites_zero_fraction_ge_0_90,n_x_features_variance_lt_1e_4,n_soil_strong_pairs_abs_ge_0_90,n_spearman_pairs_evaluated,n_mutual_info_pairs_evaluated
105,3066,27,3039,652,0.18403690243220577,0.6261904761904761,137,0,2197,18,500,200
