feature,variance
Opitutaceae bacterium TAV5,0.00013027161172161184
Microvirga sp. 17 mud 1-3,0.00013109578754578747
Novosphingobium aromaticivorans,0.00013112271062271083
Streptomyces virus phiC31,0.00013155128205128206
Isoptericola dokdonensis,0.00013173571428571427
Kocuria turfanensis,0.00013366117216117215
Sphingomonas sp. NIC1,0.00013548296703296708
Luteimonas sp. 100111,0.00013692545787545802
Acidiphilium multivorum,0.00013733296703296726
Sanguibacter keddieii,0.00013742161172161172
Micropruina glycogenica,0.00013830183150183157
Nocardia sp. Y48,0.0001390774725274728
Hyphomicrobium nitrativorans,0.00014053809523809524
Paenibacillus sp. JDR-2,0.0001406062271062271
Magnetospirillum gryphiswaldense,0.00014142271062271065
Rhodococcus rhodochrous,0.0001415177655677657
Arthrobacter crystallopoietes,0.00014223681318681323
Sphingobium sp. SCG-1,0.0001424115384615385
Agrobacterium rhizogenes,0.00014355732600732608
Hartmannibacter diazotrophicus,0.00014417032967032963
Saccharomonospora azurea,0.00014531721611721622
Shimwellia blattae,0.00014640879120879138
Verrucomicrobium sp. GAS474,0.00014643315018315035
Citrobacter koseri,0.00014651373626373615
Mucilaginibacter gotjawali,0.00014662051282051297
Curtobacterium sp. BH-2-1-1,0.00014665989010989008
Miniimonas sp. S16,0.0001474639194139194
Nocardia sp. CFHS0054,0.00014747161172161183
Erythrobacter litoralis,0.00014776336996336995
Burkholderia plantarii,0.0001482582417582416
Geobacter sulfurreducens,0.00014888040293040288
Mycolicibacterium thermoresistibile,0.0001490049450549451
Mycobacterium sp. djl-10,0.0001491038461538462
Phyllobacterium zundukense,0.0001498428571428572
Streptomyces sp. Tue 6075,0.00014994468864468872
Ralstonia pickettii,0.0001502496336996336
Sphingopyxis sp. WS5A3p,0.00015031007326007334
Azospirillum thiophilum,0.00015032747252747257
Lysinimonas sp. 2DFWR-13,0.00015070109890109892
Polaromonas naphthalenivorans,0.00015188131868131883
Corynebacterium aurimucosum,0.0001530829670329669
Tsukamurella tyrosinosolvens,0.00015328205128205133
Mycolicibacterium aurum,0.0001534857142857144
Flavobacterium sp. CJ74,0.00015454065934065905
Acinetobacter nosocomialis,0.0001550265567765567
Streptomyces lividans,0.00015506007326007322
Rhodococcus sp. PBTS 1,0.0001553714285714288
Aminobacter sp. MSH1,0.00015701886446886436
Mycobacterium sp. YC-RL4,0.0001580829670329671
Methylobacterium currus,0.00015833186813186788
Aeromicrobium sp. A1-2,0.0001584793040293041
Thauera sp. K11,0.00015947032967032982
Streptomyces virus Zemlya,0.0001595435897435898
Mycolicibacterium goodii,0.0001598727106227108
Microbacterium paludicola,0.0001600957875457875
Paenibacillus polymyxa,0.00016082271062271069
Microbacterium sp. No. 7,0.00016095567765567775
Streptomyces sp. ADI95-16,0.00016259853479853482
Curtobacterium pusillum,0.00016275512820512804
Polymorphum gilvum,0.0001648650183150183
Methylobacterium sp. 17Sr1-43,0.0001655369963369962
Terriglobus saanensis,0.00016667490842490852
Corynebacterium kroppenstedtii,0.00016668901098901092
Micromonospora tulbaghiae,0.0001668236263736266
Isoptericola variabilis,0.00016807271062271086
Aminobacter aminovorans,0.00016835567765567766
Microbacterium hominis,0.0001693457875457875
Sphingopyxis sp. EG6,0.0001699326007326008
Hydrogenophaga sp. RAC07,0.00017130989010989
Ralstonia insidiosa,0.00017192527472527467
Chelatococcus daeguensis,0.0001722902930402931
Aromatoleum aromaticum,0.00017233516483516494
Actinoalloteichus sp. AHMU CJ021,0.00017278901098901099
Cupriavidus gilardii,0.00017508699633699633
Pseudomonas sp. TCU-HL1,0.00017620000000000005
Streptomyces sp. PAMC 26508,0.00017687417582417587
Bacillus thuringiensis,0.00017791721611721636
blood disease bacterium A2-HR MARDI,0.00017845567765567747
Luteimonas sp. 83-4,0.00017865347985348
Arthrobacter sp. DCT-5,0.000179461172161172
Lelliottia amnigena,0.00018019084249084238
Pseudomonas sp. LH1G9,0.00018079084249084243
Prauserella marina,0.00018094725274725286
Pseudomonas sp. DY-1,0.0001811523809523809
Nocardia nova,0.00018348956043956046
Breoghania sp. L-A4,0.0001841598901098902
Nocardia seriolae,0.0001842249084249086
Chitinophaga pinensis,0.0001872688644688644
Azoarcus sp. CIB,0.00018744450549450573
Methylobacterium aquaticum,0.00018789743589743587
Azospirillum sp. CFH 70021,0.0001886205128205128
Streptomyces virus Lannister,0.00018892527472527465
Gemmatimonas phototrophica,0.00018901886446886455
Xanthomonas albilineans,0.00018967490842490846
Citrobacter freundii complex sp. CFNIH3,0.0001899611721611728
Arthrobacter sp. ERGS1:01,0.00019330622710622708
Alicycliphilus denitrificans,0.00019527875457875444
Rhodococcus hoagii,0.00019567820512820532
Azoarcus sp. DN11,0.00019830732600732598
Azoarcus sp. KH32C,0.00019834029304029307
Pseudomonas furukawaii,0.00020046282051282066
Mobiluncus curtisii,0.00020063315018315015
Roseomonas sp. FDAARGOS_362,0.00020109835164835175
Mycolicibacterium hassiacum,0.0002020177655677654
Cellulomonas flavigena,0.00020204798534798554
Amycolatopsis orientalis,0.0002024010989010989
Pseudomonas asplenii,0.00020288315018315053
Rhodospirillum rubrum,0.000204269230769231
Euzebya sp. DY32-46,0.00020500879120879126
Cellulomonas gilvus,0.00020507106227106239
Pantoea rwandensis,0.0002059826007326009
Mesorhizobium oceanicum,0.0002064034798534798
Salmonella enterica,0.00020794963369963356
Cellulosimicrobium cellulans,0.00020803974358974368
Methylobacterium brachiatum,0.00021066263736263736
Pseudomonas sp. ATCC 13867,0.00021105622710622737
Mycolicibacterium gilvum,0.00021124670329670327
Azospirillum lipoferum,0.0002117677655677656
Sphingomonas melonis,0.00021225183150183123
Aeromicrobium marinum,0.00021236117216117225
Enterobacter asburiae,0.00021390347985347972
Cellulosimicrobium sp. TH-20,0.00021419285714285708
Sphingobium herbicidovorans,0.00021455347985347976
Micromonospora chokoriensis,0.00021490897435897432
Cellulomonas sp. PSBB021,0.0002166496336996339
Mycolicibacterium vaccae,0.00021750238095238092
Sulfurifustis variabilis,0.0002194446886446887
Pseudomonas sp. CC6-YY-74,0.00022369835164835183
Acidovorax avenae,0.00022454084249084246
Acidovorax carolinensis,0.0002258018315018315
Micromonospora zamorensis,0.00022760567765567775
Microbacterium sp. PAMC 28756,0.00022903809523809534
Mycobacterium kansasii,0.00022923315018315014
Neorhizobium sp. NCHU2750,0.0002298172161172161
Altererythrobacter sp. B11,0.00023321007326007338
Streptomyces virus Lika,0.00023463644688644653
Agromyces flavus,0.00023478424908424922
Pseudomonas fuscovaginae,0.00023557912087912076
Escherichia coli,0.0002391062271062272
Nocardiopsis alba,0.0002417716117216118
Methylobacterium sp. 17SD2-17,0.00024190989010989
Streptomyces phage Nanodon,0.00024229084249084213
Micromonospora sp. B006,0.00024257930402930407
Rhizobium etli,0.0002429957875457875
Nocardia farcinica,0.00024334194139194164
Bacillus anthracis,0.0002434034798534797
Vulgatibacter incomptus,0.0002437441391941393
Streptomyces noursei,0.000244508241758242
Brevundimonas naejangsanensis,0.00024672307692307687
Mycolicibacterium litorale,0.0002467633699633699
Kineococcus radiotolerans,0.00024811117216117244
Mycolicibacterium phlei,0.000248392857142857
Gemmatimonas aurantiaca,0.00024975732600732603
Agromyces sp. 30A,0.00025138699633699645
Microlunatus soli,0.00025158424908424895
Paenibacillus sp. FSL R5-0912,0.00025578260073260117
Mycobacterium paragordonae,0.00025604725274725273
Thermobifida fusca,0.0002563269230769229
Sphingobium sp. SYK-6,0.00025709743589743584
Amycolatopsis sp. BJA-103,0.0002579043956043959
Pelosinus sp. UFO1,0.0002596034798534799
Bosea sp. PAMC 26642,0.00025965347985347986
Paenibacillus xylanexedens,0.0002596688644688644
Pseudomonas syringae group genomosp. 3,0.0002607164835164833
Pseudomonas sp. FDAARGOS_380,0.0002617521978021975
Methylocella silvestris,0.000262026556776557
Methylorubrum populi,0.0002621688644688646
Mycobacterium marseillense,0.00026226593406593394
Microbacterium pygmaeum,0.00026339963369963394
Methylocystis rosea,0.0002644639194139194
Chryseobacterium bernardetii,0.0002647210622710621
Mycobacterium shigaense,0.0002659087912087913
Bacteriovorax stolpii,0.000265986813186813
Auraticoccus monumenti,0.00026702417582417595
Sphingobium sp. MI1205,0.00026793186813186827
Beutenbergia cavernae,0.0002693639194139193
Microbacterium sp. TPU 3598,0.0002696203296703297
Xanthobacter autotrophicus,0.0002716249084249083
Azorhizobium caulinodans,0.00027298315018315
Mycolicibacterium smegmatis,0.0002781831501831501
Clostridium botulinum,0.00028042490842490874
Methylocystis bryophila,0.0002810351648351651
Streptomyces sp. CC0208,0.00028198956043956044
Verrucosispora maris,0.000286015018315018
Dokdonella koreensis,0.0002860754578754579
Mycobacterium dioxanotrophicus,0.00028642545787545796
Bacillus licheniformis,0.00028693644688644664
Pseudomonas sp. MYb193,0.0002877210622710622
Serinicoccus sp. JLT9,0.00028795732600732593
Bifidobacterium longum,0.0002924446886446889
Burkholderia cepacia,0.00029315989010988996
Streptomyces cyaneogriseus,0.00029389230769230764
Pseudomonas knackmussii,0.00029412545787545804
Leifsonia sp. 21MFCrub1.1,0.00029721117216117217
Rhizobium gallicum,0.00029865567765567744
Acidisphaera sp. G45-3,0.0002997945054945058
Polaromonas sp. JS666,0.00030246758241758253
Achromobacter spanius,0.00030522930402930397
Mycolicibacterium chubuense,0.0003060957875457873
Rhodobacter sphaeroides,0.00030641721611721615
Phenylobacterium sp. HYN0004,0.0003071139194139191
Aeromicrobium erythreum,0.0003074043956043957
Pseudomonas sp. Leaf58,0.00031010567765567764
Chryseobacterium sp. IHB B 17019,0.00031063974358974363
Sphingomonas sp. FARSPH,0.0003112765567765567
Nocardia cyriacigeorgica,0.0003143620879120877
Pseudomonas resinovorans,0.0003150380952380951
Micromonospora coxensis,0.00031558516483516473
Microbacterium foliorum,0.00031807417582417586
Rhodococcus sp. S2-17,0.0003198749084249085
Nocardia terpenica,0.00032009835164835176
Anaeromyxobacter sp. K,0.0003202637362637364
Sphingopyxis sp. QXT-31,0.00032235952380952384
Phreatobacter cathodiphilus,0.00032295109890109866
Sinomonas atrocyanea,0.0003261496336996339
Microterricola viridarii,0.0003289005494505494
Micromonospora sp. WMMA2032,0.0003302384615384615
Streptomyces sp. TN58,0.0003304472527472525
Streptomyces sp. CNQ-509,0.0003310095238095242
Stackebrandtia nassauensis,0.00033126007326007346
Streptomyces sp. 769,0.00033145384615384615
Micromonospora narathiwatensis,0.0003318364468864472
Pseudomonas libanensis,0.00033225952380952397
Frankineae bacterium MT45,0.00033248956043956075
Pseudonocardia sp. AL041005-10,0.00033361208791208777
Micromonospora siamensis,0.0003353172161172161
Rhizorhabdus dicambivorans,0.00033555622710622715
Aeromicrobium choanae,0.00033709853479853464
Enterobacter ludwigii,0.00033722655677655687
Pseudomonas citronellolis,0.0003377441391941392
Streptomyces leeuwenhoekii,0.00033829578754578755
Micromonospora auratinigra,0.0003384243589743587
Amycolatopsis keratiniphila,0.00033862692307692297
Hydrogenophaga sp. PBC,0.0003393675824175823
Mycobacterium colombiense,0.00034035989010989013
Polaromonas sp. SP1,0.0003404197802197801
Acidobacteriaceae bacterium SBC82,0.000341401098901099
Burkholderia ubonensis,0.0003423265567765566
Mycolicibacterium rutilum,0.0003450979853479853
Dietzia sp. JS16-p6b,0.0003464216117216116
Bosea sp. AS-1,0.00034781501831501836
Frankia casuarinae,0.00034825238095238076
Bosea sp. RAC05,0.0003563384615384617
Planctomyces sp. SH-PL14,0.0003588979853479853
Micromonospora echinospora,0.00036003809523809527
Agromyces aureus,0.0003601395604395603
Streptomyces sp. CMB-StM0423,0.0003640293040293041
Streptomyces griseus,0.0003676461538461535
Micromonospora aurantiaca,0.0003689474358974356
Sphingomonas sp. MM-1,0.00037478260073260075
Ornithinimicrobium sp. AMA3305,0.0003779380952380956
Pseudomonas veronii,0.00038008461538461543
Jatrophihabitans sp. GAS493,0.0003833705128205127
Xanthomonas translucens,0.00038339835164835173
Chelatococcus sp. CO-6,0.0003837265567765569
Pseudomonas savastanoi,0.0003853210622710622
Pseudomonas cremoricolorata,0.00038782655677655685
Herbaspirillum rubrisubalbicans,0.000388181868131868
Achromobacter xylosoxidans,0.00039005
Pseudoxanthomonas spadix,0.0003904111721611722
Acidobacterium capsulatum,0.00039090622710622705
Opitutus terrae,0.00039332912087912056
Acinetobacter lactucae,0.0003942252747252745
Micromonospora coriariae,0.0003942595238095236
Microlunatus phosphovorus,0.00039500952380952325
Sinorhizobium meliloti,0.00039886117216117185
Citrobacter werkmanii,0.00040638315018315136
Arthrobacter sp. YN,0.00041376336996337004
Luteipulveratus mongoliensis,0.0004147395604395599
Saccharomonospora marina,0.00041510897435897466
Sphingobium sp. EP60837,0.00041613516483516514
Micromonospora echinofusca,0.00041982545787545747
Frankia symbiont of Datisca glomerata,0.0004201611721611721
Burkholderia sp. CCGE1001,0.00042180347985348
Herminiimonas arsenitoxidans,0.0004253653846153846
Streptomyces phage phiHau3,0.0004307010989010985
Myxococcus hansupus,0.0004359428571428572
Streptomyces spongiicola,0.00043925952380952375
Hyphomicrobium denitrificans,0.00044173040293040295
Arsenicicoccus sp. oral taxon 190,0.00044399853479853513
Chryseobacterium glaciei,0.0004447765567765564
Chryseobacterium indologenes,0.0004448512820512823
Methylobacterium nodulans,0.00044700952380952397
Aeromicrobium sp. 592,0.00044793809523809507
Methylosinus trichosporium,0.0004483562271062269
Mycolicibacterium rhodesiae,0.0004508457875457877
Paenibacillus borealis,0.0004535897435897427
Pseudomonas fulva,0.00045731721611721603
Rhizobium sp. NXC24,0.0004608457875457873
Cupriavidus pinatubonensis,0.0004610351648351648
Streptomyces sp. fd1-xmd,0.0004623831501831501
Pseudomonas sp. K2W31S-8,0.0004639153846153848
Micromonospora krabiensis,0.0004670650183150183
Devosia sp. A16,0.0004701908424908424
Mucilaginibacter mallensis,0.0004760177655677661
Pseudomonas sp. TKP,0.000477955128205128
Klebsiella aerogenes,0.0004823318681318673
Neorhizobium galegae,0.00048280989010988993
Janibacter indicus,0.0004861483516483516
Micromonospora viridifaciens,0.0004895829670329671
Lacunisphaera limnophila,0.0004929291208791206
Mucilaginibacter sp. BJC16-A31,0.0004993483516483522
Streptomyces sp. CB09001,0.0004996287545787542
Pseudarthrobacter equi,0.0005050369963369964
Streptomyces sp. 4F,0.0005131727106227103
Burkholderia multivorans,0.0005139804029304025
Aquabacterium olei,0.0005153556776556779
Alloactinosynnema sp. L-07,0.0005179793040293037
Nitrobacter winogradskyi,0.0005228675824175828
Pseudarthrobacter chlorophenolicus,0.0005282957875457877
Pseudoxanthomonas suwonensis,0.0005314056776556775
Stenotrophomonas sp. G4,0.0005355974358974361
Streptomyces sp. HNM0039,0.0005373869963369962
Burkholderiales bacterium JOSHI_001,0.0005386282051282051
Actinosynnema pretiosum,0.0005434197802197803
Granulicella tundricola,0.000545661538461538
[Polyangium] brachysporum,0.0005477304029304028
Xanthomonas campestris,0.0005498787545787546
Streptomyces sp. ETH9427,0.0005510342490842488
Frankia sp. QA3,0.0005605100732600727
Streptomyces anulatus,0.0005635137362637363
Starkeya novella,0.0005696395604395603
Blastochloris viridis,0.0005725650183150182
Burkholderia gladioli,0.0005735406593406594
Chondromyces crocatus,0.0005757457875457876
Micromonospora echinaurantiaca,0.0005799611721611721
Granulicella mallensis,0.0005820390109890106
Pantoea vagans,0.0005828082417582422
Mycobacterium sp. EPa45,0.0005844087912087907
Lysobacter antibioticus,0.000588101098901099
Sphingomonas taxi,0.0005976908424908424
Sphingomonas koreensis,0.0005987979853479852
Allokutzneria albata,0.0006003419413919413
Raoultella planticola,0.0006082780219780222
Pseudomonas sp. R5-89-07,0.0006145205128205122
Lentzea guizhouensis,0.0006181633699633699
Xanthomonas citri,0.0006199139194139196
Streptomyces sp. 2323.1,0.0006241752747252748
Burkholderia cenocepacia,0.0006269188644688642
Lysobacter maris,0.000627771611721611
Stenotrophomonas acidaminiphila,0.0006310060439560446
Streptomyces violaceusniger,0.000640785164835165
Leifsonia xyli,0.0006489423076923077
Herbaspirillum seropedicae,0.000654075457875458
Amycolatopsis sp. AA4,0.0006708703296703297
Rhodanobacter denitrificans,0.0006715765567765568
Pseudomonas plecoglossicida,0.0006849858974358973
Rhodoferax koreense,0.000694644139194139
Dyella thiooxydans,0.0006948291208791206
Mycobacterium avium,0.0006969252747252743
Oligotropha carboxidovorans,0.0007000857142857142
Lysobacter sp. TY2-98,0.0007036120879120879
Paraburkholderia phenoliruptrix,0.0007060534798534799
Gemmata sp. SH-PL17,0.0007067402930402933
Nocardia brasiliensis,0.0007072368131868132
Myxococcus macrosporus,0.0007115919413919404
Streptomyces virus Caliburn,0.0007157890109890109
Sphingomonas panacis,0.0007221727106227108
Ensifer adhaerens,0.000736761538461538
Pseudomonas fragi,0.0007373626373626377
Micromonospora purpureochromogenes,0.0007420791208791205
Streptomyces globisporus,0.0007421560439560439
Sphingopyxis macrogoltabida,0.0007448869963369968
Friedmanniella sagamiharensis,0.0007499703296703291
Sphingomonas hengshuiensis,0.0007533265567765571
Anaeromyxobacter sp. Fw109-5,0.0007547216117216113
Myxococcus stipitatus,0.0007577688644688636
Sinorhizobium fredii,0.0007582175824175827
Lysobacter capsici,0.0007659985347985349
Ochrobactrum anthropi,0.0007724639194139192
Saccharothrix espanaensis,0.0007758804029304026
Sphingomonas sanxanigenens,0.0007779985347985346
Pseudonocardia sp. HH130630-07,0.0007793934065934064
Kibdelosporangium phytohabitans,0.0008112787545787546
Pseudomonas sp. CMR12a,0.0008143620879120877
Sphingomonas indica,0.0008163650183150185
Terriglobus roseus,0.0008207628205128206
Streptomyces virus Amela,0.000820980402930402
Streptomyces katrae,0.0008231313186813186
Sphingopyxis terrae,0.0008243210622710623
Clostridium beijerinckii,0.0008396111721611722
Cupriavidus pauculus,0.0008407842490842491
Sphingomonas sp. LM7,0.0008451864468864467
Friedmanniella luteola,0.0008468318681318676
Streptomyces sp. SCSIO 03032,0.0008472280219780219
Streptomyces sp. Mg1,0.0008477082417582411
Bordetella pertussis,0.000851218864468864
Streptomyces sp. CCM_MD2014,0.0008579880952380953
Gemmata obscuriglobus,0.0008614483516483513
Nocardiopsis gilva,0.0008619188644688642
Chryseobacterium indoltheticum,0.0008709985347985356
Anaeromyxobacter dehalogenans,0.0008716177655677657
Azospirillum brasilense,0.0008724556776556774
Streptomyces lavendulae,0.000879090293040293
Amycolatopsis albispora,0.0008828736263736263
Sphingomonas wittichii,0.0008845023809523805
Sphingobium cloacae,0.0008870402930402928
Caulobacter mirabilis,0.0008913265567765567
Streptomyces clavuligerus,0.0008955857142857145
Xanthomonas euvesicatoria,0.0008968018315018313
Sphingobium chlorophenolicum,0.000906248534798535
Pseudomonas sp. LG1D9,0.0009092650183150184
Pseudarthrobacter phenanthrenivorans,0.0009129062271062275
Pseudomonas sp. 02C 26,0.0009171368131868132
Pseudomonas sp. HLS-6,0.0009175073260073266
Pseudomonas versuta,0.0009186304029304033
Stenotrophomonas sp. LM091,0.0009203919413919415
Bradyrhizobiaceae bacterium SG-6C,0.0009448556776556776
Actinoplanes derwentensis,0.0009480598901098899
Haliangium ochraceum,0.0009519380952380951
Pseudomonas sp. CMR5c,0.0009526562271062271
Plantactinospora sp. KBS50,0.0009629254578754577
Rhizobium favelukesii,0.0009687166666666664
Pseudomonas sp. NS1(2017),0.000974494505494506
Burkholderia sp. PAMC 28687,0.0009804380952380955
Streptomyces sp. NEAU-S7GS2,0.000986624175824175
Pseudomonas taetrolens,0.0009891562271062272
Niastella koreensis,0.0009962659340659338
Mesorhizobium sp. DCY119,0.0010122521978021977
Rhodococcus ruber,0.0010192368131868132
Sphingobium sp. YBL2,0.00102521282051282
Variibacter gotjawalensis,0.0010258864468864473
Arthrobacter sp. PGP41,0.00102907271062271
Pseudomonas extremorientalis,0.001032366666666665
Streptomyces gilvosporeus,0.0010346523809523808
Streptomyces violaceoruber,0.0010346928571428567
Nakamurella panacisegetis,0.0010439034798534798
Leptothrix cholodnii,0.0010443034798534798
Pseudomonas psychrophila,0.0010475241758241757
Candidatus Koribacter versatilis,0.001049701831501832
Variovorax sp. PAMC 28711,0.0010587496336996332
Streptomyces albulus,0.0010721919413919413
Herbaspirillum hiltneri,0.0010779523809523806
Streptomyces xiamenensis,0.0010817880952380952
Sphingomonas sp. Cra20,0.0010848457875457871
Cupriavidus basilensis,0.001100191941391941
Nocardioides sp. 78,0.0011324858974358974
Jiangella alkaliphila,0.0011360774725274728
Frankia alni,0.0011556703296703294
Streptomyces peucetius,0.0011640600732600729
Actinoplanes sp. N902-109,0.001187867765567766
Jiangella sp. DSM 45060,0.0012171523809523807
Rhizobium jaguaris,0.001233065384615385
Pseudomonas parafulva,0.0012335434065934062
Streptomyces fulvissimus,0.0012468831501831494
Acinetobacter oleivorans,0.0012572650183150175
Streptomyces sp. SM18,0.0012603996336996335
Myxococcus fulvus,0.0012622111721611723
Streptomyces sp. WAC00288,0.0012634941391941395
Micromonospora rifamycinica,0.0012827897435897433
Streptomyces xinghaiensis,0.001302944688644689
Pseudomonas brenneri,0.0013083923076923085
Actinoplanes friuliensis,0.0013138512820512827
Streptomyces globosus,0.0013225637362637363
Sphingobium sp. TKS,0.0013281139194139197
Streptomyces sp. SirexAA-E,0.0013319749084249079
Burkholderia pseudomallei,0.001347759523809524
Streptomyces olivoreticuli,0.001361249633699633
Bacillus subtilis,0.0013699804029304046
Mycolicibacterium vanbaalenii,0.0013726880952380945
Pseudomonas sp. 7SR1,0.0013798172161172163
Sphingobium baderi,0.0013964710622710616
Streptomyces pactum,0.001417829304029304
Pseudomonas phage phiPsa374,0.0014185765567765506
Actinopolymorpha singaporensis,0.0014200595238095224
Cellulomonas fimi,0.0014470782051282049
Sphingopyxis fribergensis,0.001470408974358975
Frankia sp. EAN1pec,0.0014838620879120885
Intrasporangium calvum,0.0014921166666666665
Methylobacterium sp. 4-46,0.0014978274725274724
Streptomyces pristinaespiralis,0.0015033265567765562
Chryseobacterium carnipullorum,0.001535711172161173
Amycolatopsis methanolica,0.0015421653846153843
Mitsuaria sp. 7,0.0015767807692307703
Singulisphaera acidiphila,0.0015816675824175815
Pseudomonas extremaustralis,0.0015838205128205127
Halomonas sp. JS92-SW72,0.0016134216117216125
Pseudomonas mendocina,0.0016308236263736264
Paraburkholderia sp. SOS3,0.001636506043956044
Rhodococcus sp. MTM3W5.2,0.001658210073260074
Paracoccus denitrificans,0.0016599249084249081
Pseudomonas palleroniana,0.0016728941391941409
Pseudomonas lurida,0.001674365934065936
Pseudomonas sp. LBUM920,0.0016767023809523792
Streptomyces albus,0.001694652380952381
Pseudomonas agarici,0.0017065600732600722
Streptomyces pluripotens,0.0017200600732600717
Planctomyces sp. SH-PL62,0.0017324556776556776
Burkholderia sp. YI23,0.0017398137362637368
Pseudomonas monteilii,0.001741009523809524
Kutzneria albida,0.0017414227106227103
Streptomyces ambofaciens,0.001754034249084249
Streptomyces sp. GSSD-12,0.0017645884615384612
Pseudomonas rhodesiae,0.001776076556776557
Methylibium petroleiphilum,0.0017793474358974346
Nocardiopsis dassonvillei,0.001794785714285714
Sandaracinus amylolyticus,0.0018049435897435893
Rhizobacter gummiphilus,0.001814221611721612
Pseudonocardia sp. HH130629-09,0.0018242056776556774
Dyella jiangningensis,0.0018295095238095227
Pseudomonas corrugata,0.0018876369963369956
Herbaspirillum robiniae,0.0019037935897435894
Streptomyces reticuli,0.0019145457875457876
Pseudomonas alkylphenolica,0.0019230457875457864
Pseudomonas cedrina,0.0019242137362637372
Pseudomonas mediterranea,0.00193619468864469
Rubrivivax gelatinosus,0.0020030842490842493
Actinoplanes teichomyceticus,0.002010949633699635
Streptomyces albireticuli,0.002031213919413919
Pseudorhodoplanes sinuspersici,0.0020417633699633697
Thermobispora bispora,0.0020669188644688646
Arthrobacter alpinus,0.002072098534798536
Stenotrophomonas sp. MYb57,0.002113252380952382
Stigmatella aurantiaca,0.0021530765567765566
Streptomyces glaucescens,0.002183482967032967
Actinoplanes missouriensis,0.0021990851648351654
Pseudomonas poae,0.002230520512820513
Mycolicibacter sinensis,0.0022424056776556775
Lysobacter enzymogenes,0.0022431227106227106
Corallococcus coralloides,0.0022499908424908435
Frankia inefficax,0.0022531177655677657
Mesorhizobium australicum,0.002326460073260073
Streptomyces parvulus,0.0023365210622710614
Streptomyces sp. Z022,0.0024211818681318686
Burkholderia sp. RPE67,0.002421867765567766
Nocardioides dokdonensis,0.0024337945054945043
Mesorhizobium japonicum,0.0024605467032967035
Pseudomonas rhizosphaerae,0.002467899633699635
Nocardioides sp. CF8,0.00251648315018315
Nitrobacter hamburgensis,0.00252096282051282
Pseudomonas mucidolens,0.0025695710622710625
Phycicoccus dokdonensis,0.0026412677655677647
Pseudomonas aeruginosa,0.002654191941391941
Nocardioides sp. 603,0.0026762358974358985
Micromonospora inositola,0.0027177890109890113
Streptomyces rubrolavendulae,0.0027990205128205128
Streptomyces sp. Go-475,0.0028076056776556784
Bradyrhizobium sp. WSM471,0.002818473076923078
Bacillus simplex,0.002844313736263736
Methylorubrum extorquens,0.002852848534798536
Arthrobacter sp. QXT-31,0.0028731551282051284
Pseudomonas stutzeri,0.002896717582417584
Paenibacillus sp. FSL P4-0081,0.002912217582417588
Burkholderia sp. PAMC 26561,0.00293722490842491
Thermomonospora curvata,0.003055439010989013
Blastococcus saxobsidens,0.0030885902930402947
Modestobacter marinus,0.0030917587912087908
Bradyrhizobium sp. ORS 285,0.0031095073260073267
Pseudomonas tolaasii,0.0031141562271062274
Streptosporangium roseum,0.003124002380952381
Cupriavidus taiwanensis,0.0031261049450549447
Streptomyces hundungensis,0.003128948351648352
Melittangium boletus,0.003156024175824176
Bradyrhizobium sp. ORS 278,0.0031706749084249096
Pseudarthrobacter sulfonivorans,0.0031853769230769232
Streptomyces sp. RTd22,0.0031948754578754587
Pseudonocardia dioxanivorans,0.0032168342490842485
Streptomyces fungicidicus,0.003295727472527473
Rhodococcus jostii,0.003308591941391943
Pseudomonas thivervalensis,0.003310467582417583
Streptomyces vietnamensis,0.003346656043956044
Paraburkholderia phymatum,0.0033883073260073254
Streptomyces sp. SAT1,0.003399476556776556
Chryseobacterium balustinum,0.0034388521978021966
Opitutus sp. GAS368,0.0034729056776556773
Enterobacter cloacae complex sp. FDA-CDC-AR_0164,0.003509835164835176
Paludisphaera borealis,0.0036168043956043955
Streptomyces lydicus,0.0036446813186813186
Mesorhizobium opportunistum,0.0037180842490842497
Geodermatophilus obscurus,0.003751117765567765
Streptomyces chartreusis,0.0037965857142857147
Streptosporangium sp. 'caverna',0.003859769780219781
Sphingomonas sp. LK11,0.0038757164835164825
Streptomyces qaidamensis,0.003937004945054943
Kitasatospora aureofaciens,0.0039530445054945075
Streptomyces actuosus,0.003969751282051284
Pseudomonas antarctica,0.0039972979853479815
Sphingobacteriaceae bacterium GW460-11-11-14-LB5,0.004020367582417581
Streptomyces nigra,0.0040332331501831496
Cupriavidus metallidurans,0.004081635897435897
Bradyrhizobium sp. 3 85S1MB,0.004109671611721612
Caulobacter henricii,0.0041742445054945045
Streptomyces olivaceus,0.004190885897435896
Bradyrhizobium sp. BTAi1,0.004193517765567768
Bradyrhizobium oligotrophicum,0.004229297985347985
Pseudomonas sp. StFLB209,0.004322785164835169
Mucilaginibacter sp. HYN0043,0.004353943589743591
Pimelobacter simplex,0.0043868483516483515
Mycobacterium sp. JS623,0.004403630402930402
Streptomyces alboflavus,0.004442359890109889
Streptomyces collinus,0.004459098534798534
Bradyrhizobium sp. 2 39S1MB,0.004495418864468867
Streptomyces cattleya,0.004498105677655676
Streptomyces puniciscabiei,0.004520624175824174
Marmoricola scoriae,0.0045445326007325995
Streptomyces roseochromogenus,0.004554168864468865
Streptomyces lunaelactis,0.004594123076923075
Burkholderia sp. CCGE1003,0.004673106227106227
