n_samples,x_original_total_columns,y_original_total_columns,x_numeric_columns,y_numeric_columns,x_columns_after_presence_filter,y_columns_after_presence_filter,x_global_zero_fraction_before_filter,y_global_zero_fraction_before_filter,x_global_zero_fraction_after_filter,y_global_zero_fraction_after_filter,same_order_x_y,x_presence_threshold,y_presence_threshold,y_log_transform_applied
105,3125,988,3109,985,3066,652,0.194063318476313,0.7300555958423979,0.18403690243220575,0.6261904761904762,True,0.05,0.1,True
