experiment,n_metabolites,mean_r2,median_r2,std_r2,max_r2,min_r2,n_r2_gt_02,n_r2_gt_04,n_r2_gt_06,runtime_sec
phase29_top30_T266_repeatedCV_5x10,30,0.3857386682837084,0.3503375470567258,0.09730551495966556,0.6878560954630335,0.26955006479490384,30,9,1,21891.91
