n_metabolites_tuned,mean_baseline_xgb_r2,mean_tuned_xgb_r2,median_baseline_xgb_r2,median_tuned_xgb_r2,mean_r2_improvement,n_improved_metabolites,n_worse_metabolites,n_tuned_r2_gt_0_2,n_tuned_r2_gt_0_4,n_tuned_r2_gt_0_6
47,0.2579773609752923,0.32606795439309993,0.2461076998999773,0.30436136790873586,0.06809059341780772,47,0,44,10,2
